School Name,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,CompletionRate150,Admission Rate (%),RetentionRate,SAT Average,x0_Private ForProfit,x0_Private NonProfit,x0_Public
Hannibal-LaGrange University,100.0,59868.0,559.0,36128.0,42.94,64.63,59.6,1120.0,0.0,1.0,0.0
Institute of American Indian and Alaska Native Culture and Arts Development,100.0,84732.0,311.0,22036.0,33.33,100.0,43.86,1045.3160729691006,0.0,0.0,1.0
North Carolina Wesleyan College,30.19,73608.0,1596.0,44530.0,31.45,47.59,65.71000000000001,938.0,0.0,1.0,0.0
Everglades University,17.39,46980.0,1877.0,35979.0,58.1,75.19,63.43,1045.5811562266754,0.0,1.0,0.0
Ozark Christian College,59.7,59976.0,625.0,22811.0,56.74,98.18,71.50999999999999,992.3522598973304,0.0,1.0,0.0
Drake University,67.21000000000001,107316.0,2814.0,57643.0,77.79,67.92,86.14,1254.0,0.0,1.0,0.0
The Evergreen State College,77.17,88452.0,2053.0,24371.0,44.87,98.38,60.63,1076.0,0.0,0.0,1.0
Muhlenberg College,57.75,109788.0,2044.0,69413.0,81.28,62.18,94.19,1280.0,0.0,1.0,0.0
Fisher College,17.84,71676.0,1179.0,48411.0,34.92,77.72,63.06,938.0,0.0,1.0,0.0
Lees-McRae College,56.6,62796.0,834.0,43437.0,43.52,73.29,67.82000000000001,1068.0,0.0,1.0,0.0
King's College,62.89,96756.0,1951.0,52647.0,58.68,86.61,74.69,1116.8673006291117,0.0,1.0,0.0
Strayer University-Mississippi,11.76,154932.0,524.0,35247.948969052806,58.510390658622434,67.24436577267724,63.15400454944706,1316.0354020976217,1.0,0.0,0.0
SUNY at Fredonia,58.81,86232.0,3829.0,23327.0,62.45,72.25,76.88000000000001,1112.0,0.0,0.0,1.0
Walsh College,12.839999999999998,104556.0,708.0,36218.89165314587,33.10510062971564,59.341835072768724,67.40893208756678,1125.5391184797606,0.0,1.0,0.0
University of Minnesota-Twin Cities,82.43,146184.0,30907.0,27654.0,84.26,69.64,93.32,1320.0,0.0,0.0,1.0
Ottawa University-Milwaukee,29.84934417134088,70188.0,104.0,29199.345976594483,63.42483125022322,68.60508345363102,65.22054462816413,1073.5391466399883,0.0,1.0,0.0
George Washington University,52.5,176688.0,11106.0,74023.0,85.21,43.04,88.03,1385.0,0.0,1.0,0.0
Trevecca Nazarene University,100.0,84228.0,1963.0,34473.0,55.97,62.83,73.98,1138.0,0.0,1.0,0.0
Maryville University of Saint Louis,15.27,102624.0,5463.0,46850.0,74.51,94.89,82.77,1096.717841248452,0.0,1.0,0.0
Chapman University,99.82,145296.0,7231.0,74336.0,80.01,58.26,85.11,1275.0,0.0,1.0,0.0
Washington University in St Louis,70.75,185472.0,7366.0,76910.0,94.36,16.02,94.15,1520.0,0.0,1.0,0.0
Martin Luther College,82.65,55512.0,777.0,27230.0,74.87,87.31,88.41,1185.0,0.0,1.0,0.0
Eckerd College,87.63,100500.0,1819.0,63342.0,64.51,68.58,79.81,1212.312448186431,0.0,1.0,0.0
University of Wisconsin-Oshkosh,68.32000000000001,91776.0,9147.0,18125.0,55.510000000000005,78.58000000000001,71.69,1105.0,0.0,0.0,1.0
Jacksonville State University,78.03,87912.0,6776.0,21560.0,45.51,63.690000000000005,73.38,1084.0,0.0,0.0,1.0
Angelo State University,77.64,91200.0,5674.0,19810.0,42.82,78.16,70.93,1034.0,0.0,0.0,1.0
St. John's University-New York,44.98,148980.0,10350.0,55877.0,64.36,75.07000000000001,83.17,1198.0,0.0,1.0,0.0
Ferris State University,69.32000000000001,114984.0,9575.0,23106.0,50.05,82.46,78.86999999999999,1058.0,0.0,0.0,1.0
Wilmington College,57.55,67224.0,1160.0,38642.0,51.96,72.72,65.4,1083.0,0.0,1.0,0.0
Michigan State University,88.12,140568.0,38413.0,28626.0,81.26,76.31,91.04,1216.0,0.0,0.0,1.0
Stevenson University,30.71,92820.0,3008.0,53066.0,61.83,89.18,79.62,1173.4345388268455,0.0,1.0,0.0
Spring Arbor University,25.629999999999995,69828.0,1233.0,41548.0,64.69,63.3,77.78,1100.0,0.0,1.0,0.0
Platt College-Aurora,31.91,73596.0,227.0,44393.0,0.0,45.45,100.0,1097.0023255735366,1.0,0.0,0.0
CUNY Lehman College,38.04,134616.0,12087.0,13704.0,53.18000000000001,47.010000000000005,80.60000000000001,1020.0,0.0,0.0,1.0
Monmouth University,100.0,111852.0,4245.0,55898.0,74.42999999999999,78.93,80.38,1130.0,0.0,1.0,0.0
Indiana State University,75.19,89748.0,8897.0,22718.0,41.23,92.29,68.72,1093.0859175296246,0.0,0.0,1.0
University of Saint Mary,52.55,76044.0,762.0,42175.0,56.07,59.56,66.44,1020.0,0.0,1.0,0.0
University of Providence,53.85,75372.0,781.0,40556.0,38.0,98.53,60.61,1013.0,0.0,1.0,0.0
Freed-Hardeman University,97.09,84984.0,1360.0,35099.0,65.59,80.85,81.65,1185.0,0.0,1.0,0.0
Rider University,42.78,132816.0,3567.0,61693.0,64.86,75.66000000000001,79.09,1124.0,0.0,1.0,0.0
University of Hawaii at Manoa,80.19,150972.0,12864.0,23405.0,61.8,83.69,80.04,1181.0,0.0,0.0,1.0
Grand Valley State University,72.7,111888.0,20265.0,24280.0,68.53,87.52,83.14,1181.542875795595,0.0,0.0,1.0
Cairn University-Langhorne,37.23,74652.0,885.0,41762.0,54.72,81.45,81.92,1035.2804351270797,0.0,1.0,0.0
The Art Institute of Houston,20.0,49560.0,497.0,28348.0,30.0,52.78190579168082,52.0,1045.554148855659,1.0,0.0,0.0
Keystone College,23.200000000000003,75168.0,1178.0,39200.0,44.63,78.74,67.47999999999999,991.0,0.0,1.0,0.0
Missouri Southern State University,66.33,72684.0,4342.0,15867.0,32.08,98.33,66.99000000000001,1087.0,0.0,0.0,1.0
Westminster College,68.0,77064.0,606.0,44500.0,59.63,97.43,72.54,1136.0,0.0,1.0,0.0
Fairfield University,100.0,137964.0,4319.0,67080.0,82.37,56.13,91.65,1281.0,0.0,1.0,0.0
CUNY Bernard M Baruch College,42.36,146136.0,15456.0,13569.0,72.53,40.71,87.62,1268.0,0.0,0.0,1.0
CUNY Medgar Evers College,42.03,132924.0,4793.0,15448.0,21.1,78.48,49.16,1138.180066868575,0.0,0.0,1.0
University of South Dakota,70.71,96012.0,5684.0,23016.0,59.98,90.95,80.77,1134.0,0.0,0.0,1.0
Erskine College,100.0,62988.0,809.0,52411.0,51.870000000000005,60.0,74.77000000000001,1012.0,0.0,1.0,0.0
Utah State University,96.92,112752.0,21087.0,19886.0,49.830000000000005,91.04,73.32,1217.0,0.0,0.0,1.0
Louisiana State University Health Sciences Center-Shreveport,93.33,84792.0,29.0,21068.23881167816,57.80669211737911,74.46546341817933,72.70466658088512,1021.8672471919515,0.0,0.0,1.0
Strayer University-Georgia,11.63,85284.0,6534.0,28284.0,0.0,65.4912973220242,36.36,1100.3183774386987,1.0,0.0,0.0
Florida Memorial University,70.11,87132.0,887.0,28157.0,34.86,38.41,49.53,1048.1470668747306,0.0,1.0,0.0
University of Southern Indiana,100.0,88188.0,6680.0,20146.0,53.06,93.87,74.92,1089.0,0.0,0.0,1.0
John Brown University,98.2,83244.0,1437.0,40774.0,64.47,58.86,86.16,1227.0,0.0,1.0,0.0
The University of Texas at San Antonio,76.36,116652.0,29169.0,18923.0,46.31,83.54,77.53999999999999,1116.0,0.0,0.0,1.0
Mount St. Mary's University,100.0,94020.0,2009.0,57867.0,63.13999999999999,80.45,75.44,1082.0,0.0,1.0,0.0
American InterContinental University,60.31407261624521,72948.0,12637.0,19021.0,17.150000000000002,72.67994993913992,28.06,1066.535878694758,1.0,0.0,0.0
Colby College,95.25,138948.0,2155.0,73600.0,90.42,10.27,90.64,1456.0,0.0,1.0,0.0
Southwest Minnesota State University,51.15,114756.0,1945.0,20481.0,48.07,80.60000000000001,74.22999999999999,1048.0,0.0,0.0,1.0
Rice University,83.87,196536.0,4052.0,67102.0,94.19,10.89,96.66,1533.0,0.0,1.0,0.0
Georgetown University,57.49999999999999,184716.0,7119.0,76280.0,94.22,16.81,93.92,1473.0,0.0,1.0,0.0
Yeshiva of Machzikai Hadas,76.0,25176.0,457.0,28660.0,50.0,78.48,100.0,1008.6371789832316,0.0,1.0,0.0
University of La Verne,40.72,113556.0,4118.0,60759.0,66.07,76.25,78.36999999999999,1054.0,0.0,1.0,0.0
Hampshire College,82.76,98688.0,517.0,67079.0,66.05,58.81999999999999,73.68,1232.4461189782462,0.0,1.0,0.0
Careers Unlimited,16.61049701310028,128784.0,119.0,26875.374916809564,57.030995216628995,68.46456233747806,65.64161925137762,1230.525626017039,1.0,0.0,0.0
Maryville College,100.0,77568.0,997.0,49603.0,45.18,62.11,71.32,1159.0,0.0,1.0,0.0
Keene State College,52.56,117216.0,3057.0,28880.0,60.16,90.66,72.16,1100.6621700820554,0.0,0.0,1.0
Saint Edward's University,49.26,110040.0,3009.0,61707.0,67.12,91.31,72.37,1187.8109356971117,0.0,1.0,0.0
University of the Virgin Islands,100.0,84948.0,1523.0,16381.0,30.14,99.69,63.04,914.0,0.0,0.0,1.0
Lewis University,42.45,111720.0,4099.0,43255.0,69.85,66.06,79.59,1139.0,0.0,1.0,0.0
Hallmark University,30.97,60720.0,869.0,40889.32567183057,55.26,40.510000000000005,71.43,1042.8795219542958,0.0,1.0,0.0
University of Wisconsin-Whitewater,81.33,97056.0,9900.0,18252.0,61.98,79.92,78.55,1105.0,0.0,0.0,1.0
Virginia Union University,39.63,66324.0,1140.0,32082.0,35.63,75.35,61.11,851.0,0.0,1.0,0.0
Allen University,100.0,57972.0,656.0,24695.0,19.05,64.58,50.22,997.5348163797636,0.0,1.0,0.0
Lebanon Valley College,50.39,91740.0,1655.0,59255.0,75.0,77.8,83.19,1166.0,0.0,1.0,0.0
Saint John Fisher College,100.0,104208.0,2679.0,49242.0,71.81,68.41000000000001,89.52,1161.0,0.0,1.0,0.0
National Louis University,100.0,75984.0,3513.0,23675.0,22.22,97.46,59.97,1044.2153354453658,0.0,1.0,0.0
Saint Martin's University,52.24,78192.0,1377.0,52603.0,61.44,94.19,76.12,1043.0,0.0,1.0,0.0
University of Nebraska Medical Center,84.64,110352.0,959.0,47787.247238557014,69.78732437844522,69.04184637672337,77.46145640788741,1262.0034920518217,0.0,0.0,1.0
Ithaca College,78.79,110160.0,4934.0,64006.0,77.52,75.68,77.09,1190.7917869718901,0.0,1.0,0.0
University of Redlands,97.03,122880.0,2810.0,68156.0,71.22,68.65,75.1,1135.0,0.0,1.0,0.0
Strayer University-District of Columbia,17.39,11916.0,610.0,33152.38206705958,25.0,69.57520367191655,63.30123769414611,1028.7854053527278,1.0,0.0,0.0
Schreiner University,61.260000000000005,70524.0,1074.0,41896.0,51.28,96.15,64.4,1043.0,0.0,1.0,0.0
Universidad Politecnica de Puerto Rico,64.1,47520.0,3686.0,20820.0,24.09,57.297401522994456,76.71,1023.4039541377764,0.0,1.0,0.0
McKendree University,100.0,81324.0,1690.0,44383.0,53.66,70.08,75.81,1107.0,0.0,1.0,0.0
University of Central Florida,98.46,130176.0,61111.0,21309.0,74.0,45.17,92.15,1261.0,0.0,0.0,1.0
Shorter University,54.96,61464.0,1151.0,34403.0,42.91,70.93,63.27,1071.0,0.0,1.0,0.0
Geneva College,87.64999999999999,85128.0,1102.0,38941.0,72.11999999999999,73.14,77.74,1034.3604665138187,0.0,1.0,0.0
California College of the Arts,20.57,118872.0,1225.0,68956.0,67.03,85.45,70.56,1302.630298508466,0.0,1.0,0.0
Champlain College,100.0,104436.0,3389.0,60478.0,66.03,85.15,78.5,1183.1922693948552,0.0,1.0,0.0
Bethune-Cookman University,100.0,81240.0,2746.0,30219.0,33.06,97.73,73.17,919.0,0.0,1.0,0.0
University of Hawaii at Hilo,81.67999999999999,127752.0,2563.0,20440.0,37.940000000000005,73.83,71.23,1046.0,0.0,0.0,1.0
Lake Forest College,59.02,104520.0,1552.0,62405.0,75.24,57.60999999999999,84.08,1235.2444957854839,0.0,1.0,0.0
University of Houston-Clear Lake,98.24,110544.0,6559.0,25567.0,51.98,80.73,76.98,1090.0,0.0,0.0,1.0
Oak Hills Christian College,80.0,48120.0,98.0,30607.0,32.14,62.7,57.14,1009.0,0.0,1.0,0.0
University of Baltimore,61.73,135012.0,1856.0,24521.0,33.629999999999995,79.93,77.5,1018.0,0.0,0.0,1.0
University of Silicon Valley,36.0,92868.0,510.0,32382.0,45.71,41.94,63.16,1159.3983492411853,1.0,0.0,0.0
University of South Florida,71.99,125580.0,37002.0,21134.0,73.66,49.24,91.81,1256.0,0.0,0.0,1.0
Wright State University-Main Campus,65.86999999999999,112896.0,7768.0,23009.0,43.43,95.64,64.82,1099.0,0.0,0.0,1.0
Monmouth College,85.85000000000001,81408.0,847.0,51176.0,58.31,69.43,73.61999999999999,1163.0,0.0,1.0,0.0
The University of the South,84.86,113676.0,1698.0,62647.0,80.25999999999999,56.07,86.53,1280.0,0.0,1.0,0.0
Stevens Institute of Technology,100.0,184488.0,3787.0,70591.0,87.72,53.06,93.29,1415.0,0.0,1.0,0.0
Alabama A & M University,99.6,91188.0,5090.0,23445.0,28.660000000000004,89.64999999999999,54.03,959.0,0.0,0.0,1.0
Emory & Henry College,100.0,85320.0,943.0,50310.0,54.04,75.41,75.56,1066.0,0.0,1.0,0.0
Albertus Magnus College,40.99,89712.0,1076.0,49375.0,49.04,81.26,71.95,1095.9631372301385,0.0,1.0,0.0
Ursinus College,77.71000000000001,107964.0,1485.0,69604.0,73.79,80.44,85.15,1253.0,0.0,1.0,0.0
Chatham University,100.0,96036.0,1119.0,52968.0,61.760000000000005,66.19,76.42999999999999,1133.813988022402,0.0,1.0,0.0
Winona State University,62.59,112704.0,6249.0,22003.0,60.77,75.18,74.9,1118.0,0.0,0.0,1.0
Texas Tech University Health Sciences Center,96.25,107460.0,1393.0,42033.953184142505,69.61743581596865,80.66281534913725,67.4731945562389,1198.5238701625858,0.0,0.0,1.0
Strayer University-Global Region,11.63,84504.0,7115.0,28284.0,0.0,63.13082342293389,60.0,1073.5824644270967,1.0,0.0,0.0
Lincoln University,76.11,69396.0,1475.0,18374.0,26.1,59.621783661598926,50.66,1058.717657782482,0.0,0.0,1.0
University of Wisconsin-Stout,72.72999999999999,90096.0,6788.0,19704.0,60.01,90.1,73.21,1135.0,0.0,0.0,1.0
Gods Bible School and College,43.14,13020.0,225.0,15632.0,43.24,81.39999999999999,82.61,1007.9830882643067,0.0,1.0,0.0
Thomas More University,51.48,77388.0,1506.0,42003.0,39.49,91.91,67.60000000000001,1065.6753706388852,0.0,1.0,0.0
Bethany College,68.17999999999999,71604.0,564.0,45570.0,43.5,91.84,74.6,989.0,0.0,1.0,0.0
Oklahoma Panhandle State University,55.06,56532.0,1245.0,15443.0,26.72,75.33016923650354,44.5,1049.956055676019,0.0,0.0,1.0
Stetson University,68.82000000000001,121620.0,3119.0,63006.0,64.25,81.49,76.23,1235.4724788939795,0.0,1.0,0.0
Southwest Baptist University,53.36,69276.0,1954.0,35243.0,47.760000000000005,73.35000000000001,63.81,1110.0,0.0,1.0,0.0
Beloit College,82.41000000000001,84420.0,924.0,63398.0,77.59,58.34,90.35,1169.7186929345432,0.0,1.0,0.0
Texas Southern University,68.94,94884.0,5298.0,23173.0,18.76,66.36999999999999,50.66,975.0,0.0,0.0,1.0
University of North Florida,96.39,98712.0,14308.0,19469.0,66.14999999999999,79.92,83.78,1144.0,0.0,0.0,1.0
Coppin State University,50.62,98892.0,2084.0,17787.0,30.34,40.2,64.72,902.0,0.0,0.0,1.0
SUNY College of Environmental Science and Forestry,80.24,105588.0,1714.0,29680.0,77.2,60.17,86.36,1237.0,0.0,0.0,1.0
University of Pennsylvania,79.43,224424.0,10507.0,78186.0,95.54,8.98,94.99,1517.0,0.0,1.0,0.0
Miami University-Oxford,100.0,126492.0,16418.0,33805.0,81.58999999999999,91.95,88.21,1280.0,0.0,0.0,1.0
The University of West Florida,100.0,108552.0,9196.0,17716.0,48.16,57.56,84.48,1168.0,0.0,0.0,1.0
Strayer University-Tennessee,11.68,82632.0,3670.0,28284.0,30.881663739803816,80.5664899575601,50.0,1047.182790812373,1.0,0.0,0.0
SUNY College at Old Westbury,45.05,108732.0,4543.0,19786.0,48.8,53.080000000000005,74.67,1015.0,0.0,0.0,1.0
New York University,99.44,185700.0,27276.0,73759.0,87.78,21.09,90.12,1458.0,0.0,1.0,0.0
Albizu University-San Juan,20.52,47904.0,652.0,19215.0,53.98562510429604,80.0,84.55,1027.7014904197435,0.0,1.0,0.0
SUNY at Albany,59.81999999999999,118848.0,13051.0,26563.0,65.0,57.15,83.04,1177.0,0.0,0.0,1.0
Scripps College,76.55999999999999,143256.0,930.0,77588.0,87.85,35.13,80.21000000000001,1406.0,0.0,1.0,0.0
University of Connecticut-Waterbury Campus,70.83,189324.0,835.0,18464.0,65.07,96.63,78.21000000000001,1062.0,0.0,0.0,1.0
University of Advancing Technology,45.9,64572.0,789.0,27651.0,40.19,80.69,58.51,974.1075259002773,1.0,0.0,0.0
Framingham State University,64.78,112896.0,3384.0,25810.0,60.650000000000006,78.53,69.13,1044.0,0.0,0.0,1.0
Bob Jones University,93.58,62112.0,2406.0,28498.0,64.94,58.63144537197395,86.16,982.1909464850098,0.0,1.0,0.0
University of Valley Forge,27.500000000000004,65880.0,454.0,36036.0,45.0,63.03,68.63,1029.7693560534867,0.0,1.0,0.0
Life University,65.25999999999999,85080.0,938.0,37684.0,28.87,96.81,72.05,1003.0,0.0,1.0,0.0
Academy College,44.00096765539117,66948.0,92.0,31816.0,75.2850142032705,56.128910991428,100.0,969.9219187722373,1.0,0.0,0.0
Clemson University,93.36,124812.0,20796.0,32254.0,84.92,61.94,93.56,1327.0,0.0,0.0,1.0
University of Cincinnati-Main Campus,59.56,123708.0,27425.0,26892.0,72.81,76.4,88.2,1245.0,0.0,0.0,1.0
William Jessup University,26.340000000000003,88392.0,1279.0,50819.0,52.580000000000005,65.21000000000001,68.95,1086.2577226252672,0.0,1.0,0.0
Lander University,53.05,78036.0,3279.0,24474.0,48.82,57.03,74.66000000000001,1015.0,0.0,0.0,1.0
Malone University,46.150000000000006,76944.0,952.0,44743.0,54.34,74.27,78.24,1113.0,0.0,1.0,0.0
University of North Carolina at Pembroke,73.64,89544.0,6347.0,15952.0,42.48,91.38,70.72,1012.0,0.0,0.0,1.0
Salem State University,99.02,112980.0,5293.0,26423.0,59.36,86.75,73.52,1060.913320922327,0.0,0.0,1.0
Oglethorpe University,100.0,83652.0,1415.0,55451.0,51.080000000000005,66.93,76.75,1203.0,0.0,1.0,0.0
Blue Mountain College,70.49,65832.0,631.0,25475.0,51.35,99.12,69.91000000000001,1065.0,0.0,1.0,0.0
Utica University,40.58,93012.0,3108.0,34427.0,54.47,86.41,78.02,1158.6155344239837,0.0,1.0,0.0
Seattle University,78.25,116796.0,4230.0,63439.0,72.65,83.23,82.0,1249.0,0.0,1.0,0.0
New Mexico Highlands University,95.71,77400.0,1646.0,18299.0,28.73,86.03175778227047,63.63999999999999,1036.1088178988355,0.0,0.0,1.0
St. Thomas Aquinas College,39.01,108060.0,1095.0,47572.0,60.52,86.83999999999999,75.31,1036.0,0.0,1.0,0.0
Minot State University,58.78,89388.0,2288.0,16896.0,54.6,77.33,71.28,1070.0,0.0,0.0,1.0
California University of Pennsylvania,70.08,124116.0,4694.0,25716.0,50.84,94.32,69.97,1024.0,0.0,0.0,1.0
Hope College,67.09,100032.0,2963.0,48607.0,75.53999999999999,77.83,87.03,1219.0,0.0,1.0,0.0
Bethel University,43.21,93552.0,2491.0,52723.0,74.09,86.63,84.66,1203.0,0.0,1.0,0.0
SUNY College at Plattsburgh,63.48,85944.0,4603.0,25786.0,67.31,61.03,79.27,1078.0,0.0,0.0,1.0
Point University,13.43,68304.0,895.0,34160.0,33.46,34.870000000000005,64.79,1007.0,0.0,1.0,0.0
Hollins University,60.9,86556.0,686.0,55893.0,61.59,80.78999999999999,82.16,1175.0,0.0,1.0,0.0
Midland University,100.0,76776.0,1216.0,45689.0,43.87,50.79,68.45,1068.0,0.0,1.0,0.0
Massachusetts Maritime Academy,65.22,103584.0,1537.0,28602.0,84.69,92.48,87.1,1117.0,0.0,0.0,1.0
Nichols College,35.370000000000005,90288.0,1250.0,52520.0,54.66,80.36999999999999,71.85000000000001,1184.9604056883454,0.0,1.0,0.0
University of Maryland Global Campus,5.29,88080.0,44442.0,19764.0,18.06,86.02030748501618,55.21,1081.3471009396758,0.0,0.0,1.0
Calvary University,73.47,39744.0,241.0,18784.0,59.46,67.70564749070115,68.28999999999999,1005.0373287151529,0.0,1.0,0.0
Clarkson College,94.67,73356.0,616.0,24917.0,51.61,56.86,58.81999999999999,1035.1616555652486,0.0,1.0,0.0
Calumet College of Saint Joseph,26.74,67968.0,551.0,26540.0,27.87,57.30162990184199,65.22,1034.4280358787776,0.0,1.0,0.0
Millsaps College,79.59,94368.0,668.0,57996.0,68.08999999999999,69.81,69.95,1184.0,0.0,1.0,0.0
Texas State University,78.05,101760.0,33193.0,23453.0,55.06,84.54,76.81,1104.0,0.0,0.0,1.0
Parker University,50.68,71508.0,462.0,31420.0,76.14,85.84049046889722,75.0,1035.4711668782916,0.0,1.0,0.0
The North Coast College,71.21508901536554,37752.0,47.0,28267.0,58.81999999999999,41.18,100.0,1006.4215355382081,1.0,0.0,0.0
Louisiana State University and Agricultural & Mechanical College,90.48,121068.0,25203.0,32724.0,69.56,73.38,85.95,1229.0,0.0,0.0,1.0
Wake Forest University,73.75,143304.0,5438.0,74135.0,88.66000000000001,31.98,94.55,1368.1425282350283,0.0,1.0,0.0
Yeshiva of Nitra Rabbinical College,73.08,30432.0,172.0,22800.0,12.05,84.79151569491133,75.0,1009.625944497563,0.0,1.0,0.0
University of Pikeville,62.16,76476.0,1073.0,33068.0,32.190000000000005,72.88058248013657,60.55,980.7188283876758,0.0,1.0,0.0
University of West Georgia,80.97999999999999,88416.0,9444.0,23684.0,44.35,77.62,72.82,1012.0,0.0,0.0,1.0
Hamilton College,85.61,138924.0,1901.0,72190.0,90.6,18.41,92.18,1462.0,0.0,1.0,0.0
Alabama State University,67.97,86328.0,3603.0,21892.0,31.77,98.88,62.02,938.0,0.0,0.0,1.0
Harding University,74.16,89904.0,3492.0,31647.0,71.52,55.06999999999999,86.82,1207.0,0.0,1.0,0.0
University of Florida-Online,6.9,64740.0,3994.0,17148.0,75.0,62.39,67.44,1295.0,0.0,0.0,1.0
Harrisburg University of Science and Technology,44.86,95940.0,726.0,33717.0,24.75,51.32270766342936,69.67999999999999,1112.2597941624863,0.0,1.0,0.0
Saint Augustine's University,51.970000000000006,68628.0,953.0,32073.0,19.1,67.33,51.92,842.0,0.0,1.0,0.0
Mid-America Christian University,100.0,52752.0,1396.0,28755.0,43.31,71.0223371910789,58.42,1048.101953001107,0.0,1.0,0.0
Hobe Sound Bible College,65.22,18636.0,145.0,14488.0,56.67,87.59227061902726,77.27000000000001,1007.9611654459477,0.0,1.0,0.0
University of Arkansas-Fort Smith,69.46,84780.0,4615.0,17288.0,31.08,80.3741669186654,73.50999999999999,1032.7599809535002,0.0,0.0,1.0
University of Michigan-Ann Arbor,82.92,142380.0,31189.0,30926.0,93.44,26.11,96.26,1445.0,0.0,0.0,1.0
Johnson C Smith University,57.76,77604.0,1248.0,33444.0,43.73,49.2,65.12,883.0,0.0,1.0,0.0
CUNY John Jay College of Criminal Justice,36.61,137064.0,13324.0,13549.0,50.63,37.43,83.09,1093.0,0.0,0.0,1.0
Huston-Tillotson University,50.55,66828.0,1045.0,24148.0,31.12,55.96,54.46,888.0,0.0,1.0,0.0
Siena Heights University,97.8,75420.0,1734.0,39539.0,53.010000000000005,74.42999999999999,74.22999999999999,1017.0816885351518,0.0,1.0,0.0
Northern Michigan University,74.11999999999999,103104.0,6505.0,23578.0,46.56,66.89,76.29,1033.5164545123223,0.0,0.0,1.0
Ave Maria University,87.5,92952.0,1048.0,37423.0,52.63,91.79,71.28999999999999,1164.0,0.0,1.0,0.0
Mercer University,95.87,104868.0,4725.0,52940.0,73.19,78.16,86.61,1285.0,0.0,1.0,0.0
Saint Mary's College of California,24.49,130428.0,2461.0,69071.0,73.34,77.31,81.01,1174.0,0.0,1.0,0.0
Roseman University of Health Sciences,57.3,130620.0,555.0,34232.35060817184,40.9162303034361,62.22088913780781,63.0965442184971,1313.411341464447,0.0,1.0,0.0
University of Wisconsin-Milwaukee,63.55,107676.0,18910.0,21984.0,45.64,78.69,75.17,1105.0,0.0,0.0,1.0
Arizona Christian University,28.09,61224.0,883.0,44585.0,43.79,71.47,46.58,1031.0,0.0,1.0,0.0
Wilmington University,6.67,91440.0,8713.0,18524.0,21.28,80.02173972083021,50.28,1112.4394712018068,0.0,1.0,0.0
Texas Woman's University,98.05,105168.0,9297.0,19418.0,48.14,93.68,77.37,1067.0,0.0,0.0,1.0
Columbus State University,64.52,91200.0,6482.0,19807.0,38.23,78.32000000000001,75.3,1007.0,0.0,0.0,1.0
Juniata College,71.13000000000001,102084.0,1267.0,61807.0,74.28,67.46,85.42999999999999,1186.387350991674,0.0,1.0,0.0
Chicago State University,99.52,97416.0,1683.0,21867.0,16.21,46.42,53.59,887.0,0.0,0.0,1.0
Saint Anselm College,71.36,106944.0,2015.0,61163.0,83.56,76.14999999999999,86.83999999999999,1230.0,0.0,1.0,0.0
Whittier College,73.08,102888.0,1488.0,61052.0,63.4,72.33000000000001,72.82,1187.0383166602649,0.0,1.0,0.0
Marshall University,76.91,95112.0,7595.0,19586.0,50.33,89.25,77.23,1080.0,0.0,0.0,1.0
Chaminade University of Honolulu,100.0,98532.0,1623.0,38649.0,59.24,88.97,81.25,1056.0,0.0,1.0,0.0
Pomona College,94.15,164568.0,1462.0,74438.0,93.99,8.62,85.82,1419.1327993919597,0.0,1.0,0.0
Bellarmine University,42.19,95616.0,2431.0,56319.0,64.31,82.37,83.77,1196.0,0.0,1.0,0.0
Northeastern Illinois University,55.61000000000001,102144.0,5170.0,24295.0,23.17,60.7,66.9,915.0,0.0,0.0,1.0
Southern Nazarene University,36.870000000000005,72780.0,1526.0,38327.0,47.79,74.06884494229578,68.2,1041.660852265826,0.0,1.0,0.0
The New School,19.55,143868.0,6339.0,71907.0,69.13,69.1,70.53,1269.0,0.0,1.0,0.0
Lipscomb University,52.01,95280.0,2986.0,49074.0,68.75,61.5,85.71,1226.0,0.0,1.0,0.0
University of Alaska Fairbanks,61.31,115896.0,4259.0,19135.0,38.7,67.01,78.16,1138.0,0.0,0.0,1.0
Martin University,80.0,59400.0,170.0,23393.0,10.0,78.93026919150437,20.0,993.6384546267257,0.0,1.0,0.0
University of Houston,81.27,149328.0,38116.0,23361.0,62.150000000000006,62.79,85.95,1216.0,0.0,0.0,1.0
University of Tulsa,70.61,127656.0,2905.0,58637.0,72.54,69.22,83.76,1255.0,0.0,1.0,0.0
Ohio Northern University,82.58,106608.0,2064.0,49392.0,75.96000000000001,65.2,83.88,1218.0,0.0,1.0,0.0
West Coast University-Orange County,18.88,103788.0,2990.0,41865.0,57.14,56.08789892621101,58.330000000000005,1128.9133704212868,1.0,0.0,0.0
University of West Alabama,46.72,78612.0,2247.0,22645.0,40.11,93.13,62.5,1035.0,0.0,0.0,1.0
University of Missouri-Columbia,73.08,122772.0,22622.0,26902.0,72.98,81.78,89.39,1247.0,0.0,0.0,1.0
University of Illinois Chicago,71.76,149376.0,21702.0,25831.0,63.470000000000006,72.63,82.27,1159.0,0.0,0.0,1.0
University of Holy Cross,46.88,92100.0,549.0,23715.0,37.5,52.73,67.21000000000001,1069.1440476510197,0.0,1.0,0.0
Loras College,82.09,79860.0,1239.0,46290.0,69.62,58.38,78.53,1085.961641105691,0.0,1.0,0.0
