School Name,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,CompletionRate150,Admission Rate (%),RetentionRate,SAT Average,x0_Private ForProfit,x0_Private NonProfit,x0_Public
Spelman College,72.76,102900.0,2206.0,54163.0,74.55000000000001,52.580000000000005,89.14999999999999,1129.0,0.0,1.0,0.0
Yeshivath Viznitz,92.59,33912.0,638.0,18476.0,64.22,87.36,97.33,1007.5715561126952,0.0,1.0,0.0
Laguna College of Art and Design,21.21,111816.0,732.0,50805.0,67.16,82.92,76.87,1232.886796065618,0.0,1.0,0.0
Atlantic University College,78.45,38964.0,1489.0,9708.0,37.08,81.20179536872169,79.71000000000001,1003.9670387314952,0.0,1.0,0.0
Stevens-The Institute of Business & Arts,68.7173128122683,58752.0,108.0,22069.0,66.67,80.55483211603254,0.0,1007.6716700600973,1.0,0.0,0.0
LaGrange College,100.0,80688.0,741.0,46034.0,44.440000000000005,59.67,57.99999999999999,1077.0,0.0,1.0,0.0
California State University-Fullerton,50.470000000000006,123972.0,36874.0,17791.0,68.67999999999999,67.62,88.94,1085.0,0.0,0.0,1.0
Indiana University-South Bend,58.81999999999999,78540.0,4260.0,16667.0,38.080000000000005,86.87,67.14,1039.0,0.0,0.0,1.0
College of Our Lady of the Elms,36.16,86424.0,1020.0,50266.0,64.17,69.78,79.21000000000001,1087.0,0.0,1.0,0.0
La Roche University,37.79,80952.0,1079.0,43073.0,58.56,68.91000000000001,64.88000000000001,1006.0,0.0,1.0,0.0
Avila University,33.33,75408.0,1023.0,30366.0,51.470000000000006,41.98,68.63,1065.0,0.0,1.0,0.0
Strayer University-Virginia,11.69,87144.0,3801.0,28284.0,12.5,77.48360007582961,42.86,1044.4161189259462,1.0,0.0,0.0
University of Southern California,61.83,183612.0,19521.0,77362.0,91.67,16.11,91.28,1441.0,0.0,1.0,0.0
Pepperdine University,49.61,153888.0,3457.0,75312.0,88.55,41.85,84.67,1314.0,0.0,1.0,0.0
Roosevelt University,33.379999999999995,99324.0,2978.0,44322.0,41.56,76.52,66.75999999999999,1043.0,0.0,1.0,0.0
Central Washington University,61.78,92520.0,10264.0,24008.0,58.35,85.99,70.41,1045.0,0.0,0.0,1.0
Nebraska Wesleyan University,55.38999999999999,74652.0,1767.0,48718.0,62.5,69.53,73.92,1222.0,0.0,1.0,0.0
University of Arkansas at Little Rock,100.0,117864.0,5620.0,20416.0,41.69,56.04,73.09,1098.0,0.0,0.0,1.0
DeVry University-North Carolina,30.40694051224081,67956.0,24.0,23454.633832220552,25.0,33.33,68.69527429409163,1087.5108819184704,1.0,0.0,0.0
Simpson College,54.86,79632.0,1218.0,53845.0,70.93,86.61999999999999,76.71,1149.0,0.0,1.0,0.0
University of New Hampshire-Main Campus,75.9,135528.0,11663.0,33940.0,76.46,84.81,86.39,1197.0,0.0,0.0,1.0
California Institute of the Arts,67.35,113436.0,762.0,74111.0,66.49000000000001,27.42,59.62,1325.1060272963712,0.0,1.0,0.0
Louisiana College,63.96,68952.0,868.0,27669.0,33.62,71.16,61.18,1082.0,0.0,1.0,0.0
School of the Art Institute of Chicago,23.96,130596.0,2487.0,68575.0,67.80000000000001,77.78,73.66,1161.0,0.0,1.0,0.0
Fairleigh Dickinson University-Florham Campus,44.68,112464.0,2586.0,59190.0,63.4,86.32,81.63,1183.008807337155,0.0,1.0,0.0
Pitzer College,89.38000000000001,142668.0,922.0,75850.0,83.21,16.57,81.45,1433.9378808956071,0.0,1.0,0.0
Rose-Hulman Institute of Technology,97.47,131724.0,1969.0,70401.0,83.13000000000001,76.62,89.72,1371.0,0.0,1.0,0.0
Montana State University-Northern,100.0,70656.0,873.0,15933.0,35.2,57.03331241739056,69.89,1039.301157274256,0.0,0.0,1.0
Loma Linda University,93.9,104988.0,1013.0,39529.16561124627,49.24867806101244,54.830647195224316,71.43148659821377,1168.6940631771765,0.0,1.0,0.0
Lawrence University,85.52,97704.0,1419.0,62166.0,78.63,68.92,86.58,1323.0,0.0,1.0,0.0
Our Lady of the Lake University,42.01,86952.0,1261.0,40753.0,38.1,73.97,65.14999999999999,971.0,0.0,1.0,0.0
George Mason University,52.51,138948.0,26514.0,25717.0,71.59,89.2,86.07000000000001,1208.0,0.0,0.0,1.0
University of Colorado Boulder,74.31,135408.0,29779.0,31034.0,72.47,84.2,84.98,1268.0,0.0,0.0,1.0
Palmer College of Chiropractic,81.13,75096.0,29.0,20949.918023845472,0.0,69.95227255782011,69.0092829823131,1018.5570315085479,0.0,1.0,0.0
Tennessee State University,100.0,95352.0,5707.0,22509.0,25.56,77.91088785464316,64.25,1059.2310989093214,0.0,0.0,1.0
Northeastern University,74.88,160488.0,15130.0,73196.0,89.83,20.48,96.79,1492.0,0.0,1.0,0.0
Sarah Lawrence College,38.87,122748.0,1290.0,74123.0,72.47,54.63,70.1,1333.0,0.0,1.0,0.0
Alderson Broaddus University,67.95,70968.0,756.0,42676.0,31.790000000000003,52.76,47.6,972.0,0.0,1.0,0.0
Mansfield University of Pennsylvania,76.47,123060.0,1614.0,24278.0,50.83,96.02,78.36,1041.0,0.0,0.0,1.0
Drury University,100.0,90528.0,1404.0,40913.0,59.61,70.67999999999999,78.36,1208.0,0.0,1.0,0.0
Marymount Manhattan College,24.65,103080.0,1662.0,59167.0,57.98,88.18,67.14,1109.0,0.0,1.0,0.0
Suffolk University,58.37,142620.0,4397.0,57850.0,60.370000000000005,85.9,72.78,1113.0,0.0,1.0,0.0
University of Houston-Downtown,49.86,101928.0,13549.0,20995.0,29.9,92.82,67.34,1124.9046423115713,0.0,0.0,1.0
Le Moyne-Owen College,43.82,66024.0,654.0,18056.0,15.17,63.8,47.86,1072.6189808013974,0.0,1.0,0.0
Belmont University,48.17,127692.0,6618.0,54595.0,71.00999999999999,83.23,82.38,1244.0,0.0,1.0,0.0
Universidad Adventista de las Antillas,47.83,32148.0,944.0,14166.0,47.370000000000005,100.0,78.43,1007.4187353348818,0.0,1.0,0.0
McDaniel College,21.66,82800.0,1804.0,58638.0,62.5,81.13,74.61,1179.5338954875012,0.0,1.0,0.0
Saint Mary-of-the-Woods College,30.11,60096.0,746.0,42591.0,53.09,71.23,69.23,1026.0,0.0,1.0,0.0
Rabbinical College of America,88.89,59676.0,248.0,23000.0,21.62,83.54,71.74000000000001,991.7508921180571,0.0,1.0,0.0
Nazarene Bible College,100.0,53748.0,351.0,31398.320781134724,55.56,65.24843528740097,63.81822521505999,1061.3880987233383,0.0,1.0,0.0
Rhodes College,82.74000000000001,104448.0,1801.0,64249.0,81.66,51.35999999999999,87.42999999999999,1345.0,0.0,1.0,0.0
Kettering University,100.0,106896.0,1639.0,58080.0,67.03,74.13,93.33,1278.0,0.0,1.0,0.0
Christopher Newport University,62.02,109224.0,4745.0,31733.0,79.85,76.42,87.16000000000001,1079.163269639589,0.0,0.0,1.0
The University of Texas Rio Grande Valley,83.37,95604.0,26754.0,14250.0,47.260000000000005,82.39,80.75,1034.0,0.0,0.0,1.0
Central Christian College of the Bible,64.52,54372.0,164.0,24769.0,37.04,81.66105396878513,56.76,1021.0627105547931,0.0,1.0,0.0
Johnson & Wales University-Online,100.0,95196.0,1314.0,25224.0,57.74302350185842,36.49,50.0,1094.5809807869703,0.0,1.0,0.0
Wheeling University,29.21,85272.0,582.0,41651.0,41.67,76.82,100.0,1009.0,0.0,1.0,0.0
Madonna University,29.55,84240.0,2191.0,35736.0,57.99,68.37,76.34,1029.0,0.0,1.0,0.0
DeVry College of New York,16.42,111564.0,874.0,37829.0,29.55,39.8,61.760000000000005,1224.333621686828,1.0,0.0,0.0
Trinity College of Florida,36.36,44160.0,210.0,25963.0,22.58,50.48,74.07000000000001,957.0,0.0,1.0,0.0
Franklin College,77.14,79140.0,912.0,46533.0,63.3,76.07000000000001,78.89,1076.0,0.0,1.0,0.0
Fayetteville State University,72.53,101736.0,5061.0,16623.0,36.32,79.38,65.96,948.0,0.0,0.0,1.0
Shippensburg University of Pennsylvania,79.36999999999999,127104.0,5120.0,29182.0,51.42,93.92,77.32,1042.0,0.0,0.0,1.0
South University-Austin,28.07,76380.0,399.0,29177.0,0.0,61.27099276345451,28.57,1006.8736391226721,1.0,0.0,0.0
The University of Texas at Arlington,63.45,123792.0,34726.0,23902.0,52.44,87.75,75.61,1160.0,0.0,0.0,1.0
Clark University,99.56,135684.0,2205.0,58153.0,74.91,47.13,86.61999999999999,1271.0,0.0,1.0,0.0
Alfred University,80.60000000000001,79296.0,1572.0,50643.0,60.74,64.11,67.03,1102.0,0.0,1.0,0.0
Ashford University,5.6000000000000005,87276.0,24832.0,25683.0,8.19,86.44848360362134,26.16,1082.3505641679335,1.0,0.0,0.0
University of Northwestern-St Paul,100.0,75204.0,1658.0,43817.0,68.60000000000001,92.22,83.46000000000001,1116.1534132048487,0.0,1.0,0.0
Valley City State University,54.2,74124.0,1004.0,18712.0,44.91,80.60000000000001,72.0,1030.0,0.0,0.0,1.0
Tabor College,43.02,61404.0,528.0,44240.0,42.14,46.39,49.6,1047.0,0.0,1.0,0.0
Wilkes University,42.59,107436.0,2131.0,54085.0,63.91,91.77,76.32,1137.0,0.0,1.0,0.0
Southern California Institute of Architecture,57.49999999999999,136452.0,249.0,70734.0,76.47,67.30000000000001,93.1,1180.0,0.0,1.0,0.0
Mississippi University for Women,66.52,74724.0,2094.0,20684.0,45.83,99.03,78.82000000000001,1106.0,0.0,0.0,1.0
Auburn University,86.53999999999999,128664.0,24368.0,32196.0,78.7,85.07000000000001,91.97,1302.0,0.0,0.0,1.0
Union Institute & University,14.42,66924.0,575.0,31656.0,37.5,59.2581281007574,0.0,959.042614672951,0.0,1.0,0.0
Embry-Riddle Aeronautical University-Daytona Beach,92.83,117336.0,6399.0,54724.0,61.51,60.6,79.3,1240.0,0.0,1.0,0.0
DeVry University-Arizona,15.0,102072.0,178.0,35510.0,15.22,40.0,63.63999999999999,1075.4107913044895,1.0,0.0,0.0
The College of New Jersey,45.8,130836.0,7039.0,35502.0,86.46000000000001,51.24999999999999,93.82,1240.0,0.0,0.0,1.0
University of California-Santa Cruz,75.08,182568.0,17207.0,35925.0,75.55,64.73,84.92,1284.0,0.0,0.0,1.0
Claremont McKenna College,94.97,177828.0,1262.0,76475.0,92.28,13.34,87.03999999999999,1436.0,0.0,1.0,0.0
Valparaiso University,73.83999999999999,91224.0,2719.0,53847.0,65.5,86.63,82.50999999999999,1199.0,0.0,1.0,0.0
Stony Brook University,63.0,149616.0,17962.0,26270.0,76.28,48.91,90.18,1337.0,0.0,0.0,1.0
University of Wisconsin-Superior,78.29,79788.0,2040.0,18731.0,43.25,86.13,64.62,1085.0,0.0,0.0,1.0
Warner Pacific University,100.0,72324.0,461.0,32176.0,37.59,100.0,68.33,1048.1403216110425,0.0,1.0,0.0
The University of Texas at Tyler,73.59,101628.0,6840.0,20730.0,43.36,91.63,64.48,1135.0,0.0,0.0,1.0
Berry College,77.21000000000001,105660.0,1992.0,52966.0,70.37,77.22,84.23,1122.093368561832,0.0,1.0,0.0
College of Biblical Studies-Houston,43.48,61044.0,431.0,19247.0,40.0,61.53298625900956,100.0,1048.1256444661683,0.0,1.0,0.0
University of Wisconsin-Stevens Point,80.14,84936.0,7258.0,18217.0,58.86,86.53999999999999,79.32000000000001,1105.0,0.0,0.0,1.0
Albizu University-Miami,100.0,66648.0,144.0,40503.0,50.0,78.72,100.0,1063.6757125646056,0.0,1.0,0.0
Indiana Institute of Technology,100.0,95880.0,1499.0,40161.0,37.74,63.07000000000001,69.98,1071.649656668807,0.0,1.0,0.0
Cleveland Institute of Music,30.0,79392.0,234.0,60680.0,71.43,34.160000000000004,96.3,1179.7195065884841,0.0,1.0,0.0
Walden University,7.720000000000001,86316.0,7595.0,21119.399901541143,50.36050611353411,87.80743741715834,33.33,1138.7114650777096,1.0,0.0,0.0
Immaculata University,100.0,59556.0,1380.0,44036.0,69.86,82.43,82.94,1076.0,0.0,1.0,0.0
University of Phoenix-Texas,2.33,119140.02421120643,228.0,16367.0,12.5,55.385904932622836,50.0,1011.6186239514043,1.0,0.0,0.0
Carroll College,63.49,77076.0,1093.0,50675.0,67.23,73.02,83.6,1199.0,0.0,1.0,0.0
Elizabethtown College,56.16,109752.0,1649.0,44978.0,72.26,85.72999999999999,88.59,1176.0,0.0,1.0,0.0
Bluefield University,100.0,67440.0,666.0,39307.0,35.95,76.02,62.96000000000001,1063.398043961489,0.0,1.0,0.0
Kean University,25.71,104208.0,11499.0,25863.0,50.03,78.05,74.09,1010.0,0.0,0.0,1.0
Newman University,97.67,74076.0,977.0,41633.0,47.13,83.08,72.28999999999999,1030.3263790878436,0.0,1.0,0.0
University of North Carolina at Asheville,73.95,99060.0,3206.0,20127.0,62.42,79.42,75.99000000000001,1185.0,0.0,0.0,1.0
Clayton  State University,64.32,87900.0,5375.0,18374.0,30.570000000000004,68.54,69.23,1087.5400368801388,0.0,0.0,1.0
Holy Names University,21.86,106884.0,703.0,57486.0,38.64,89.12,66.25,1173.75875286342,0.0,1.0,0.0
United States Sports Academy,45.45,68940.0,130.0,26668.887765712763,53.0882617733335,68.16559053397255,66.66244765077585,1046.256136208302,0.0,1.0,0.0
St. John's College,67.27,108252.0,268.0,50980.0,73.44000000000001,68.91000000000001,63.51,1113.4373032787587,0.0,1.0,0.0
University of Nevada-Las Vegas,98.36,131244.0,25477.0,18756.0,44.35,81.02000000000001,79.80000000000001,1124.0,0.0,0.0,1.0
Regis College,34.07,92520.0,1236.0,61605.0,64.11,84.08,80.19,1172.73829441765,0.0,1.0,0.0
University of Michigan-Dearborn,69.69,127272.0,6542.0,21509.0,54.63,67.51,82.31,1211.0,0.0,0.0,1.0
Northern Illinois University,75.92999999999999,110352.0,12247.0,26312.0,47.9,59.25,77.73,1127.4137288457164,0.0,0.0,1.0
Kenyon College,95.93,109548.0,1610.0,74550.0,89.01,36.89,88.71,1399.0,0.0,1.0,0.0
Henderson State University,99.52,80448.0,2603.0,23005.0,34.11,74.9,60.89,1098.0,0.0,0.0,1.0
University of North Alabama,66.31,107820.0,5411.0,21502.0,49.95,82.66,77.33,1050.731500687947,0.0,0.0,1.0
University of Central Missouri,99.77,87876.0,6877.0,19802.0,51.42,63.59,74.82,1120.0,0.0,0.0,1.0
University of North Texas at Dallas,100.0,100452.0,3357.0,18930.0,36.52,92.99,70.77,956.0,0.0,0.0,1.0
Princeton University,82.77,250020.0,4688.0,74150.0,98.02,5.63,83.3,1506.0,0.0,1.0,0.0
Citadel Military College of South Carolina,68.01,106140.0,2828.0,30022.0,71.5,79.95,87.46000000000001,1139.0,0.0,0.0,1.0
Mount Marty University,44.55,82740.0,656.0,41044.0,52.68000000000001,78.43,75.64999999999999,1035.0,0.0,1.0,0.0
San Diego State University,51.790000000000006,134028.0,31293.0,23367.0,75.96000000000001,36.7,88.88000000000001,1207.0,0.0,0.0,1.0
Alaska Pacific University,48.51,76080.0,298.0,34350.0,55.56,90.65,55.56,1005.4717183701018,0.0,1.0,0.0
Concordia College at Moorhead,74.18,88896.0,1873.0,53819.0,67.58999999999999,58.08,83.56,1169.0,0.0,1.0,0.0
Columbia College,30.19,75072.0,977.0,33178.0,66.18,97.07,59.040000000000006,964.0,0.0,1.0,0.0
University of Georgia,92.69,139236.0,29705.0,27329.0,87.18,48.38,94.44,1384.0,0.0,0.0,1.0
William Jewell College,55.120000000000005,83700.0,738.0,49150.0,66.92,36.4,77.25,1168.0,0.0,1.0,0.0
Case Western Reserve University,77.25999999999999,145224.0,5360.0,69526.0,85.49,30.270000000000003,93.43,1445.0,0.0,1.0,0.0
West Virginia Wesleyan College,58.41,71592.0,977.0,46187.0,55.17999999999999,65.72,71.78,1020.0,0.0,1.0,0.0
Maharishi International University,89.29,43896.0,537.0,28730.0,42.86,100.0,46.67,999.4714254348843,0.0,1.0,0.0
Canisius College,44.52,100920.0,1957.0,39217.0,68.94,76.02,81.52000000000001,1152.0,0.0,1.0,0.0
Berea College,87.77000000000001,98508.0,1432.0,54866.0,67.31,32.96,87.41,1189.0,0.0,1.0,0.0
Concordia University-Nebraska,95.83,72648.0,1203.0,45672.0,62.88,75.83,78.69,1138.0,0.0,1.0,0.0
Crown College,19.86,63348.0,729.0,41227.0,60.45,46.89,65.79,1063.0,0.0,1.0,0.0
New College of Florida,88.03,102264.0,646.0,20563.0,63.83,69.97,80.27,1277.0,0.0,0.0,1.0
Norfolk State University,100.0,100716.0,4977.0,26439.0,39.39,91.07,67.58999999999999,935.0,0.0,0.0,1.0
Humphreys University-Stockton and Modesto Campuses,12.839999999999998,72984.0,226.0,21249.0,56.67,71.26692617516187,100.0,1030.4242527357212,0.0,1.0,0.0
Illinois State University,77.96,102984.0,17955.0,31124.0,68.08,81.31,84.17,1140.0,0.0,0.0,1.0
Lynn University,48.61,69276.0,2452.0,55651.0,58.650000000000006,78.68,72.55,1090.0176500776795,0.0,1.0,0.0
Duke University,91.71,199956.0,6650.0,77846.0,95.52,7.739999999999999,96.88,1530.0,0.0,1.0,0.0
Neumont College of Computer Science,46.150000000000006,118800.0,529.0,37059.0,67.23,90.69,75.96000000000001,1120.7921251597818,1.0,0.0,0.0
The Art Institute of San Antonio,74.85818147070637,102546.49814923428,374.0,29968.0,21.37,52.96483201392958,58.93000000000001,1056.7344110463237,1.0,0.0,0.0
University of Maryland-Baltimore County,65.89,127020.0,10838.0,25997.0,70.28,69.48,87.0,1255.0,0.0,0.0,1.0
Vanderbilt University,80.76,174456.0,7052.0,73148.0,92.75,11.62,96.13,1520.0,0.0,1.0,0.0
College of Staten Island CUNY,37.21,141204.0,11345.0,15176.0,31.27,48.99774255419055,81.14,1121.6136089071776,0.0,0.0,1.0
Fairmont State University,93.1,77628.0,3298.0,17639.0,35.24,94.34,69.27,1020.0,0.0,0.0,1.0
Nossi College of Art,7.32,93336.0,289.0,26226.0,71.15,48.8,87.03999999999999,1107.0288974706807,1.0,0.0,0.0
Boricua College,69.23,52752.0,510.0,22086.0,87.38,79.69205872132956,87.1,1040.2828063742043,0.0,1.0,0.0
The New England Conservatory of Music,28.44,73608.0,386.0,70360.0,70.67,36.27,82.05,1134.2346541701818,0.0,1.0,0.0
Thomas Aquinas College,98.57,110592.0,462.0,38164.0,84.27,85.53,93.16,1297.0,0.0,1.0,0.0
Earlham College,100.0,82596.0,736.0,61156.0,67.41,59.1,82.56,1236.0,0.0,1.0,0.0
Miami International University of Art & Design-Art Institute Dallas,11.43,72948.0,461.0,31913.0,15.46,83.93296335823082,50.0,1032.6739827313345,1.0,0.0,0.0
McMurry University,98.86,79716.0,1049.0,41764.0,35.27,47.39,65.10000000000001,1041.0,0.0,1.0,0.0
Clear Creek Baptist Bible College,64.71000000000001,54156.0,84.0,19055.0,16.669999999999998,80.10447390574596,82.35,1024.8203472655568,0.0,1.0,0.0
Cornish College of the Arts,37.61,78696.0,481.0,50370.0,51.88,78.88,59.09,1130.5457235476788,0.0,1.0,0.0
Whitworth University-Adult Degree Programs,100.0,28416.0,262.0,25852.850386287064,33.312787026382956,100.0,62.1425588427571,1025.0763064583969,0.0,1.0,0.0
North Carolina Central University,64.14,101076.0,5476.0,24075.0,51.68000000000001,87.42,77.81,937.0,0.0,0.0,1.0
Hartwick College,100.0,95436.0,1199.0,60479.0,57.99999999999999,93.1,74.47,1107.0,0.0,1.0,0.0
Farmingdale State College,32.46,101016.0,9462.0,16856.0,53.2,60.16,82.84,1075.0,0.0,0.0,1.0
Andrews University,100.0,62136.0,1381.0,40948.0,60.7,48.78,85.3,1205.0,0.0,1.0,0.0
Washington College,79.14,94920.0,1084.0,65405.0,71.5,80.28,78.77,1189.804941193323,0.0,1.0,0.0
Bentley University,66.9,177516.0,4059.0,71094.0,89.57000000000001,57.82000000000001,91.62,1281.0,0.0,1.0,0.0
University of Wisconsin-Parkside,68.4,83760.0,3612.0,16320.0,38.65,66.31,72.07000000000001,1050.0,0.0,0.0,1.0
Brown University,91.65,187992.0,6632.0,77490.0,95.25,7.670000000000001,91.61,1508.0,0.0,1.0,0.0
California Baptist University,42.09,121464.0,8093.0,48731.0,61.95,80.17999999999999,76.46,1064.0,0.0,1.0,0.0
University of Wyoming,98.52,118200.0,9140.0,20258.0,59.16,94.23,79.53,1185.0,0.0,0.0,1.0
Virginia State University,65.36,91572.0,3653.0,23673.0,46.2,96.26,62.44,916.0,0.0,0.0,1.0
Chamberlain University-Florida,11.85,91392.0,1084.0,54761.99139096883,0.0,100.0,0.0,1179.5761918090582,1.0,0.0,0.0
Truman State University,89.97,87516.0,3845.0,21640.0,74.72999999999999,72.1,88.34,1278.0,0.0,0.0,1.0
Nevada State College,100.0,92568.0,4287.0,20132.0,23.04,89.92999999999999,78.66,1048.8240458402295,0.0,0.0,1.0
Seton Hall University,92.78,118944.0,5822.0,60646.0,71.58,78.23,84.23,1244.0,0.0,1.0,0.0
University of Dayton,66.86,108060.0,8589.0,60900.0,80.88,81.11,90.88,1233.0,0.0,1.0,0.0
University of Minnesota-Crookston,100.0,96648.0,1754.0,23804.0,50.64999999999999,72.15,64.08,1057.0218456869145,0.0,0.0,1.0
American InterContinental University-Atlanta,45.395046760343305,73032.0,1311.0,21048.0,33.33,74.30758369457538,37.14,1033.9970853686289,1.0,0.0,0.0
Carson-Newman University,50.42,68316.0,1635.0,40422.0,52.05,79.32000000000001,68.88,1107.0,0.0,1.0,0.0
Touro College,42.69,100440.0,4786.0,33523.0,62.63,75.98,90.46,1087.665708312746,0.0,1.0,0.0
Wisconsin Lutheran College,88.16000000000001,80640.0,983.0,43118.0,64.09,95.62,77.0,1172.0,0.0,1.0,0.0
Utah Valley University,43.6,100068.0,28120.0,13597.0,31.9,85.66861976466953,67.13,1092.339621907549,0.0,0.0,1.0
Georgia Southwestern State University,71.73,84024.0,2201.0,19125.0,36.27,73.4,66.23,1040.0,0.0,0.0,1.0
Lyon College,100.0,78576.0,665.0,41396.0,42.52,50.14999999999999,68.78999999999999,1198.0,0.0,1.0,0.0
Baldwin Wallace University,57.56,98460.0,2843.0,48655.0,70.11,69.82000000000001,85.22,1176.0,0.0,1.0,0.0
Illinois Institute of Technology,61.260000000000005,153024.0,2974.0,64710.0,71.78999999999999,60.66,86.75,1311.0,0.0,1.0,0.0
California State University-Monterey Bay,47.53,120132.0,6456.0,23389.0,60.46,85.61999999999999,81.27,1058.0,0.0,0.0,1.0
MGH Institute of Health Professions,79.86,110880.0,164.0,25883.014777659657,45.97842231254512,68.85609230580236,63.832803544934706,1277.454966299075,0.0,1.0,0.0
Prairie View A & M University,86.44,97296.0,8372.0,25164.0,37.31,76.37,74.1,963.0,0.0,0.0,1.0
Universidad Ana G. Mendez-Gurabo Campus,100.0,47784.0,10896.0,13136.0,32.73,68.35927462772858,76.27000000000001,1054.4218461015544,0.0,1.0,0.0
MCPHS University,35.02,122988.0,3950.0,54955.0,70.30999999999999,91.12,81.69,1096.0,0.0,1.0,0.0
Western New England University,71.67999999999999,115212.0,2551.0,52924.0,63.79,89.42999999999999,78.25999999999999,1277.7877610215824,0.0,1.0,0.0
Hastings College,100.0,73416.0,954.0,44893.0,60.0,65.95,71.2,1117.0,0.0,1.0,0.0
Southern Methodist University,68.44,160440.0,6793.0,76346.0,81.03,52.67,90.33,1388.0,0.0,1.0,0.0
Eagle Gate College-Murray,32.0,72624.0,241.0,22097.0,41.94,66.65621123739982,73.68,1026.9836329583227,1.0,0.0,0.0
Caribbean University-Ponce,30.36,27528.0,392.0,9341.0,43.4,94.68976852235964,82.76,1007.6399357566461,0.0,1.0,0.0
Troy University,53.75,81420.0,12294.0,21251.0,50.17,92.43,77.07000000000001,1094.0,0.0,0.0,1.0
Sentara College of Health Sciences,51.56,91380.0,275.0,23043.948486588084,27.518076005063506,69.03495960401973,60.18488271539862,1177.7867125101016,0.0,1.0,0.0
York College of Pennsylvania,42.57,106704.0,3686.0,32801.0,65.23,70.77,77.18,1096.0,0.0,1.0,0.0
Elmhurst University,41.06,99288.0,2744.0,48429.0,68.43,65.53,81.38,1096.0,0.0,1.0,0.0
University of California-Riverside,87.08,171972.0,22609.0,30561.0,77.29,65.78,90.96,1200.0,0.0,0.0,1.0
Oregon State University-Cascades Campus,75.0,141828.0,1045.0,25945.0,51.621731308467886,76.69,73.33,1132.0,0.0,0.0,1.0
Carthage College,53.33,100236.0,2620.0,59175.0,62.36000000000001,76.63,79.47,1148.0,0.0,1.0,0.0
West Virginia University,79.23,129672.0,19669.0,22680.0,61.83,83.89,82.04,1152.0,0.0,0.0,1.0
Mount Mercy University,100.0,63300.0,1376.0,48189.0,57.46,76.21,79.72,1035.2811023009815,0.0,1.0,0.0
Concordia University-Irvine,100.0,86616.0,1703.0,53235.0,59.09,78.18,67.84,1128.0,0.0,1.0,0.0
Springfield College-Regional Online and Continuing Education,100.0,98592.0,446.0,44654.27320953713,44.73453272545168,62.62575668962442,65.0134945329581,1169.0820501122794,0.0,1.0,0.0
Ball State University,80.88,94092.0,15171.0,24439.0,66.79,87.05000000000001,80.47999999999999,1144.7644120362668,0.0,0.0,1.0
Milwaukee Institute of Art & Design,40.14,68016.0,924.0,49204.0,51.39,61.95,70.07,1024.0336012677867,0.0,1.0,0.0
Herzing University-Atlanta,25.58,79980.0,691.0,29587.0,17.86,92.47,42.86,1021.446611465754,0.0,1.0,0.0
Faulkner University,53.900000000000006,71112.0,1834.0,34835.0,27.11,75.76,60.47,1068.0,0.0,1.0,0.0
Wabash College,91.84,107604.0,868.0,58770.0,74.8,63.21,83.84,1226.0,0.0,1.0,0.0
Drew University,55.65,111528.0,1541.0,58116.0,68.77,73.15,87.5,1172.4702192090404,0.0,1.0,0.0
University of Southern Maine,35.47,111480.0,5018.0,19582.0,36.05,87.92999999999999,69.66,1062.0,0.0,0.0,1.0
Salisbury University,70.17,101820.0,7023.0,25057.0,68.60000000000001,77.62,77.78,1014.2442645491744,0.0,0.0,1.0
Washington and Lee University,77.25,158160.0,1820.0,73900.0,93.42,24.51,96.54,1451.0,0.0,1.0,0.0
Saint Louis University,61.47,123648.0,7304.0,61975.0,79.27,55.54,89.98,1299.0,0.0,1.0,0.0
University of Colorado Denver/Anschutz Medical Campus,69.15,125652.0,11392.0,22702.0,44.440000000000005,66.3,72.84,1123.0,0.0,0.0,1.0
Colby-Sawyer College,100.0,86244.0,871.0,61418.0,64.75999999999999,91.0,83.33,1154.702296160463,0.0,1.0,0.0
Mitchell College,100.0,86244.0,571.0,48699.0,59.440000000000005,74.22,70.16,1101.7866171359076,0.0,1.0,0.0
University of Denver,50.73,134664.0,5683.0,69469.0,75.46000000000001,60.67,84.14,1296.0,0.0,1.0,0.0
Methodist College,55.56,85260.0,557.0,30504.0,100.0,87.5,75.0,1000.0,0.0,1.0,0.0
Woodbury University,31.0,91176.0,1019.0,55032.0,60.28,70.39999999999999,72.28,1170.218589206279,0.0,1.0,0.0
Mars Hill University,98.91,62376.0,1013.0,45406.0,34.81,67.29,66.79,1052.471921556023,0.0,1.0,0.0
Morgan State University,75.08,115980.0,6263.0,23254.0,46.31,73.59,74.19,988.0,0.0,0.0,1.0
Lehigh University,86.79,166848.0,5191.0,71310.0,88.05,49.54,90.54,1366.0,0.0,1.0,0.0
Emory University,75.1,174180.0,6978.0,72604.0,90.27,19.17,93.49,1459.0,0.0,1.0,0.0
Missouri University of Science and Technology,85.13,131976.0,6050.0,23123.0,66.75,81.46,84.89999999999999,1328.0,0.0,0.0,1.0
University of Guam,57.69,97812.0,3096.0,13661.0,37.57,66.27936258037963,75.0,982.7239818502039,0.0,0.0,1.0
Strayer University-Alabama,11.76,97848.0,1534.0,28284.0,50.0,73.15474533857152,0.0,1132.4179392975625,1.0,0.0,0.0
Syracuse University,68.85,145320.0,14252.0,72780.0,83.17999999999999,68.72,88.75,1337.056031214933,0.0,1.0,0.0
