School Name,Mean Earnings (6 Yrs after Entry)
University of Notre Dame,69700.0
Pillar College,42800.0
Pace University,47400.0
North Carolina A & T State University,31700.0
South University-West Palm Beach,32500.0
Stillman College,24900.0
Notre Dame of Maryland University,47200.0
Young Harris College,29300.0
Finlandia University,29300.0
Gardner-Webb University,35100.0
American Public University System,49200.0
Central Methodist University-College of Liberal Arts and Sciences,35000.0
University of Massachusetts-Boston,42600.0
Wright State University-Lake Campus,34500.0
Northwestern Oklahoma State University,34600.0
Indiana University-East,32400.0
Shepherd University,34400.0
University of North Georgia,37300.0
California State University-San Marcos,40500.0
Hawaii Pacific University,41800.0
Rust College,20900.0
Ursuline College,43700.0
The King's College,39600.0
Drexel University,54400.0
Calvin University,38900.0
University of Wisconsin-La Crosse,40100.0
Thomas College,31700.0
Emmanuel College,39500.0
Bryant University,58900.0
Florida Atlantic University,38800.0
Marquette University,54000.0
Defiance College,32900.0
American University,46700.0
Talmudical Seminary Oholei Torah,28000.0
Widener University,47500.0
Bethany Lutheran College,31100.0
Adams State University,28800.0
College of Saint Benedict,42300.0
Limestone University,34900.0
Golden Gate University,72900.0
Galen College of Nursing-Louisville,43200.0
Dallas Baptist University,42900.0
Hodges University,31600.0
Lindsey Wilson College,25700.0
Research College of Nursing,59400.0
Palm Beach Atlantic University,40600.0
Moravian University,42600.0
Bloomfield College,32700.0
Bethany College,32100.0
Brewton-Parker College,29800.0
South University-Richmond,32500.0
Carroll University,40200.0
St. Andrews University,31900.0
New York School of Interior Design,40100.0
Cedarville University,38200.0
Loyola University New Orleans,36000.0
Hope International University,36600.0
Fort Lewis College,30500.0
University of Memphis,35100.0
St. Thomas University,44600.0
Oregon Health & Science University,94100.0
Cornerstone University,37500.0
The University of Tennessee Southern,28200.0
Montana Technological University,48100.0
DeVry University-Virginia,37600.0
Charter Oak State College,48200.0
Middlebury College,47900.0
Webber International University,31900.0
Moody Bible Institute,29900.0
Frostburg State University,33800.0
Minnesota State University Moorhead,36300.0
Swarthmore College,44500.0
Bradley University,45900.0
University of Maryland Eastern Shore,29100.0
Northwestern State University of Louisiana,35700.0
Bates College,46000.0
Livingstone College,21300.0
SUNY Maritime College,66500.0
Luther College,38400.0
College of the Ozarks,28800.0
DeVry University-Florida,37600.0
University of North Carolina at Charlotte,38600.0
Guilford College,32700.0
Tulane University of Louisiana,48400.0
University of Akron Main Campus,33900.0
University of Wisconsin-Green Bay,36500.0
Western Washington University,37400.0
Bennington College,28500.0
Birmingham-Southern College,36700.0
Niagara University,37000.0
Bethel University,37800.0
University of the Incarnate Word,41000.0
Dewey University-Hato Rey,18500.0
Missouri Baptist University,31500.0
Webster University,38200.0
Southwestern Christian University,28400.0
Rochester Institute of Technology,50600.0
Bay Path University,37000.0
Northpoint Bible College,25000.0
North Carolina State University at Raleigh,45000.0
Northwest College of Art & Design,32400.0
Southeast Missouri State University,31800.0
University of Mississippi,41300.0
Wayland Baptist University,41300.0
Regis University,54100.0
Mount Holyoke College,36800.0
Grand View University,39800.0
Embry-Riddle Aeronautical University-Worldwide,51400.0
Georgia Gwinnett College,34500.0
University of Northern Iowa,39600.0
DeVry University-Texas,37600.0
Holy Family University,43600.0
West Texas A & M University,39300.0
Caribbean University-Carolina,18400.0
Hampden-Sydney College,43900.0
University of Dubuque,35300.0
University of Pittsburgh-Bradford,44300.0
California State Polytechnic University-Pomona,42900.0
Davis & Elkins College,30100.0
West Chester University of Pennsylvania,39500.0
Belmont Abbey College,34600.0
Goldey-Beacom College,40200.0
University of Nebraska-Lincoln,39900.0
Colorado College,35900.0
Occidental College,40700.0
University of Arizona,41800.0
Massachusetts College of Liberal Arts,30100.0
Queens University of Charlotte,42200.0
Randall University,30500.0
James Madison University,46100.0
Lenoir-Rhyne University,33700.0
Minnesota State University-Mankato,38800.0
Saint Vincent College,40800.0
Wayne State University,37900.0
National University,51900.0
Russell Sage College,39400.0
Newberry College,32900.0
Virginia Military Institute,44300.0
Butler University,55000.0
Central Connecticut State University,40800.0
Northeastern University Professional Programs,57800.0
Marymount University,45000.0
Caribbean University-Bayamon,18400.0
University of Rochester,49300.0
Saint Francis Medical Center College of Nursing,52600.0
University of Dallas,37400.0
Sweet Briar College,33300.0
National University of Health Sciences,38700.0
University of Phoenix-California,34200.0
Mid-Atlantic Christian University,24900.0
Auburn University at Montgomery,32100.0
Prescott College,28500.0
Wesley College,33600.0
Dakota State University,35400.0
Harvard University,91300.0
Clarion University of Pennsylvania,33200.0
Barton College,31800.0
Unity College,27800.0
University of Northern Colorado,35300.0
South University-Montgomery,32500.0
University of Houston-Victoria,43800.0
The University of Texas Medical Branch at Galveston,71000.0
Southern Wesleyan University,38000.0
Hobart William Smith Colleges,46500.0
Arizona State University Campus Immersion,42200.0
Talladega College,24200.0
Bay State College,30600.0
Dixie State University,32500.0
Lawrence Technological University,48100.0
Regent University,34800.0
Western Connecticut State University,37800.0
Carlow University,40400.0
Central College,37300.0
Georgia College & State University,37500.0
Metropolitan State University of Denver,36100.0
Texas A & M University-College Station,53600.0
University of Vermont,40400.0
Union College,51400.0
Southern Utah University,34100.0
East Stroudsburg University of Pennsylvania,35300.0
Villa Maria College,25400.0
University of California-San Diego,48200.0
Bon Secours Memorial College of Nursing,50600.0
Johnson University Florida,28200.0
Rocky Mountain College of Art and Design,30500.0
Brookline College-Albuquerque,21400.0
Lincoln Christian University,28100.0
Design Institute of San Diego,33700.0
University of Southern Mississippi,33500.0
Southwestern Oklahoma State University,39400.0
Millikin University,34900.0
St. John's College,31600.0
Vaughn College of Aeronautics and Technology,42300.0
California Polytechnic State University-San Luis Obispo,54700.0
University of Iowa,47700.0
University of Montevallo,28000.0
Missouri State University-Springfield,34300.0
Randolph-Macon College,36800.0
University of Minnesota-Rochester,46000.0
SUNY Polytechnic Institute,45200.0
Eastern Nazarene College,39100.0
Caribbean University-Vega Baja,18400.0
Bryn Mawr College,41900.0
University of Central Oklahoma,36900.0
California State University-San Bernardino,37400.0
University of Chicago,72100.0
Cameron University,30400.0
Wade College,29400.0
University of Mount Union,36600.0
California State University-Sacramento,41800.0
Otterbein University,37200.0
Rabbinical College Bobover Yeshiva Bnei Zion,22900.0
Jacksonville University,48800.0
Eastern Kentucky University,32700.0
Crowley's Ridge College,24200.0
Le Moyne College,42200.0
Colorado Christian University,37600.0
Colgate University,54300.0
St. Mary's College of Maryland,38600.0
Georgia Southern University,36800.0
Strayer University-West Virginia,38400.0
Fort Valley State University,25500.0
Warren Wilson College,21400.0
University of Pittsburgh-Greensburg,44300.0
The College of Saint Rose,36400.0
Rochester University,35200.0
Southern University and A & M College,30800.0
Kuyper College,27000.0
Chadron State College,35700.0
University of South Carolina-Columbia,43900.0
Mount Aloysius College,33700.0
Kansas City Art Institute,26300.0
Hanover College,34600.0
Oklahoma Wesleyan University,50500.0
Brevard College,27600.0
College for Creative Studies,37100.0
Old Dominion University,38300.0
Toccoa Falls College,28000.0
William Paterson University of New Jersey,37300.0
Robert Morris University,40400.0
Pacific Northwest College of Art,23500.0
Clarks Summit University,26500.0
Inter American University of Puerto Rico-Arecibo,19300.0
University of California-Berkeley,57600.0
SUNY Cortland,38100.0
Trinity Christian College,39600.0
Nazareth College,39500.0
Catawba College,31900.0
University of Massachusetts-Amherst,44200.0
Villanova University,64700.0
Ashland University,36000.0
La Salle University,45200.0
Vanguard University of Southern California,40700.0
Trinity Washington University,37400.0
Trinity International University-Florida,35400.0
Covenant College,35100.0
South University-Tampa,32500.0
The College of Saint Scholastica,48600.0
Linfield University-McMinnville Campus,52100.0
SUNY College at Geneseo,39400.0
