School Name,Mean Earnings (10 Yrs after Entry)
Notre Dame of Maryland University,56400.0
Young Harris College,41300.0
Finlandia University,38700.0
Gardner-Webb University,41600.0
American Public University System,67000.0
Central Methodist University-College of Liberal Arts and Sciences,39500.0
University of Massachusetts-Boston,53700.0
Wright State University-Lake Campus,46100.0
Northwestern Oklahoma State University,41700.0
Indiana University-East,34800.0
Shepherd University,43000.0
University of North Georgia,46200.0
California State University-San Marcos,51100.0
Hawaii Pacific University,56400.0
Rust College,26600.0
Ursuline College,50400.0
The King's College,
Drexel University,78000.0
Calvin University,48700.0
University of Wisconsin-La Crosse,52500.0
Thomas College,43400.0
Emmanuel College,54400.0
Bryant University,77600.0
Florida Atlantic University,48300.0
Marquette University,70700.0
Defiance College,46500.0
American University,67700.0
Talmudical Seminary Oholei Torah,30500.0
Widener University,59100.0
Bethany Lutheran College,37600.0
Adams State University,38100.0
College of Saint Benedict,57000.0
Limestone University,41600.0
Golden Gate University,82300.0
Galen College of Nursing-Louisville,44400.0
Dallas Baptist University,49200.0
Hodges University,43600.0
Lindsey Wilson College,31300.0
Research College of Nursing,74800.0
Palm Beach Atlantic University,48000.0
Moravian University,55100.0
Bloomfield College,42700.0
Bethany College,45100.0
Brewton-Parker College,35100.0
South University-Richmond,40200.0
Carroll University,47000.0
St. Andrews University,40100.0
New York School of Interior Design,53300.0
Cedarville University,46800.0
Loyola University New Orleans,52300.0
Hope International University,40700.0
Fort Lewis College,39400.0
University of Memphis,43200.0
St. Thomas University,60500.0
Oregon Health & Science University,114900.0
Cornerstone University,40800.0
The University of Tennessee Southern,36300.0
Montana Technological University,52100.0
DeVry University-Virginia,50300.0
Charter Oak State College,43700.0
Middlebury College,71900.0
Webber International University,40100.0
Moody Bible Institute,
Frostburg State University,47200.0
Minnesota State University Moorhead,44900.0
Swarthmore College,70000.0
Bradley University,58300.0
University of Maryland Eastern Shore,40400.0
Northwestern State University of Louisiana,39600.0
Bates College,74300.0
Livingstone College,26100.0
SUNY Maritime College,86200.0
Luther College,53200.0
College of the Ozarks,35300.0
DeVry University-Florida,50300.0
University of North Carolina at Charlotte,50300.0
Guilford College,39500.0
Tulane University of Louisiana,86300.0
University of Akron Main Campus,41800.0
University of Wisconsin-Green Bay,44500.0
Western Washington University,50600.0
Bennington College,38400.0
Birmingham-Southern College,53100.0
Niagara University,45300.0
Bethel University,43100.0
University of the Incarnate Word,52500.0
Dewey University-Hato Rey,21700.0
Missouri Baptist University,39200.0
Webster University,47900.0
Southwestern Christian University,32300.0
Rochester Institute of Technology,67800.0
Bay Path University,44800.0
Northpoint Bible College,33500.0
North Carolina State University at Raleigh,59500.0
Northwest College of Art & Design,32200.0
Southeast Missouri State University,41400.0
University of Mississippi,56600.0
Wayland Baptist University,47200.0
Regis University,62700.0
Mount Holyoke College,53900.0
Grand View University,45200.0
Embry-Riddle Aeronautical University-Worldwide,70300.0
Georgia Gwinnett College,
University of Northern Iowa,49700.0
DeVry University-Texas,50300.0
Holy Family University,54300.0
West Texas A & M University,46700.0
Caribbean University-Carolina,21400.0
Hampden-Sydney College,59000.0
University of Dubuque,42500.0
University of Pittsburgh-Bradford,61200.0
California State Polytechnic University-Pomona,58000.0
Davis & Elkins College,40200.0
West Chester University of Pennsylvania,51200.0
Belmont Abbey College,44400.0
Goldey-Beacom College,48800.0
University of Nebraska-Lincoln,52700.0
Colorado College,49900.0
Occidental College,59400.0
University of Arizona,56000.0
Massachusetts College of Liberal Arts,38300.0
Queens University of Charlotte,49400.0
Randall University,38700.0
James Madison University,63300.0
Lenoir-Rhyne University,43600.0
Minnesota State University-Mankato,48400.0
Saint Vincent College,52100.0
Wayne State University,52300.0
National University,59000.0
Russell Sage College,47100.0
Newberry College,37600.0
Virginia Military Institute,65200.0
Butler University,68900.0
Central Connecticut State University,51600.0
Northeastern University Professional Programs,74200.0
Marymount University,57000.0
Caribbean University-Bayamon,21400.0
University of Rochester,74300.0
Saint Francis Medical Center College of Nursing,58100.0
University of Dallas,51400.0
Sweet Briar College,43500.0
National University of Health Sciences,42600.0
University of Phoenix-California,54900.0
Mid-Atlantic Christian University,33000.0
Auburn University at Montgomery,38000.0
Prescott College,34300.0
Wesley College,45700.0
Dakota State University,43100.0
Harvard University,139100.0
Clarion University of Pennsylvania,40600.0
Barton College,39400.0
Unity College,37400.0
University of Northern Colorado,47100.0
South University-Montgomery,40200.0
University of Houston-Victoria,46200.0
The University of Texas Medical Branch at Galveston,76800.0
Southern Wesleyan University,46200.0
Hobart William Smith Colleges,62700.0
Arizona State University Campus Immersion,55500.0
Talladega College,23900.0
Bay State College,34000.0
Dixie State University,41400.0
Lawrence Technological University,60500.0
Regent University,45600.0
Western Connecticut State University,50400.0
Carlow University,44200.0
Central College,48400.0
Georgia College & State University,45200.0
Metropolitan State University of Denver,44200.0
Texas A & M University-College Station,67800.0
University of Vermont,55200.0
Union College,80200.0
Southern Utah University,45500.0
East Stroudsburg University of Pennsylvania,47200.0
Villa Maria College,30000.0
University of California-San Diego,69600.0
Bon Secours Memorial College of Nursing,57500.0
Johnson University Florida,31700.0
Rocky Mountain College of Art and Design,36700.0
Brookline College-Albuquerque,23700.0
Lincoln Christian University,37000.0
Design Institute of San Diego,42300.0
University of Southern Mississippi,42700.0
Southwestern Oklahoma State University,48200.0
Millikin University,47200.0
St. John's College,42000.0
Vaughn College of Aeronautics and Technology,59000.0
California Polytechnic State University-San Luis Obispo,74300.0
University of Iowa,62000.0
University of Montevallo,36100.0
Missouri State University-Springfield,44500.0
Randolph-Macon College,54800.0
University of Minnesota-Rochester,61200.0
SUNY Polytechnic Institute,55900.0
Eastern Nazarene College,46100.0
Caribbean University-Vega Baja,21400.0
Bryn Mawr College,61000.0
University of Central Oklahoma,44900.0
California State University-San Bernardino,48800.0
University of Chicago,103000.0
Cameron University,38200.0
Wade College,29800.0
University of Mount Union,48600.0
California State University-Sacramento,54200.0
Otterbein University,46900.0
Rabbinical College Bobover Yeshiva Bnei Zion,32700.0
Jacksonville University,57100.0
Eastern Kentucky University,39300.0
Crowley's Ridge College,29600.0
Le Moyne College,55600.0
Colorado Christian University,44600.0
Colgate University,81100.0
St. Mary's College of Maryland,55200.0
Georgia Southern University,46100.0
Strayer University-West Virginia,53500.0
Fort Valley State University,34700.0
Warren Wilson College,29500.0
University of Pittsburgh-Greensburg,61200.0
The College of Saint Rose,44800.0
Rochester University,39000.0
Southern University and A & M College,39600.0
Kuyper College,35200.0
Chadron State College,43000.0
University of South Carolina-Columbia,53900.0
Mount Aloysius College,43200.0
Kansas City Art Institute,33200.0
Hanover College,51600.0
Oklahoma Wesleyan University,53500.0
Brevard College,35300.0
College for Creative Studies,50700.0
Old Dominion University,48700.0
Toccoa Falls College,32200.0
William Paterson University of New Jersey,49100.0
Robert Morris University,53100.0
Pacific Northwest College of Art,37400.0
Clarks Summit University,35200.0
Inter American University of Puerto Rico-Arecibo,23500.0
University of California-Berkeley,79000.0
SUNY Cortland,49200.0
Trinity Christian College,44600.0
Nazareth College,45800.0
Catawba College,42700.0
University of Massachusetts-Amherst,57700.0
Villanova University,87600.0
Ashland University,42900.0
La Salle University,61100.0
Vanguard University of Southern California,48800.0
Trinity Washington University,43100.0
Trinity International University-Florida,45400.0
Covenant College,46700.0
South University-Tampa,40200.0
The College of Saint Scholastica,56000.0
Linfield University-McMinnville Campus,60300.0
SUNY College at Geneseo,53400.0
