School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),RetentionRate_4yr,Female_Majority,SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Percent of Students Earning >$25K (6 Yrs after Entry),Percent of Students Earning >$25K (10 Yrs after Entry),LowIncRatio_10yr,HighIncRatio_10yr,LowIncRatio_6yr,HighIncRatio_6yr,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry)
Columbia College Chicago,IL,Private NonProfit,32.51,102984.0,6524.0,45103.0,50.080000000000005,89.53,68.57,True,,,,,52.1,6380.0,0.2380441446965052,0.2687001839362354,0.2355916615573268,0.2314530962599632,29500.0,39200.0
Concordia University-Chicago,IL,Private NonProfit,64.27000000000001,53352.0,1452.0,42750.0,50.67,78.53999999999999,70.94,True,1099.0,590.0,590.0,,64.5,7540.000000000001,0.0881542699724518,0.1019283746556473,0.152892561983471,0.1267217630853994,38700.0,42700.0
DePaul University,IL,Private NonProfit,48.77,140232.0,14009.0,57122.0,71.24000000000001,70.24000000000001,82.91,True,,,,,75.4,8040.000000000001,0.1090013562709686,0.1168534513527018,0.1290598900706688,0.1159254764794061,46000.0,60200.0
East-West University,IL,Private NonProfit,100.0,83100.0,419.0,29370.0,17.560000000000002,,31.05,True,,,,,34.8,4840.0,1.7088305489260145,0.0501193317422434,1.4200477326968974,,22500.0,29000.0
Eastern Illinois University,IL,Public,76.81,103332.0,4698.0,24125.0,50.8,55.54,73.71,True,1058.0,560.0,580.0,,68.5,7810.000000000001,0.1919965942954448,0.2984248616432524,0.2341421881651766,0.2426564495530012,35500.0,46000.0
Elmhurst University,IL,Private NonProfit,41.06,99288.0,2744.0,48429.0,68.43,65.53,81.38,True,1096.0,580.0,590.0,590.0,75.3,8300.0,0.0951166180758017,0.1577988338192419,0.1100583090379008,0.1577988338192419,42700.0,51600.0
Eureka College,IL,Private NonProfit,65.52,67428.0,505.0,37986.0,60.12,61.36000000000001,58.88,False,1026.0,550.0,560.0,610.0,67.2,6730.000000000001,0.1524752475247524,0.2217821782178217,0.2257425742574257,0.2257425742574257,33200.0,40500.0
Governors State University,IL,Public,44.330000000000005,90840.0,3000.0,21549.0,24.35,47.84,58.01,True,956.0,520.0,530.0,450.0,67.30000000000001,7390.000000000001,0.1693333333333333,0.0473333333333333,0.2426666666666666,0.0613333333333333,40300.0,44000.0
Greenville University,IL,Private NonProfit,100.0,68664.0,793.0,40959.0,49.63,59.21,67.25999999999999,False,1014.0,550.0,550.0,520.0,62.1,6860.000000000001,0.2484237074401009,0.2786885245901639,0.2610340479192938,0.2131147540983606,33200.0,39900.0
Hebrew Theological College,IL,Private NonProfit,42.11,35172.0,103.0,28145.0,6.859999999999999,83.33,86.21,True,,,,570.0,44.6,4380.0,0.7378640776699029,,1.2135922330097086,0.2524271844660194,25800.0,26700.0
Rosalind Franklin University of Medicine and Science,IL,Private NonProfit,65.27,130944.0,,,,,,False,,,,,97.2,9570.0,,,,,79200.0,171800.0
University of Illinois Chicago,IL,Public,71.76,149376.0,21702.0,25831.0,63.470000000000006,72.63,82.27,True,1159.0,640.0,610.0,590.0,73.4,8280.0,0.0968113537922772,0.0603170214726753,0.1051055202285503,0.0535895309188093,43100.0,61300.0
Benedictine University,IL,Private NonProfit,37.82,103632.0,2285.0,46006.0,46.03,60.99,66.86,True,1097.0,590.0,570.0,,70.3,7650.0,0.1387308533916849,0.1435448577680525,0.2262582056892779,0.1754923413566739,43700.0,56400.0
University of Illinois Urbana-Champaign,IL,Public,74.91,152772.0,33001.0,30302.0,86.2,63.3,93.85,False,1352.0,770.0,690.0,690.0,79.9,8750.0,0.0441198751552983,0.0979364261689039,0.0444531983879276,0.0900881791460864,52300.0,70900.0
Illinois Wesleyan University,IL,Private NonProfit,61.92999999999999,101388.0,1628.0,63174.0,81.98,56.93,86.55000000000001,True,1233.0,660.0,640.0,670.0,76.9,8540.0,0.0399262899262899,0.2045454545454545,0.0405405405405405,0.199017199017199,43300.0,67300.0
Illinois College,IL,Private NonProfit,77.23,85524.0,1150.0,44465.0,68.25,75.24,75.47,True,,,,,65.9,7840.000000000001,0.0747826086956521,0.14,0.0947826086956521,0.1156521739130434,34300.0,49100.0
Illinois Institute of Technology,IL,Private NonProfit,61.260000000000005,153024.0,2974.0,64710.0,71.78999999999999,60.66,86.75,False,1311.0,720.0,670.0,,85.1,9030.0,0.0692669804976462,0.085743106926698,0.0810356422326832,0.0635507733691997,60400.0,78000.0
Illinois State University,IL,Public,77.96,102984.0,17955.0,31124.0,68.08,81.31,84.17,True,1140.0,610.0,610.0,,77.60000000000001,8320.0,0.0714564188248398,0.1681425786688944,0.0687830687830687,0.1648008911166806,41600.0,51600.0
Judson University,IL,Private NonProfit,21.7,72972.0,930.0,40737.0,61.260000000000005,57.010000000000005,54.84,True,1020.0,570.0,560.0,,64.5,7459.999999999999,0.1666666666666666,0.1763440860215053,0.1505376344086021,0.164516129032258,38000.0,47200.0
Knox College,IL,Private NonProfit,81.47999999999999,84936.0,1130.0,60393.0,70.99,70.84,81.88,True,1229.0,660.0,660.0,,54.7,7509.999999999999,0.0752212389380531,0.1442477876106194,0.1008849557522123,0.127433628318584,31200.0,43500.0
Lake Forest College,IL,Private NonProfit,59.02,104520.0,1552.0,62405.0,75.24,57.60999999999999,84.08,True,,,,,74.6,8360.0,0.0521907216494845,0.1327319587628866,0.0753865979381443,0.1018041237113402,41100.0,55600.0
Lakeview College of Nursing,IL,Private NonProfit,66.67,78996.0,162.0,,,,,True,,,,,87.8,8130.0,0.4506172839506173,0.2716049382716049,0.3518518518518518,0.2716049382716049,57400.0,67600.0
Lewis University,IL,Private NonProfit,42.45,111720.0,4099.0,43255.0,69.85,66.06,79.59,True,1139.0,610.0,610.0,530.0,72.2,8020.0,0.0924615759941449,0.13930226884606,0.1217370090265918,0.1658941205171993,43800.0,53600.0
Lincoln Christian University,IL,Private NonProfit,69.44,68844.0,308.0,27166.0,43.28,,59.650000000000006,False,,,,440.0,51.7,6220.0,0.2824675324675325,0.2435064935064935,0.3149350649350649,0.1785714285714285,28100.0,37000.0
Loyola University Chicago,IL,Private NonProfit,49.73,130356.0,11531.0,60717.0,76.05,70.54,84.89999999999999,True,1261.0,670.0,660.0,630.0,76.3,8320.0,0.0778770271442199,0.1166420952215766,0.0686844159222964,0.0896713207874425,45200.0,63500.0
Trinity College of Nursing & Health Sciences,IL,Private NonProfit,92.31,74064.0,178.0,,100.0,,,True,,,,,80.7,7980.000000000001,0.2640449438202247,0.1516853932584269,0.2696629213483146,0.1404494382022472,42600.0,50600.0
McKendree University,IL,Private NonProfit,100.0,81324.0,1690.0,44383.0,53.66,70.08,75.81,False,1107.0,646.0,631.0,490.0,67.7,8080.000000000001,0.1532544378698224,0.1437869822485207,0.1532544378698224,0.136094674556213,39200.0,50200.0
Methodist College,IL,Private NonProfit,55.56,85260.0,557.0,30504.0,100.0,87.5,75.0,True,1000.0,560.0,570.0,,87.6,,0.0771992818671454,0.0484739676840215,0.2585278276481149,0.118491921005386,51000.0,
Millikin University,IL,Private NonProfit,73.9,77376.0,1849.0,49304.0,53.36,71.15,70.37,True,1097.0,570.0,590.0,590.0,69.69999999999999,8110.000000000001,0.1265548945375879,0.1914548404542996,0.1427798810167658,0.1357490535424554,34900.0,47200.0
Monmouth College,IL,Private NonProfit,85.85000000000001,81408.0,847.0,51176.0,58.31,69.43,73.61999999999999,True,1163.0,640.0,620.0,,65.5,7770.0,0.1652892561983471,0.2880755608028335,0.179456906729634,0.2077922077922078,34500.0,46500.0
Moody Bible Institute,IL,Private NonProfit,30.36,100044.0,2134.0,29460.0,62.470000000000006,97.51,82.28999999999999,False,,,,,,,,,0.190253045923149,,29900.0,
National Louis University,IL,Private NonProfit,100.0,75984.0,3513.0,23675.0,22.22,97.46,59.97,True,,,,,71.3,7330.0,0.1978366068886991,0.0973526900085397,0.2727013948192428,0.0705949331056077,44200.0,50800.0
National University of Health Sciences,IL,Private NonProfit,100.0,64668.0,32.0,,,,,True,,,,,60.4,6959.999999999999,2.34375,0.71875,1.84375,,38700.0,42600.0
North Central College,IL,Private NonProfit,50.79,105360.0,2453.0,52405.0,66.49000000000001,53.290000000000006,75.4,True,1164.0,620.0,610.0,,71.3,8060.000000000001,0.0896860986547085,0.185487158581329,0.0807174887892376,0.2209539339584182,39300.0,52300.0
North Park University,IL,Private NonProfit,100.0,92736.0,1840.0,39373.0,59.06,43.96,74.66000000000001,True,1055.0,562.0,560.0,570.0,66.60000000000001,7470.0,0.1293478260869565,0.1521739130434782,0.1516304347826087,0.1315217391304347,40300.0,45600.0
Northern Illinois University,IL,Public,75.92999999999999,110352.0,12247.0,26312.0,47.9,59.25,77.73,True,,,,520.0,71.0,7900.0,0.1695925532783538,0.1970278435535233,0.1994774230423777,0.1535886339511717,39400.0,49800.0
Northwestern University,IL,Private NonProfit,83.53,210156.0,8401.0,78654.0,94.95,9.31,96.96,True,1505.0,790.0,760.0,770.0,84.8,8760.0,0.033448399000119,0.092131889060826,0.035352934174503,0.082014045946911,71900.0,93400.0
Northeastern Illinois University,IL,Public,55.61000000000001,102144.0,5170.0,24295.0,23.17,60.7,66.9,True,915.0,510.0,500.0,,62.2,6969.999999999999,0.3009671179883946,0.0388781431334622,0.341779497098646,0.0475822050290135,35200.0,41900.0
Olivet Nazarene University,IL,Private NonProfit,36.97,85932.0,2757.0,48119.0,65.08,66.57,75.14,True,1101.0,590.0,600.0,,66.60000000000001,7000.0,0.1084512150888647,0.167936162495466,0.0877765687341313,0.1828073993471164,39300.0,44000.0
Quincy University,IL,Private NonProfit,48.74,66288.0,954.0,41831.0,50.23,67.13,72.56,False,1106.0,600.0,600.0,,66.5,7459.999999999999,0.1677148846960167,0.1572327044025157,0.2159329140461215,0.1834381551362683,34200.0,46000.0
Rockford University,IL,Private NonProfit,38.5,72060.0,1000.0,43866.0,46.26,50.82,65.88000000000001,True,1009.0,530.0,570.0,550.0,71.0,8090.000000000001,0.188,0.12,0.22,0.121,38300.0,47800.0
Roosevelt University,IL,Private NonProfit,33.379999999999995,99324.0,2978.0,44322.0,41.56,76.52,66.75999999999999,True,1043.0,550.0,580.0,600.0,68.7,7459.999999999999,0.8132975151108126,0.3002014775016789,0.7840832773673606,0.2730020147750168,39700.0,47700.0
Dominican University,IL,Private NonProfit,39.42,86928.0,2155.0,43228.0,63.0,76.46,82.58,True,1072.0,580.0,580.0,480.0,73.8,7910.000000000001,0.0881670533642691,0.0895591647331786,0.1262180974477958,0.0932714617169373,39000.0,49900.0
Rush University,IL,Private NonProfit,74.61,130680.0,104.0,,,,,True,,,,,92.5,9380.0,0.7019230769230769,0.25,0.3942307692307692,,67000.0,125000.0
Saint Francis Medical Center College of Nursing,IL,Private NonProfit,78.0,86268.0,283.0,,,,,True,,,,,93.5,8940.0,0.2791519434628975,0.1448763250883392,0.3498233215547703,0.1908127208480565,52600.0,58100.0
University of St Francis,IL,Private NonProfit,88.5,94608.0,1581.0,42819.0,59.72,60.09,81.2,True,1096.0,590.0,590.0,490.0,80.7,8269.999999999998,0.1283997469955724,0.1568627450980392,0.1208096141682479,0.1499051233396584,47100.0,56500.0
Saint Xavier University,IL,Private NonProfit,36.24,91440.0,3066.0,41360.0,55.65,79.0,77.53999999999999,True,1048.0,560.0,560.0,540.0,73.9,7870.0,0.159491193737769,0.1219830397912589,0.1585127201565557,0.1125244618395303,41400.0,50600.0
University of Illinois Springfield,IL,Public,66.14999999999999,98892.0,2580.0,24309.0,55.15,77.33,73.98,True,1107.0,590.0,600.0,600.0,70.3,8030.000000000001,0.1635658914728682,0.0875968992248062,0.1569767441860465,0.1,38500.0,49900.0
Saint Anthony College of Nursing,IL,Private NonProfit,53.190000000000005,86772.0,210.0,39624.0,,100.0,100.0,True,,,,,94.6,9050.0,0.2095238095238095,0.1571428571428571,0.2142857142857142,0.2095238095238095,54700.0,60100.0
Southern Illinois University-Carbondale,IL,Public,80.72,92376.0,8115.0,29023.0,47.86,91.78,80.60000000000001,False,1096.0,590.0,590.0,,64.60000000000001,7650.0,0.2821934688847812,0.1964263709180529,0.2792359827479975,0.1799137399876771,36700.0,49500.0
Southern Illinois University-Edwardsville,IL,Public,72.35000000000001,104712.0,9892.0,24244.0,53.56,85.05,78.03999999999999,True,1154.0,610.0,610.0,570.0,70.6,7790.000000000001,0.1131217145167812,0.1169632025879498,0.1323291548726243,0.1305095026283865,39600.0,50800.0
Trinity Christian College,IL,Private NonProfit,48.7,85344.0,933.0,42996.0,63.68000000000001,63.66,80.0,True,1103.0,580.0,600.0,,70.0,7530.0,0.2057877813504823,0.2090032154340836,0.1972132904608788,0.2304394426580922,39600.0,44600.0
Trinity International University-Illinois,IL,Private NonProfit,28.63,72084.0,522.0,47226.0,52.76,85.92,65.69,False,1079.0,560.0,540.0,,64.0,7420.0,0.318007662835249,0.239463601532567,0.3888888888888889,0.2068965517241379,35400.0,45400.0
Oak Point University,IL,Private NonProfit,100.0,97356.0,671.0,,,,,True,,,,,93.3,9100.0,0.1147540983606557,0.0357675111773472,0.1356184798807749,0.0506706408345752,64000.0,72900.0
Western Illinois University,IL,Public,88.02,108816.0,5854.0,26287.0,46.16,66.96,76.99000000000001,True,1011.0,540.0,550.0,,69.0,7860.000000000001,0.1921762897164332,0.2803211479330372,0.2586265801161599,0.2280491971301674,37000.0,47500.0
Wheaton College,IL,Private NonProfit,71.02000000000001,113892.0,2228.0,50923.0,87.62,86.95,90.07,True,1336.0,730.0,720.0,700.0,64.0,7189.999999999999,0.0359066427289048,0.1059245960502693,0.0426391382405745,0.1054757630161579,39600.0,60500.0
Anderson University,IN,Private NonProfit,100.0,76404.0,1198.0,44342.0,64.03999999999999,66.5,71.21,True,1071.0,580.0,580.0,,64.8,7150.0,0.1619365609348914,0.2203672787979966,0.1544240400667779,0.2378964941569282,33300.0,41300.0
Ball State University,IN,Public,80.88,94092.0,15171.0,24439.0,66.79,87.05000000000001,80.47999999999999,True,,,,580.0,66.9,7740.000000000001,0.0912266824863225,0.1390811416518357,0.1001252389427196,0.1453430887878188,35300.0,44600.0
Bethel University,IN,Private NonProfit,98.73,70224.0,1126.0,40149.0,62.27,92.79,73.92999999999999,True,,,,540.0,64.1,6989.999999999999,0.2087033747779751,0.1669626998223801,0.2726465364120781,0.1412078152753108,36000.0,42800.0
Butler University,IN,Private NonProfit,100.0,111552.0,4404.0,61623.0,82.35,75.69,86.2,True,1265.0,660.0,660.0,610.0,79.9,8740.0,0.0347411444141689,0.1553133514986376,0.0401907356948228,0.1414623069936421,55000.0,68900.0
Calumet College of Saint Joseph,IN,Private NonProfit,26.74,67968.0,551.0,26540.0,27.87,,65.22,False,,,,,63.1,7059.999999999999,0.352087114337568,0.1451905626134301,0.3357531760435571,0.1270417422867513,40000.0,47800.0
DePauw University,IN,Private NonProfit,84.64,110400.0,1731.0,66946.0,87.33,68.49,88.64999999999999,True,1235.0,710.0,650.0,620.0,74.3,8620.0,0.0571923743500866,0.1398035817446562,0.0462160600808781,0.121894858463316,43900.0,66100.0
Earlham College,IN,Private NonProfit,100.0,82596.0,736.0,61156.0,67.41,59.1,82.56,True,1236.0,660.0,670.0,,45.0,6880.0,0.0720108695652173,0.1453804347826087,0.0679347826086956,0.1127717391304347,28000.0,39200.0
University of Evansville,IN,Private NonProfit,97.79,94056.0,1763.0,50986.0,66.67,64.3,87.42,True,,,,590.0,72.39999999999999,7860.000000000001,0.1060692002268859,0.1854792966534316,0.1060692002268859,0.1820760068065797,40700.0,48800.0
Franklin College,IN,Private NonProfit,77.14,79140.0,912.0,46533.0,63.3,76.07000000000001,78.89,True,1076.0,570.0,580.0,520.0,74.8,8169.999999999999,0.1074561403508772,0.2280701754385964,0.1173245614035087,0.1589912280701754,36000.0,46300.0
Goshen College,IN,Private NonProfit,56.48,70428.0,800.0,44994.0,62.89,92.38,76.25,True,1084.0,575.0,600.0,540.0,63.6,7120.0,0.09875,0.17125,0.085,0.125,35900.0,42400.0
Grace College and Theological Seminary,IN,Private NonProfit,100.0,85524.0,1381.0,36725.0,68.17,74.65,76.44,True,1134.0,610.0,620.0,,62.1,6930.0,0.056480811006517,0.0926864590876176,0.0890658942795076,0.1093410572049239,32500.0,37500.0
Hanover College,IN,Private NonProfit,93.58,94740.0,1025.0,52998.0,71.67,69.32000000000001,84.43,True,1195.0,610.0,620.0,570.0,66.7,8130.0,0.0448780487804878,0.113170731707317,0.0595121951219512,0.1482926829268292,34600.0,51600.0
Holy Cross College,IN,Private NonProfit,39.13,69216.0,437.0,44469.0,55.19,77.02,67.86,False,1283.0,700.0,680.0,510.0,63.1,7150.0,0.11441647597254,0.2219679633867277,0.1464530892448512,0.1762013729977116,33100.0,45300.0
Huntington University,IN,Private NonProfit,100.0,81420.0,1042.0,38461.0,64.60000000000001,77.66999999999999,76.74,True,1090.0,590.0,610.0,550.0,63.1,6670.0,0.0671785028790787,0.1305182341650671,0.0940499040307101,0.1266794625719769,32600.0,39000.0
Purdue University Fort Wayne,IN,Public,95.64,85620.0,6304.0,19224.0,39.71,82.78,65.03999999999999,True,1090.0,580.0,600.0,520.0,60.1,6909.999999999999,0.2236675126903553,0.1343591370558375,0.2695114213197969,0.1410215736040609,33100.0,39800.0
Indiana University-Purdue University-Indianapolis,IN,Public,55.81,103032.0,20441.0,21127.0,52.400000000000006,78.53999999999999,74.64,True,1102.0,590.0,600.0,540.0,72.39999999999999,7559.999999999999,0.1315493371165794,0.0954943495915072,0.1424098625311873,0.0980382564453793,39900.0,50700.0
University of Indianapolis,IN,Private NonProfit,100.0,90600.0,4168.0,44681.0,61.370000000000005,84.48,75.47,True,1076.0,580.0,590.0,540.0,71.6,7509.999999999999,0.0926103646833013,0.1019673704414587,0.1297984644913627,0.1113243761996161,38300.0,46100.0
Indiana Institute of Technology,IN,Private NonProfit,100.0,95880.0,1499.0,40161.0,37.74,63.07000000000001,69.98,False,,,,490.0,68.5,7690.000000000001,0.2928619079386257,0.1327551701134089,0.7498332221480988,0.1514342895263509,38300.0,49400.0
University of Southern Indiana,IN,Public,100.0,88188.0,6680.0,20146.0,53.06,93.87,74.92,True,1089.0,580.0,590.0,525.0,61.0,7039.999999999999,0.1525449101796407,0.1498502994011976,0.16062874251497,0.1516467065868263,32900.0,40200.0
Indiana State University,IN,Public,75.19,89748.0,8897.0,22718.0,41.23,92.29,68.72,True,,,,490.0,62.6,7289.999999999999,0.1105990783410138,0.0773294368888389,0.1750028099359334,0.1163313476452736,34400.0,42600.0
Indiana University-Kokomo,IN,Public,56.28,75552.0,2830.0,16738.0,43.41,82.71,70.15,True,,,,500.0,63.5,6840.000000000001,0.1261484098939929,0.058303886925795,0.1681978798586572,0.0770318021201413,34300.0,40500.0
Indiana University-South Bend,IN,Public,58.81999999999999,78540.0,4260.0,16667.0,38.080000000000005,86.87,67.14,True,1039.0,560.0,580.0,510.0,57.99999999999999,6780.000000000001,0.2091549295774648,0.0953051643192488,0.2335680751173709,0.0971830985915492,31600.0,38100.0
Indiana University-Bloomington,IN,Public,87.39,128856.0,32621.0,25587.0,79.79,80.38,91.25,False,1261.0,680.0,670.0,620.0,74.3,8070.0,0.0446031697372858,0.116581343306459,0.0467796818000674,0.0979736979246497,44200.0,57800.0
Indiana University-Northwest,IN,Public,46.04,86052.0,3293.0,13054.0,32.36,81.67999999999999,70.19999999999999,True,1005.0,540.0,550.0,500.0,57.1,6860.000000000001,0.2253264500455511,0.086547221378682,0.3155177649559672,0.1044640145763741,33500.0,40400.0
Indiana University-Southeast,IN,Public,52.26,86292.0,3993.0,17421.0,35.65,85.41,63.71,True,1055.0,560.0,590.0,510.0,63.2,7030.0,0.1810668670172802,0.0761332331580265,0.2171299774605559,0.106686701728024,32800.0,41800.0
Indiana University-East,IN,Public,43.21,82356.0,2977.0,16144.0,44.5,67.32000000000001,66.91,True,1043.0,550.0,570.0,510.0,57.6,6020.0,0.1252939200537453,0.0382935841451125,0.1793752099428955,0.0718844474302989,32400.0,34800.0
Manchester University,IN,Private NonProfit,90.6,95736.0,1082.0,45489.0,55.67999999999999,70.38,71.3,False,,,,530.0,66.8,7730.0,0.0868761552680221,0.1571164510166358,0.1238447319778188,0.1876155268022181,33800.0,43600.0
Marian University,IN,Private NonProfit,54.92,84708.0,2375.0,49112.0,60.3,64.24,83.59,True,,,,,74.1,7700.0,0.1048421052631578,0.1048421052631578,0.1423157894736842,0.1111578947368421,41400.0,46600.0
Indiana Wesleyan University-Marion,IN,Private NonProfit,100.0,89928.0,2461.0,39347.0,71.71,91.47,81.46,True,1134.0,590.0,610.0,570.0,79.10000000000001,8159.999999999999,0.4343762698090207,0.4360016253555465,0.7289719626168224,0.4644453474197481,47700.0,56200.0
Martin University,IN,Private NonProfit,80.0,59400.0,170.0,23393.0,10.0,,20.0,True,,,,,34.300000000000004,4460.0,1.0529411764705885,,2.994117647058824,,21300.0,28600.0
University of Notre Dame,IN,Private NonProfit,89.58,175344.0,8854.0,74172.0,96.51,18.99,96.87,False,1489.0,790.0,760.0,,85.2,9210.0,0.0207815676530381,0.1224305398689857,0.0152473458323921,0.0945335441608312,69700.0,98400.0
Oakland City University,IN,Private NonProfit,26.090000000000003,69564.0,548.0,37683.0,56.92,63.31,85.44,True,1021.0,562.0,574.0,,54.2,6560.000000000001,0.3047445255474452,0.114963503649635,0.1824817518248175,0.0875912408759124,30700.0,37200.0
Rose-Hulman Institute of Technology,IN,Private NonProfit,97.47,131724.0,1969.0,70401.0,83.13000000000001,76.62,89.72,False,1371.0,760.0,700.0,660.0,91.6,9519.999999999998,0.0355510411376333,0.1802945657694261,0.0457084814626714,0.1462671406805485,70800.0,88500.0
University of Saint Francis-Fort Wayne,IN,Private NonProfit,50.18,85488.0,1746.0,40759.0,50.580000000000005,99.05,72.85000000000001,True,1075.0,570.0,590.0,530.0,72.0,7710.000000000001,0.1260022909507445,0.1391752577319587,0.1655211912943871,0.1512027491408934,36200.0,43600.0
Saint Mary-of-the-Woods College,IN,Private NonProfit,30.11,60096.0,746.0,42591.0,53.09,71.23,69.23,True,1026.0,540.0,570.0,500.0,52.3,6280.0,0.1863270777479893,0.0804289544235924,0.1903485254691689,0.0630026809651474,28300.0,31900.0
Saint Mary's College,IN,Private NonProfit,71.03,91428.0,1412.0,58956.0,80.69,81.51,85.3,True,1189.0,610.0,650.0,620.0,82.3,8040.000000000001,0.0403682719546742,0.2082152974504249,0.0297450424929178,0.155099150141643,44500.0,51300.0
Taylor University,IN,Private NonProfit,70.21,83676.0,1755.0,48656.0,78.06,70.1,88.71,True,,,,600.0,58.5,6939.999999999999,0.0883190883190883,0.1475783475783476,0.0529914529914529,0.1327635327635327,31600.0,42600.0
Trine University,IN,Private NonProfit,50.970000000000006,90996.0,2254.0,47142.0,60.92,78.94,84.47,False,1130.0,610.0,600.0,,71.5,7790.000000000001,0.1095829636202307,0.1188997338065661,0.1317657497781721,0.1104702750665483,40000.0,49600.0
Valparaiso University,IN,Private NonProfit,73.83999999999999,91224.0,2719.0,53847.0,65.5,86.63,82.50999999999999,True,1199.0,640.0,640.0,590.0,72.8,8400.0,0.0764987127620448,0.1643986759838175,0.0812798823096726,0.1592497241632953,42200.0,54400.0
Wabash College,IN,Private NonProfit,91.84,107604.0,868.0,58770.0,74.8,63.21,83.84,False,1226.0,670.0,650.0,600.0,80.4,8790.0,0.0529953917050691,0.1658986175115207,0.0552995391705069,0.1336405529953917,42100.0,64000.0
Allen College,IA,Private NonProfit,49.43,90576.0,374.0,,,,,True,,,,,90.7,8640.0,0.1042780748663101,0.1791443850267379,0.1818181818181818,0.2700534759358289,53000.0,52800.0
Briar Cliff University,IA,Private NonProfit,69.69999999999999,75540.0,686.0,45452.0,50.0,,61.48,True,,,,,71.6,7630.0,0.2463556851311953,0.2055393586005831,0.1997084548104956,0.2084548104956268,37000.0,44400.0
Buena Vista University,IA,Private NonProfit,21.55,76968.0,1408.0,48297.0,62.19,55.67999999999999,73.91,True,,,,,70.89999999999999,7640.000000000001,0.3650568181818182,0.1590909090909091,0.4161931818181818,0.1754261363636363,36000.0,42600.0
Central College,IA,Private NonProfit,100.0,89424.0,1091.0,53402.0,67.83,63.68000000000001,73.29,False,1116.0,585.0,588.0,,77.2,8320.0,0.0944087992667277,0.2465627864344638,0.0806599450045829,0.2208982584784601,37300.0,48400.0
Clarke University,IA,Private NonProfit,58.96,74760.0,654.0,48724.0,65.75,89.2,72.39,True,1085.0,563.0,563.0,,75.1,7830.0,0.2048929663608562,0.1972477064220183,0.1559633027522936,0.2003058103975535,39700.0,44800.0
Coe College,IA,Private NonProfit,100.0,80256.0,1363.0,58857.0,61.7,79.86,81.27,True,,,,608.0,74.0,8460.0,0.0682318415260454,0.1540719002201027,0.0682318415260454,0.1702127659574468,38700.0,50000.0
Cornell College,IA,Private NonProfit,100.0,90384.0,996.0,58201.0,67.43,82.41000000000001,74.07000000000001,False,1224.0,630.0,650.0,630.0,63.2,7870.0,0.0632530120481927,0.1576305220883534,0.0883534136546184,0.1395582329317269,34500.0,45400.0
Dordt University,IA,Private NonProfit,64.96,77256.0,1354.0,46028.0,65.55,71.84,83.72,False,1209.0,660.0,623.0,620.0,70.89999999999999,7109.999999999999,0.0657311669128508,0.1418020679468242,0.0576070901033973,0.1521418020679468,37900.0,45300.0
Drake University,IA,Private NonProfit,67.21000000000001,107316.0,2814.0,57643.0,77.79,67.92,86.14,True,1254.0,680.0,660.0,,79.3,8740.0,0.0728500355366027,0.1840796019900497,0.0536602700781805,0.1943852167732764,54300.0,68700.0
University of Dubuque,IA,Private NonProfit,100.0,82836.0,1778.0,47188.0,45.7,78.63,66.41,False,1010.0,540.0,530.0,,67.60000000000001,7459.999999999999,0.1349831271091113,0.1062992125984252,0.1642294713160854,0.1608548931383577,35300.0,42500.0
Faith Baptist Bible College and Theological Seminary,IA,Private NonProfit,40.82,62652.0,288.0,28069.0,51.72,67.60000000000001,72.34,True,1152.0,690.0,660.0,610.0,51.4,6340.0,0.09375,0.0694444444444444,0.1423611111111111,0.1041666666666666,32000.0,38700.0
Graceland University-Lamoni,IA,Private NonProfit,89.03999999999999,76116.0,915.0,43960.0,40.86,68.07,78.24,True,1043.0,540.0,540.0,,65.9,7550.0,0.1978142076502732,0.194535519125683,0.2775956284153005,0.1759562841530054,41400.0,40200.0
Grand View University,IA,Private NonProfit,41.98,80928.0,1660.0,39864.0,55.56,97.02,68.60000000000001,True,1059.0,560.0,560.0,570.0,74.3,8020.0,0.1734939759036144,0.1319277108433734,0.2265060240963855,0.1909638554216867,39800.0,45200.0
Grinnell College,IA,Private NonProfit,83.27,136152.0,1490.0,70346.0,86.67,19.25,80.61,True,1448.0,788.0,750.0,,65.2,7920.0,0.0302013422818791,0.0751677852348993,0.0422818791946308,0.0711409395973154,36700.0,61000.0
Iowa State University,IA,Public,84.98,136392.0,26566.0,21740.0,74.72,88.42,88.63,False,1197.0,680.0,630.0,,79.0,8500.0,0.0575171271550101,0.1096890762628924,0.0571030640668523,0.1241812843484152,44000.0,56000.0
Iowa Wesleyan University,IA,Private NonProfit,42.11,68688.0,650.0,45994.0,29.87,71.19,61.59,False,959.0,510.0,480.0,,65.0,7000.0,0.2661538461538461,0.1107692307692307,0.2061538461538461,0.1292307692307692,32700.0,39900.0
University of Iowa,IA,Public,86.38,141480.0,21909.0,24806.0,72.19,84.28,88.1,True,1229.0,660.0,650.0,,79.7,8530.0,0.0706558948377379,0.1237847459947966,0.0516682641836688,0.1163905244420101,47700.0,62000.0
