School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),RetentionRate_4yr,Female_Majority,SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Percent of Students Earning >$25K (6 Yrs after Entry),Percent of Students Earning >$25K (10 Yrs after Entry),LowIncRatio_10yr,HighIncRatio_10yr,LowIncRatio_6yr,HighIncRatio_6yr,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry)
Lewis University,IL,Private NonProfit,42.45,111720.0,4099.0,43255.0,69.85,66.06,79.59,True,1139.0,610.0,610.0,530.0,72.2,802000.0,0.09246157599414491,0.13930226884606,0.12173700902659185,0.16589412051719932,43800.0,53600.0
Lincoln Christian University,IL,Private NonProfit,69.44,68844.0,308.0,27166.0,43.28,,59.650000000000006,False,,,,440.0,51.7,622000.0,0.2824675324675325,0.2435064935064935,0.31493506493506496,0.17857142857142858,28100.0,37000.0
Loyola University Chicago,IL,Private NonProfit,49.73,130356.0,11531.0,60717.0,76.05,70.54,84.89999999999999,True,1261.0,670.0,660.0,630.0,76.3,832000.0,0.07787702714421993,0.11664209522157662,0.06868441592229642,0.08967132078744254,45200.0,63500.0
Trinity College of Nursing & Health Sciences,IL,Private NonProfit,92.31,74064.0,178.0,,100.0,,,True,,,,,80.7,798000.0000000001,0.2640449438202247,0.15168539325842698,0.2696629213483146,0.1404494382022472,42600.0,50600.0
McKendree University,IL,Private NonProfit,100.0,81324.0,1690.0,44383.0,53.66,70.08,75.81,False,1107.0,646.0,631.0,490.0,67.7,808000.0000000001,0.15325443786982249,0.1437869822485207,0.15325443786982249,0.13609467455621302,39200.0,50200.0
Methodist College,IL,Private NonProfit,55.56,85260.0,557.0,30504.0,100.0,87.5,75.0,True,1000.0,560.0,570.0,,87.6,,0.07719928186714542,0.04847396768402154,0.2585278276481149,0.118491921005386,51000.0,
Millikin University,IL,Private NonProfit,73.9,77376.0,1849.0,49304.0,53.36,71.15,70.37,True,1097.0,570.0,590.0,590.0,69.69999999999999,811000.0000000001,0.1265548945375879,0.1914548404542996,0.1427798810167658,0.1357490535424554,34900.0,47200.0
Monmouth College,IL,Private NonProfit,85.85000000000001,81408.0,847.0,51176.0,58.31,69.43,73.61999999999999,True,1163.0,640.0,620.0,,65.5,777000.0,0.1652892561983471,0.28807556080283353,0.179456906729634,0.2077922077922078,34500.0,46500.0
Moody Bible Institute,IL,Private NonProfit,30.36,100044.0,2134.0,29460.0,62.470000000000006,97.51,82.28999999999999,False,,,,,,,,,0.190253045923149,,29900.0,
National Louis University,IL,Private NonProfit,100.0,75984.0,3513.0,23675.0,22.22,97.46,59.97,True,,,,,71.3,733000.0,0.1978366068886991,0.09735269000853972,0.2727013948192428,0.07059493310560774,44200.0,50800.0
National University of Health Sciences,IL,Private NonProfit,100.0,64668.0,32.0,,,,,True,,,,,60.4,695999.9999999999,2.34375,0.71875,1.84375,,38700.0,42600.0
North Central College,IL,Private NonProfit,50.79,105360.0,2453.0,52405.0,66.49000000000001,53.290000000000006,75.4,True,1164.0,620.0,610.0,,71.3,806000.0000000001,0.08968609865470852,0.185487158581329,0.08071748878923767,0.22095393395841825,39300.0,52300.0
North Park University,IL,Private NonProfit,100.0,92736.0,1840.0,39373.0,59.06,43.96,74.66000000000001,True,1055.0,562.0,560.0,570.0,66.60000000000001,747000.0,0.12934782608695652,0.15217391304347827,0.1516304347826087,0.13152173913043477,40300.0,45600.0
Northern Illinois University,IL,Public,75.92999999999999,110352.0,12247.0,26312.0,47.9,59.25,77.73,True,,,,520.0,71.0,790000.0,0.16959255327835387,0.19702784355352332,0.19947742304237773,0.15358863395117173,39400.0,49800.0
Northwestern University,IL,Private NonProfit,83.53,210156.0,8401.0,78654.0,94.95,9.31,96.96,True,1505.0,790.0,760.0,770.0,84.8,876000.0,0.03344839900011903,0.09213188906082609,0.03535293417450303,0.08201404594691108,71900.0,93400.0
Northeastern Illinois University,IL,Public,55.61000000000001,102144.0,5170.0,24295.0,23.17,60.7,66.9,True,915.0,510.0,500.0,,62.2,696999.9999999999,0.3009671179883946,0.03887814313346228,0.341779497098646,0.04758220502901354,35200.0,41900.0
Olivet Nazarene University,IL,Private NonProfit,36.97,85932.0,2757.0,48119.0,65.08,66.57,75.14,True,1101.0,590.0,600.0,,66.60000000000001,700000.0,0.10845121508886471,0.16793616249546608,0.0877765687341313,0.18280739934711643,39300.0,44000.0
Principia College,IL,Private NonProfit,88.46000000000001,95112.0,334.0,,75.21,93.24,86.36,False,1143.0,603.0,603.0,568.0,,,,,,,,
Quincy University,IL,Private NonProfit,48.74,66288.0,954.0,41831.0,50.23,67.13,72.56,False,1106.0,600.0,600.0,,66.5,745999.9999999999,0.16771488469601678,0.15723270440251572,0.21593291404612158,0.18343815513626835,34200.0,46000.0
Rockford University,IL,Private NonProfit,38.5,72060.0,1000.0,43866.0,46.26,50.82,65.88000000000001,True,1009.0,530.0,570.0,550.0,71.0,809000.0000000001,0.188,0.12,0.22,0.121,38300.0,47800.0
Roosevelt University,IL,Private NonProfit,33.379999999999995,99324.0,2978.0,44322.0,41.56,76.52,66.75999999999999,True,1043.0,550.0,580.0,600.0,68.7,745999.9999999999,0.8132975151108126,0.30020147750167897,0.7840832773673606,0.2730020147750168,39700.0,47700.0
Dominican University,IL,Private NonProfit,39.42,86928.0,2155.0,43228.0,63.0,76.46,82.58,True,1072.0,580.0,580.0,480.0,73.8,791000.0000000001,0.08816705336426914,0.08955916473317865,0.12621809744779583,0.09327146171693736,39000.0,49900.0
Rush University,IL,Private NonProfit,74.61,130680.0,104.0,,,,,True,,,,,92.5,938000.0,0.7019230769230769,0.25,0.3942307692307692,,67000.0,125000.0
Saint Francis Medical Center College of Nursing,IL,Private NonProfit,78.0,86268.0,283.0,,,,,True,,,,,93.5,894000.0,0.2791519434628975,0.14487632508833923,0.3498233215547703,0.19081272084805653,52600.0,58100.0
University of St Francis,IL,Private NonProfit,88.5,94608.0,1581.0,42819.0,59.72,60.09,81.2,True,1096.0,590.0,590.0,490.0,80.7,826999.9999999998,0.1283997469955724,0.1568627450980392,0.12080961416824794,0.14990512333965844,47100.0,56500.0
St. John's College-Department of Nursing,IL,Private NonProfit,73.08,111072.0,107.0,,,,,True,,,,,,,,0.18691588785046728,,0.2803738317757009,,
Saint Xavier University,IL,Private NonProfit,36.24,91440.0,3066.0,41360.0,55.65,79.0,77.53999999999999,True,1048.0,560.0,560.0,540.0,73.9,787000.0,0.15949119373776907,0.12198303979125896,0.15851272015655576,0.11252446183953033,41400.0,50600.0
University of Illinois Springfield,IL,Public,66.14999999999999,98892.0,2580.0,24309.0,55.15,77.33,73.98,True,1107.0,590.0,600.0,600.0,70.3,803000.0000000001,0.1635658914728682,0.08759689922480621,0.1569767441860465,0.1,38500.0,49900.0
Saint Anthony College of Nursing,IL,Private NonProfit,53.190000000000005,86772.0,210.0,39624.0,,100.0,100.0,True,,,,,94.6,905000.0,0.20952380952380953,0.15714285714285714,0.21428571428571427,0.20952380952380953,54700.0,60100.0
Southern Illinois University-Carbondale,IL,Public,80.72,92376.0,8115.0,29023.0,47.86,91.78,80.60000000000001,False,1096.0,590.0,590.0,,64.60000000000001,765000.0,0.28219346888478125,0.19642637091805298,0.27923598274799755,0.17991373998767715,36700.0,49500.0
Southern Illinois University-Edwardsville,IL,Public,72.35000000000001,104712.0,9892.0,24244.0,53.56,85.05,78.03999999999999,True,1154.0,610.0,610.0,570.0,70.6,779000.0000000001,0.11312171451678124,0.11696320258794986,0.13232915487262434,0.13050950262838656,39600.0,50800.0
Telshe Yeshiva-Chicago,IL,Private NonProfit,87.5,39120.0,82.0,18500.0,5.56,100.0,78.95,False,,,,,,,,,,,,
Trinity Christian College,IL,Private NonProfit,48.7,85344.0,933.0,42996.0,63.68000000000001,63.66,80.0,True,1103.0,580.0,600.0,,70.0,753000.0,0.2057877813504823,0.2090032154340836,0.19721329046087888,0.2304394426580922,39600.0,44600.0
Trinity International University-Illinois,IL,Private NonProfit,28.63,72084.0,522.0,47226.0,52.76,85.92,65.69,False,1079.0,560.0,540.0,,64.0,742000.0,0.31800766283524906,0.23946360153256704,0.3888888888888889,0.20689655172413793,35400.0,45400.0
VanderCook College of Music,IL,Private NonProfit,36.23,71544.0,66.0,37584.0,72.0,100.0,60.0,False,1007.0,590.0,570.0,510.0,,,,,0.2727272727272727,0.25757575757575757,,
Oak Point University,IL,Private NonProfit,100.0,97356.0,671.0,,,,,True,,,,,93.3,910000.0,0.11475409836065574,0.03576751117734724,0.13561847988077497,0.05067064083457526,64000.0,72900.0
Western Illinois University,IL,Public,88.02,108816.0,5854.0,26287.0,46.16,66.96,76.99000000000001,True,1011.0,540.0,550.0,,69.0,786000.0000000001,0.19217628971643322,0.28032114793303725,0.2586265801161599,0.2280491971301674,37000.0,47500.0
Wheaton College,IL,Private NonProfit,71.02000000000001,113892.0,2228.0,50923.0,87.62,86.95,90.07,True,1336.0,730.0,720.0,700.0,64.0,718999.9999999999,0.03590664272890485,0.1059245960502693,0.042639138240574505,0.10547576301615799,39600.0,60500.0
Anderson University,IN,Private NonProfit,100.0,76404.0,1198.0,44342.0,64.03999999999999,66.5,71.21,True,1071.0,580.0,580.0,,64.8,715000.0,0.16193656093489148,0.22036727879799667,0.15442404006677796,0.2378964941569282,33300.0,41300.0
Ball State University,IN,Public,80.88,94092.0,15171.0,24439.0,66.79,87.05000000000001,80.47999999999999,True,,,,580.0,66.9,774000.0000000001,0.09122668248632258,0.13908114165183574,0.10012523894271966,0.14534308878781887,35300.0,44600.0
Bethel University,IN,Private NonProfit,98.73,70224.0,1126.0,40149.0,62.27,92.79,73.92999999999999,True,,,,540.0,64.1,698999.9999999999,0.20870337477797513,0.1669626998223801,0.27264653641207814,0.14120781527531084,36000.0,42800.0
Butler University,IN,Private NonProfit,100.0,111552.0,4404.0,61623.0,82.35,75.69,86.2,True,1265.0,660.0,660.0,610.0,79.9,874000.0,0.03474114441416894,0.1553133514986376,0.040190735694822885,0.14146230699364215,55000.0,68900.0
Calumet College of Saint Joseph,IN,Private NonProfit,26.74,67968.0,551.0,26540.0,27.87,,65.22,False,,,,,63.1,705999.9999999999,0.35208711433756806,0.14519056261343014,0.33575317604355714,0.12704174228675136,40000.0,47800.0
DePauw University,IN,Private NonProfit,84.64,110400.0,1731.0,66946.0,87.33,68.49,88.64999999999999,True,1235.0,710.0,650.0,620.0,74.3,862000.0,0.05719237435008666,0.13980358174465626,0.046216060080878106,0.121894858463316,43900.0,66100.0
Earlham College,IN,Private NonProfit,100.0,82596.0,736.0,61156.0,67.41,59.1,82.56,True,1236.0,660.0,670.0,,45.0,688000.0,0.07201086956521739,0.1453804347826087,0.06793478260869565,0.11277173913043478,28000.0,39200.0
University of Evansville,IN,Private NonProfit,97.79,94056.0,1763.0,50986.0,66.67,64.3,87.42,True,,,,590.0,72.39999999999999,786000.0000000001,0.10606920022688598,0.18547929665343166,0.10606920022688598,0.1820760068065797,40700.0,48800.0
Franklin College,IN,Private NonProfit,77.14,79140.0,912.0,46533.0,63.3,76.07000000000001,78.89,True,1076.0,570.0,580.0,520.0,74.8,816999.9999999999,0.1074561403508772,0.22807017543859648,0.11732456140350878,0.15899122807017543,36000.0,46300.0
Goshen College,IN,Private NonProfit,56.48,70428.0,800.0,44994.0,62.89,92.38,76.25,True,1084.0,575.0,600.0,540.0,63.6,712000.0,0.09875,0.17125,0.085,0.125,35900.0,42400.0
Grace College and Theological Seminary,IN,Private NonProfit,100.0,85524.0,1381.0,36725.0,68.17,74.65,76.44,True,1134.0,610.0,620.0,,62.1,693000.0,0.056480811006517015,0.09268645908761766,0.0890658942795076,0.10934105720492397,32500.0,37500.0
Hanover College,IN,Private NonProfit,93.58,94740.0,1025.0,52998.0,71.67,69.32000000000001,84.43,True,1195.0,610.0,620.0,570.0,66.7,813000.0,0.0448780487804878,0.11317073170731708,0.05951219512195122,0.14829268292682926,34600.0,51600.0
Holy Cross College,IN,Private NonProfit,39.13,69216.0,437.0,44469.0,55.19,77.02,67.86,False,1283.0,700.0,680.0,510.0,63.1,715000.0,0.11441647597254005,0.2219679633867277,0.14645308924485126,0.17620137299771166,33100.0,45300.0
Huntington University,IN,Private NonProfit,100.0,81420.0,1042.0,38461.0,64.60000000000001,77.66999999999999,76.74,True,1090.0,590.0,610.0,550.0,63.1,667000.0,0.0671785028790787,0.13051823416506717,0.09404990403071017,0.12667946257197696,32600.0,39000.0
Purdue University Fort Wayne,IN,Public,95.64,85620.0,6304.0,19224.0,39.71,82.78,65.03999999999999,True,1090.0,580.0,600.0,520.0,60.1,690999.9999999999,0.22366751269035534,0.13435913705583757,0.26951142131979694,0.14102157360406092,33100.0,39800.0
Indiana University-Purdue University-Indianapolis,IN,Public,55.81,103032.0,20441.0,21127.0,52.400000000000006,78.53999999999999,74.64,True,1102.0,590.0,600.0,540.0,72.39999999999999,755999.9999999999,0.13154933711657943,0.09549434959150727,0.14240986253118731,0.09803825644537939,39900.0,50700.0
University of Indianapolis,IN,Private NonProfit,100.0,90600.0,4168.0,44681.0,61.370000000000005,84.48,75.47,True,1076.0,580.0,590.0,540.0,71.6,750999.9999999999,0.09261036468330135,0.10196737044145873,0.12979846449136276,0.11132437619961612,38300.0,46100.0
Indiana Institute of Technology,IN,Private NonProfit,100.0,95880.0,1499.0,40161.0,37.74,63.07000000000001,69.98,False,,,,490.0,68.5,769000.0000000001,0.29286190793862577,0.13275517011340893,0.7498332221480988,0.1514342895263509,38300.0,49400.0
University of Southern Indiana,IN,Public,100.0,88188.0,6680.0,20146.0,53.06,93.87,74.92,True,1089.0,580.0,590.0,525.0,61.0,703999.9999999999,0.15254491017964072,0.1498502994011976,0.16062874251497006,0.15164670658682636,32900.0,40200.0
Indiana State University,IN,Public,75.19,89748.0,8897.0,22718.0,41.23,92.29,68.72,True,,,,490.0,62.6,728999.9999999999,0.11059907834101383,0.07732943688883893,0.17500280993593345,0.11633134764527368,34400.0,42600.0
Indiana University-Kokomo,IN,Public,56.28,75552.0,2830.0,16738.0,43.41,82.71,70.15,True,,,,500.0,63.5,684000.0000000001,0.12614840989399292,0.05830388692579505,0.16819787985865725,0.07703180212014134,34300.0,40500.0
Indiana University-South Bend,IN,Public,58.81999999999999,78540.0,4260.0,16667.0,38.080000000000005,86.87,67.14,True,1039.0,560.0,580.0,510.0,57.99999999999999,678000.0000000001,0.2091549295774648,0.09530516431924882,0.2335680751173709,0.09718309859154929,31600.0,38100.0
Indiana University-Bloomington,IN,Public,87.39,128856.0,32621.0,25587.0,79.79,80.38,91.25,False,1261.0,680.0,670.0,620.0,74.3,807000.0,0.0446031697372858,0.11658134330645903,0.04677968180006744,0.09797369792464977,44200.0,57800.0
Indiana University-Northwest,IN,Public,46.04,86052.0,3293.0,13054.0,32.36,81.67999999999999,70.19999999999999,True,1005.0,540.0,550.0,500.0,57.1,686000.0000000001,0.22532645004555116,0.08654722137868205,0.31551776495596723,0.10446401457637412,33500.0,40400.0
Indiana University-Southeast,IN,Public,52.26,86292.0,3993.0,17421.0,35.65,85.41,63.71,True,1055.0,560.0,590.0,510.0,63.2,703000.0,0.18106686701728025,0.07613323315802654,0.21712997746055598,0.10668670172802404,32800.0,41800.0
Indiana University-East,IN,Public,43.21,82356.0,2977.0,16144.0,44.5,67.32000000000001,66.91,True,1043.0,550.0,570.0,510.0,57.6,602000.0,0.12529392005374537,0.03829358414511253,0.17937520994289552,0.07188444743029895,32400.0,34800.0
Manchester University,IN,Private NonProfit,90.6,95736.0,1082.0,45489.0,55.67999999999999,70.38,71.3,False,,,,530.0,66.8,773000.0,0.08687615526802218,0.15711645101663585,0.12384473197781885,0.1876155268022181,33800.0,43600.0
Marian University,IN,Private NonProfit,54.92,84708.0,2375.0,49112.0,60.3,64.24,83.59,True,,,,,74.1,770000.0,0.10484210526315789,0.10484210526315789,0.1423157894736842,0.11115789473684211,41400.0,46600.0
Indiana Wesleyan University-Marion,IN,Private NonProfit,100.0,89928.0,2461.0,39347.0,71.71,91.47,81.46,True,1134.0,590.0,610.0,570.0,79.10000000000001,815999.9999999999,0.4343762698090207,0.43600162535554654,0.7289719626168224,0.4644453474197481,47700.0,56200.0
Martin University,IN,Private NonProfit,80.0,59400.0,170.0,23393.0,10.0,,20.0,True,,,,,34.300000000000004,446000.0,1.0529411764705883,,2.9941176470588236,,21300.0,28600.0
University of Notre Dame,IN,Private NonProfit,89.58,175344.0,8854.0,74172.0,96.51,18.99,96.87,False,1489.0,790.0,760.0,,85.2,921000.0,0.020781567653038176,0.12243053986898576,0.015247345832392139,0.09453354416083126,69700.0,98400.0
Oakland City University,IN,Private NonProfit,26.090000000000003,69564.0,548.0,37683.0,56.92,63.31,85.44,True,1021.0,562.0,574.0,,54.2,656000.0000000001,0.30474452554744524,0.11496350364963503,0.18248175182481752,0.08759124087591241,30700.0,37200.0
Rose-Hulman Institute of Technology,IN,Private NonProfit,97.47,131724.0,1969.0,70401.0,83.13000000000001,76.62,89.72,False,1371.0,760.0,700.0,660.0,91.6,951999.9999999998,0.03555104113763331,0.1802945657694261,0.0457084814626714,0.1462671406805485,70800.0,88500.0
University of Saint Francis-Fort Wayne,IN,Private NonProfit,50.18,85488.0,1746.0,40759.0,50.580000000000005,99.05,72.85000000000001,True,1075.0,570.0,590.0,530.0,72.0,771000.0000000001,0.12600229095074456,0.13917525773195877,0.16552119129438717,0.15120274914089346,36200.0,43600.0
Saint Mary-of-the-Woods College,IN,Private NonProfit,30.11,60096.0,746.0,42591.0,53.09,71.23,69.23,True,1026.0,540.0,570.0,500.0,52.3,628000.0,0.1863270777479893,0.08042895442359249,0.1903485254691689,0.06300268096514745,28300.0,31900.0
Saint Mary's College,IN,Private NonProfit,71.03,91428.0,1412.0,58956.0,80.69,81.51,85.3,True,1189.0,610.0,650.0,620.0,82.3,804000.0000000001,0.04036827195467422,0.20821529745042494,0.029745042492917848,0.15509915014164305,44500.0,51300.0
Taylor University,IN,Private NonProfit,70.21,83676.0,1755.0,48656.0,78.06,70.1,88.71,True,,,,600.0,58.5,693999.9999999999,0.08831908831908832,0.1475783475783476,0.05299145299145299,0.13276353276353275,31600.0,42600.0
Trine University,IN,Private NonProfit,50.970000000000006,90996.0,2254.0,47142.0,60.92,78.94,84.47,False,1130.0,610.0,600.0,,71.5,779000.0000000001,0.1095829636202307,0.1188997338065661,0.13176574977817213,0.11047027506654836,40000.0,49600.0
Valparaiso University,IN,Private NonProfit,73.83999999999999,91224.0,2719.0,53847.0,65.5,86.63,82.50999999999999,True,1199.0,640.0,640.0,590.0,72.8,840000.0,0.07649871276204487,0.16439867598381758,0.08127988230967267,0.15924972416329533,42200.0,54400.0
Wabash College,IN,Private NonProfit,91.84,107604.0,868.0,58770.0,74.8,63.21,83.84,False,1226.0,670.0,650.0,600.0,80.4,879000.0,0.052995391705069124,0.16589861751152074,0.055299539170506916,0.1336405529953917,42100.0,64000.0
Allen College,IA,Private NonProfit,49.43,90576.0,374.0,,,,,True,,,,,90.7,864000.0,0.10427807486631016,0.17914438502673796,0.18181818181818182,0.2700534759358289,53000.0,52800.0
Briar Cliff University,IA,Private NonProfit,69.69999999999999,75540.0,686.0,45452.0,50.0,,61.48,True,,,,,71.6,763000.0,0.24635568513119532,0.2055393586005831,0.19970845481049562,0.20845481049562684,37000.0,44400.0
Buena Vista University,IA,Private NonProfit,21.55,76968.0,1408.0,48297.0,62.19,55.67999999999999,73.91,True,,,,,70.89999999999999,764000.0000000001,0.3650568181818182,0.1590909090909091,0.4161931818181818,0.17542613636363635,36000.0,42600.0
Central College,IA,Private NonProfit,100.0,89424.0,1091.0,53402.0,67.83,63.68000000000001,73.29,False,1116.0,585.0,588.0,,77.2,832000.0,0.09440879926672777,0.2465627864344638,0.08065994500458296,0.22089825847846012,37300.0,48400.0
Clarke University,IA,Private NonProfit,58.96,74760.0,654.0,48724.0,65.75,89.2,72.39,True,1085.0,563.0,563.0,,75.1,783000.0,0.20489296636085627,0.19724770642201836,0.1559633027522936,0.20030581039755352,39700.0,44800.0
Coe College,IA,Private NonProfit,100.0,80256.0,1363.0,58857.0,61.7,79.86,81.27,True,,,,608.0,74.0,846000.0,0.06823184152604549,0.15407190022010273,0.06823184152604549,0.1702127659574468,38700.0,50000.0
Cornell College,IA,Private NonProfit,100.0,90384.0,996.0,58201.0,67.43,82.41000000000001,74.07000000000001,False,1224.0,630.0,650.0,630.0,63.2,787000.0,0.06325301204819277,0.1576305220883534,0.08835341365461848,0.1395582329317269,34500.0,45400.0
Divine Word College,IA,Private NonProfit,73.91,74208.0,69.0,,50.0,100.0,,False,,,,,,,,,,,,
Dordt University,IA,Private NonProfit,64.96,77256.0,1354.0,46028.0,65.55,71.84,83.72,False,1209.0,660.0,623.0,620.0,70.89999999999999,710999.9999999999,0.06573116691285082,0.14180206794682423,0.05760709010339734,0.15214180206794684,37900.0,45300.0
Drake University,IA,Private NonProfit,67.21000000000001,107316.0,2814.0,57643.0,77.79,67.92,86.14,True,1254.0,680.0,660.0,,79.3,874000.0,0.0728500355366027,0.18407960199004975,0.05366027007818053,0.19438521677327647,54300.0,68700.0
University of Dubuque,IA,Private NonProfit,100.0,82836.0,1778.0,47188.0,45.7,78.63,66.41,False,1010.0,540.0,530.0,,67.60000000000001,745999.9999999999,0.13498312710911137,0.1062992125984252,0.16422947131608548,0.1608548931383577,35300.0,42500.0
Faith Baptist Bible College and Theological Seminary,IA,Private NonProfit,40.82,62652.0,288.0,28069.0,51.72,67.60000000000001,72.34,True,1152.0,690.0,660.0,610.0,51.4,634000.0,0.09375,0.06944444444444445,0.1423611111111111,0.10416666666666667,32000.0,38700.0
Graceland University-Lamoni,IA,Private NonProfit,89.03999999999999,76116.0,915.0,43960.0,40.86,68.07,78.24,True,1043.0,540.0,540.0,,65.9,755000.0,0.19781420765027322,0.19453551912568307,0.27759562841530055,0.17595628415300546,41400.0,40200.0
Grand View University,IA,Private NonProfit,41.98,80928.0,1660.0,39864.0,55.56,97.02,68.60000000000001,True,1059.0,560.0,560.0,570.0,74.3,802000.0,0.17349397590361446,0.13192771084337349,0.22650602409638554,0.19096385542168676,39800.0,45200.0
Grinnell College,IA,Private NonProfit,83.27,136152.0,1490.0,70346.0,86.67,19.25,80.61,True,1448.0,788.0,750.0,,65.2,792000.0,0.030201342281879196,0.07516778523489932,0.042281879194630875,0.07114093959731543,36700.0,61000.0
Iowa State University,IA,Public,84.98,136392.0,26566.0,21740.0,74.72,88.42,88.63,False,1197.0,680.0,630.0,,79.0,850000.0,0.057517127155010166,0.10968907626289241,0.057103064066852366,0.12418128434841527,44000.0,56000.0
Iowa Wesleyan University,IA,Private NonProfit,42.11,68688.0,650.0,45994.0,29.87,71.19,61.59,False,959.0,510.0,480.0,,65.0,700000.0,0.26615384615384613,0.11076923076923077,0.20615384615384616,0.12923076923076923,32700.0,39900.0
University of Iowa,IA,Public,86.38,141480.0,21909.0,24806.0,72.19,84.28,88.1,True,1229.0,660.0,650.0,,79.7,853000.0,0.07065589483773792,0.12378474599479666,0.051668264183668815,0.11639052444201013,47700.0,62000.0
Loras College,IA,Private NonProfit,82.09,79860.0,1239.0,46290.0,69.62,58.38,78.53,False,,,,,77.8,848000.0,0.08151735270379339,0.24778046811945117,0.06133979015334948,0.24374495560936238,38200.0,50200.0
Luther College,IA,Private NonProfit,76.62,92028.0,1794.0,57885.0,76.74,64.29,77.42,True,1229.0,640.0,640.0,610.0,70.7,812000.0,0.061872909698996656,0.24470457079152733,0.052954292084726864,0.21348940914158304,38400.0,53200.0
Maharishi International University,IA,Private NonProfit,89.29,43896.0,537.0,28730.0,42.86,100.0,46.67,True,,,,,28.9,500000.0,0.1042830540037244,,0.16387337057728119,,22900.0,30400.0
Mercy College of Health Sciences,IA,Private NonProfit,46.56,71220.0,854.0,29813.0,51.22,91.67,62.16,True,1105.0,,,,83.8,818000.0,0.18969555035128804,0.12060889929742388,0.2306791569086651,0.14402810304449648,44000.0,48000.0
Morningside University,IA,Private NonProfit,100.0,84468.0,1184.0,45927.0,60.34,68.60000000000001,68.66,True,,,,,76.7,823000.0,0.09966216216216216,0.16722972972972974,0.11317567567567567,0.20439189189189189,38000.0,47900.0
Mount Mercy University,IA,Private NonProfit,100.0,63300.0,1376.0,48189.0,57.46,76.21,79.72,True,,,,,82.5,843000.0,0.14171511627906977,0.1438953488372093,0.1380813953488372,0.13372093023255813,43600.0,48400.0
Ashford University,CA,Private ForProfit,5.6000000000000005,87276.0,24832.0,25683.0,8.19,,26.16,True,,,,,57.4,748000.0,0.2957876932989691,0.07216494845360824,1.719434600515464,0.09954896907216494,34000.0,47600.0
University of Northern Iowa,IA,Public,79.75,100884.0,8204.0,21047.0,63.56,78.88,85.55,True,1149.0,600.0,630.0,550.0,77.4,829000.0,0.11713798147245247,0.17710872745002437,0.09592881521209166,0.19941491955143834,39600.0,49700.0
Northwestern College,IA,Private NonProfit,100.0,81276.0,1040.0,45760.0,68.57,73.77,78.97,True,1146.0,630.0,580.0,,68.8,722000.0,0.07596153846153846,0.16442307692307692,0.09230769230769231,0.1605769230769231,36100.0,40200.0
Palmer College of Chiropractic,IA,Private NonProfit,81.13,75096.0,29.0,,0.0,,,False,,,,,64.60000000000001,715999.9999999999,1.9310344827586208,,1.793103448275862,,43800.0,53600.0
Saint Ambrose University,IA,Private NonProfit,100.0,89772.0,2299.0,46894.0,64.03999999999999,73.83999999999999,82.53,True,1110.0,590.0,580.0,,75.7,815999.9999999999,0.11570247933884298,0.20139190952588082,0.10265332753371031,0.1948673336233145,41500.0,50500.0
Simpson College,IA,Private NonProfit,54.86,79632.0,1218.0,53845.0,70.93,86.61999999999999,76.71,True,1149.0,590.0,610.0,,78.60000000000001,848000.0,0.1297208538587849,0.24302134646962234,0.16912972085385877,0.23563218390804597,40000.0,51200.0
Upper Iowa University,IA,Private NonProfit,100.0,70488.0,2934.0,45237.0,27.06,65.3,74.02,True,1035.0,518.0,528.0,470.0,73.1,737000.0,0.27641445126107705,0.09372869802317656,0.3503749147920927,0.11929107021131562,41200.0,45500.0
Waldorf University,IA,Private ForProfit,31.37,66264.0,2457.0,34318.0,51.9,61.06,25.77,False,1018.0,550.0,560.0,,61.1,733000.0,0.03133903133903134,0.03133903133903134,0.07326007326007326,0.0463980463980464,32900.0,42400.0
Wartburg College,IA,Private NonProfit,100.0,82356.0,1531.0,55508.0,68.32000000000001,71.72,82.37,True,1114.0,600.0,600.0,583.0,78.5,840000.0,0.07380796864794252,0.2122795558458524,0.07642064010450686,0.17700849118223383,40700.0,50600.0
William Penn University,IA,Private NonProfit,100.0,68412.0,1231.0,38337.0,37.31,55.03,60.61,False,,,,,67.5,743000.0,0.3290008123476848,0.12997562956945571,0.29488220958570266,0.14947197400487408,36900.0,46400.0
Baker University,KS,Private NonProfit,27.64,74316.0,1331.0,44473.0,62.05,93.41,78.69,True,1102.0,580.0,550.0,,78.8,830000.0,0.18031555221637866,0.22088655146506386,0.1585274229902329,0.17430503380916604,48500.0,59500.0
Benedictine College,KS,Private NonProfit,54.81,80484.0,1980.0,46309.0,65.02,96.78,83.59,True,1213.0,650.0,670.0,,66.7,735000.0,0.04696969696969697,0.13131313131313133,0.05303030303030303,0.1494949494949495,35500.0,45000.0
Bethany College,KS,Private NonProfit,100.0,65448.0,742.0,49294.0,34.04,68.32000000000001,49.8,False,1035.0,,,490.0,58.2,793000.0,0.14555256064690028,0.09299191374663072,0.11455525606469003,0.1091644204851752,32100.0,45100.0
