School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),RetentionRate_4yr,Female_Majority,SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Percent of Students Earning >$25K (6 Yrs after Entry),Percent of Students Earning >$25K (10 Yrs after Entry),LowIncRatio_10yr,HighIncRatio_10yr,LowIncRatio_6yr,HighIncRatio_6yr,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry)
Western New Mexico University,NM,Public,42.86,81024.0,1534.0,17772.0,27.99,,64.14,True,,,,,48.2,598000.0,0.23533246414602346,0.024771838331160364,0.30247718383311606,0.03780964797913951,29400.0,35800.0
Vaughn College of Aeronautics and Technology,NY,Private NonProfit,100.0,116676.0,1438.0,46339.0,38.080000000000005,,77.61,False,,,,,70.5,797000.0,0.12726008344923506,0.011821974965229486,0.1411682892906815,0.03546592489568846,42300.0,59000.0
Adelphi University,NY,Private NonProfit,36.49,154068.0,5076.0,53535.0,72.58,74.61,82.12,True,1162.0,630.0,620.0,620.0,75.9,835000.0,0.05358550039401103,0.05240346729708432,0.04609929078014184,0.05338849487785658,49400.0,63000.0
Albany College of Pharmacy and Health Sciences,NY,Private NonProfit,76.14999999999999,112044.0,683.0,50326.0,74.65,75.19,85.41,True,1238.0,660.0,640.0,610.0,91.2,948000.0,0.11127379209370425,0.12445095168374817,0.1054172767203514,0.11859443631039532,94500.0,114200.0
Alfred University,NY,Private NonProfit,80.60000000000001,79296.0,1572.0,50643.0,60.74,64.11,67.03,False,1102.0,600.0,600.0,540.0,61.6,705000.0,0.0693384223918575,0.09987277353689568,0.06806615776081425,0.08206106870229007,34900.0,47300.0
Bard College,NY,Private NonProfit,63.27,137640.0,1932.0,74464.0,73.57000000000001,56.95,80.28999999999999,True,,,,,50.7,648000.0,0.024844720496894408,0.06262939958592133,0.03778467908902691,0.062111801242236024,31000.0,43700.0
Barnard College,NY,Private NonProfit,78.09,170004.0,2744.0,77758.0,90.0,13.6,92.78,True,1447.0,770.0,748.0,740.0,75.8,824000.0,0.022230320699708456,0.04045189504373178,0.021137026239067054,0.04008746355685131,52800.0,69700.0
Berkeley College-New York,NY,Private ForProfit,100.0,90720.0,2248.0,35385.0,31.480000000000004,,67.95,True,,,,,59.1,710999.9999999999,0.24154804270462635,0.05249110320284697,0.4488434163701068,0.04893238434163701,33700.0,44600.0
Beth Hamedrash Shaarei Yosher Institute,NY,Private NonProfit,,45612.0,96.0,15650.0,66.67,72.22,89.66,False,,,,,,,,,,,,
Phillips School of Nursing at Mount Sinai Beth Israel,NY,Private NonProfit,11.54,114828.0,254.0,,100.0,,,True,,,,,85.7,900000.0,0.12992125984251968,,,,64900.0,85600.0
Boricua College,NY,Private NonProfit,69.23,52752.0,510.0,22086.0,87.38,,87.1,True,,,,,46.0,649000.0000000001,0.46078431372549017,,0.692156862745098,,26400.0,35000.0
Canisius College,NY,Private NonProfit,44.52,100920.0,1957.0,39217.0,68.94,76.02,81.52000000000001,False,1152.0,620.0,620.0,,71.89999999999999,838000.0,0.06234031681144609,0.09095554420030659,0.058763413387838526,0.08329075114971896,37900.0,51100.0
Cazenovia College,NY,Private NonProfit,100.0,87636.0,747.0,51761.0,57.74,72.18,65.14,True,1003.0,550.0,566.0,,56.99999999999999,691999.9999999999,0.09772423025435073,0.107095046854083,0.12449799196787148,0.10174029451137885,30700.0,38800.0
Central Yeshiva Tomchei Tmimim Lubavitz,NY,Private NonProfit,68.75,42984.0,513.0,23867.0,16.470000000000002,95.24,65.25999999999999,False,,,,,35.4,418000.0,0.17738791423001948,,0.1442495126705653,,29800.0,37100.0
Clarkson University,NY,Private NonProfit,68.27,133368.0,2867.0,69456.0,75.62,77.99000000000001,87.2,False,1259.0,690.0,660.0,600.0,85.6,910000.0,0.03767003836763167,0.0603418207185211,0.025810952214858737,0.08022322985699337,56400.0,74200.0
Colgate University,NY,Private NonProfit,92.44,145032.0,3032.0,75000.0,90.87,27.47,93.51,True,1404.0,750.0,720.0,,79.10000000000001,885000.0,0.012203166226912929,0.03825857519788918,0.009234828496042216,0.02836411609498681,54300.0,81100.0
Metropolitan College of New York,NY,Private NonProfit,15.03,105840.0,509.0,34022.0,28.57,40.41,50.0,True,,,,,57.7,681000.0000000001,0.13555992141453832,,0.35363457760314343,,33900.0,40100.0
Columbia University in the City of New York,NY,Private NonProfit,48.78,235920.0,8148.0,79750.0,96.21,6.660000000000001,95.27,False,1517.0,800.0,770.0,790.0,85.5,884000.0,0.05510554737358861,0.047128129602356406,0.06148748159057437,0.034486990672557685,77900.0,115600.0
Cooper Union for the Advancement of Science and Art,NY,Private NonProfit,27.500000000000004,150156.0,806.0,61775.0,79.44,17.51,84.85000000000001,False,1422.0,790.0,710.0,,65.8,823000.0,0.033498759305210915,,0.04094292803970223,,49800.0,68600.0
Cornell University,NY,Private NonProfit,92.53,182892.0,14741.0,75204.0,95.36,10.71,95.77,True,1480.0,790.0,750.0,,85.1,903000.0,0.02571060307984533,0.059493928498745,0.022590054948782308,0.05664473237907876,76300.0,101200.0
CUNY Bernard M Baruch College,NY,Public,42.36,146136.0,15456.0,13569.0,72.53,40.71,87.62,False,1268.0,710.0,650.0,,74.0,820000.0,0.06644668737060042,0.004334886128364389,0.09135610766045549,0.008410973084886128,47500.0,63600.0
CUNY Brooklyn College,NY,Public,37.98,143076.0,14054.0,13802.0,54.49,49.74,82.19,True,1105.0,600.0,580.0,,59.5,735999.9999999999,0.08808880034153978,0.006119254304824249,0.08360609079265689,0.007471182581471467,36900.0,48800.0
College of Staten Island CUNY,NY,Public,37.21,141204.0,11345.0,15176.0,31.27,,81.14,True,,,,,55.60000000000001,698999.9999999999,0.06954605553107096,0.01498457470251212,0.08021154693697664,0.01859850154252975,33900.0,47500.0
CUNY City College,NY,Public,41.92,149916.0,11967.0,13667.0,59.72,50.54,80.08999999999999,True,1164.0,650.0,610.0,,59.0,773000.0,0.08857691986295646,0.007102866215425754,0.08063842232806885,0.007771371270995237,36800.0,50900.0
CUNY Graduate School and University Center,NY,Public,37.22,158448.0,2658.0,,,,,True,,,,,76.0,,0.018434913468773514,,0.03310759969902182,,52400.0,61600.0
CUNY Hunter College,NY,Public,33.35,146568.0,16921.0,13219.0,55.88999999999999,40.48,83.81,True,1259.0,690.0,650.0,,63.1,758000.0,0.06660362862714969,0.008096448200460966,0.06057561609833934,0.010342178358253058,39300.0,51800.0
CUNY John Jay College of Criminal Justice,NY,Public,36.61,137064.0,13324.0,13549.0,50.63,37.43,83.09,True,1093.0,580.0,580.0,,59.4,760999.9999999999,0.09824377063944761,0.007880516361453017,0.08503452416691684,0.00848093665565896,33800.0,50000.0
CUNY Lehman College,NY,Public,38.04,134616.0,12087.0,13704.0,53.18000000000001,47.010000000000005,80.60000000000001,True,1020.0,540.0,540.0,,63.8,759000.0000000001,0.08124431207081989,0.0023992719450649457,0.07379829568958385,0.003971208736659221,36700.0,47500.0
CUNY Medgar Evers College,NY,Public,42.03,132924.0,4793.0,15448.0,21.1,78.48,49.16,True,,,,,50.1,663000.0,0.14771541831838098,,0.16586688921343626,0.003338201543918214,30000.0,39400.0
CUNY New York City College of Technology,NY,Public,27.97,134484.0,14615.0,13563.0,18.49,79.07,61.71,False,,,,,54.1,710000.0,0.11358193636674649,0.00369483407458091,0.1270612384536435,0.0058843653780362645,32900.0,44700.0
CUNY Queens College,NY,Public,40.93,139620.0,15735.0,13768.0,53.37,53.49,83.26,True,1122.0,600.0,590.0,,61.7,763000.0,0.06476008897362567,0.006927232284715602,0.06342548458849698,0.00877025738798856,37200.0,52900.0
CUNY York College,NY,Public,32.62,133572.0,6283.0,13948.0,31.56,52.76,62.91,True,960.0,530.0,520.0,,59.4,728999.9999999999,0.10504536049657807,,0.11379914053795957,,33600.0,45300.0
D'Youville College,NY,Private NonProfit,71.03,96360.0,1431.0,38790.0,59.59,83.07,73.15,True,1064.0,580.0,570.0,530.0,77.5,789000.0000000001,0.0992313067784766,0.04682040531097135,0.1222921034241789,0.06359189378057302,50600.0,51700.0
Daemen University,NY,Private NonProfit,52.13,83988.0,1608.0,40900.0,57.76,61.78,79.13,True,,,,,71.5,795000.0,0.06654228855721393,0.06529850746268656,0.0845771144278607,0.08084577114427861,46400.0,48200.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,Private NonProfit,,50844.0,43.0,21683.0,16.669999999999998,88.24,90.91,False,,,,,,,,,,,,
Dominican College of Blauvelt,NY,Private NonProfit,36.2,101508.0,1304.0,43424.0,47.75,74.62,73.38,True,,,,480.0,71.8,802000.0,0.08512269938650306,0.08742331288343558,0.09662576687116564,0.0843558282208589,44200.0,52500.0
Elmira College,NY,Private NonProfit,57.69,65808.0,713.0,48133.0,67.78,83.13000000000001,68.66,True,1103.0,650.0,652.0,,69.1,786000.0000000001,0.10518934081346423,0.10238429172510519,0.08976157082748948,0.14305750350631136,36800.0,48500.0
Five Towns College,NY,Private ForProfit,20.16,63780.0,604.0,35154.0,46.28,47.0,67.44,False,,,,,46.6,650000.0,0.11754966887417219,0.11920529801324503,0.11092715231788079,0.1076158940397351,26300.0,40100.0
Fordham University,NY,Private NonProfit,100.0,171360.0,9099.0,71388.0,83.17,52.53,89.42,True,1334.0,710.0,700.0,680.0,78.5,836000.0,0.02923398175623695,0.07165622595889658,0.02824486207275525,0.08374546653478404,53600.0,67000.0
Hamilton College,NY,Private NonProfit,85.61,138924.0,1901.0,72190.0,90.6,18.41,92.18,True,1462.0,760.0,750.0,,73.7,907000.0,0.016307206733298264,0.03787480273540242,0.014729089952656496,0.04576538663861126,55300.0,74300.0
Hartwick College,NY,Private NonProfit,100.0,95436.0,1199.0,60479.0,57.99999999999999,93.1,74.47,True,1107.0,590.0,590.0,,66.0,748000.0,0.041701417848206836,0.058381984987489574,0.0633861551292744,0.08006672226855713,38300.0,49500.0
Hilbert College,NY,Private NonProfit,45.05,69360.0,735.0,31358.0,56.79,91.71,70.63000000000001,True,,,,,62.5,787000.0,0.12108843537414966,0.055782312925170066,0.15510204081632653,0.09115646258503401,33300.0,47700.0
Hobart William Smith Colleges,NY,Private NonProfit,87.21,102444.0,1812.0,74375.0,76.79,61.84,80.53,True,1279.0,670.0,670.0,,72.89999999999999,841000.0,0.02152317880794702,0.08057395143487858,0.02041942604856512,0.07119205298013245,46500.0,62700.0
Hofstra University,NY,Private NonProfit,43.3,164748.0,6065.0,62917.0,64.73,69.11,81.74,True,,,,,71.1,813999.9999999999,0.05638911788953009,0.11195383347073372,0.04798021434460017,0.08590272052761748,42800.0,59900.0
Houghton College,NY,Private NonProfit,58.57,70800.0,838.0,44952.0,64.83,79.97999999999999,87.72,True,,,,,60.7,750000.0,0.07398568019093078,0.10978520286396182,0.06801909307875895,0.09427207637231504,33300.0,42400.0
Iona College,NY,Private NonProfit,59.09,120264.0,2667.0,54052.0,59.75,85.95,77.07000000000001,False,1107.0,590.0,600.0,,75.2,831000.0,0.04311961004874391,0.11473565804274466,0.04049493813273341,0.08848893888263967,45900.0,60900.0
Ithaca College,NY,Private NonProfit,78.79,110160.0,4934.0,64006.0,77.52,75.68,77.09,True,,,,,73.0,849000.0,0.03607620591811917,0.10903931901094446,0.035873530603972435,0.11005269558167816,41200.0,57600.0
Jewish Theological Seminary of America,NY,Private NonProfit,55.22,146400.0,132.0,79512.0,89.47,58.330000000000005,78.95,True,1468.0,770.0,770.0,720.0,,,,,,,,
The Juilliard School,NY,Private NonProfit,39.09,97572.0,492.0,73642.0,93.75,7.64,93.97,False,,,,,42.2,578000.0,,0.09146341463414634,,0.08739837398373984,30900.0,47300.0
Kehilath Yakov Rabbinical Seminary,NY,Private NonProfit,,25668.0,158.0,14125.0,60.0,,90.7,False,,,,,,,,,,,,
Keuka College,NY,Private NonProfit,100.0,67812.0,1300.0,50240.0,53.13,90.91,64.77000000000001,True,,,,,69.6,775000.0,0.07461538461538461,0.06,0.1276923076923077,0.07615384615384616,42300.0,46700.0
LIM College,NY,Private ForProfit,6.4,75324.0,1345.0,47961.0,53.09,84.05,63.16,True,,,,530.0,77.10000000000001,781000.0000000001,0.06394052044609666,0.1204460966542751,0.09888475836431226,0.1553903345724907,42300.0,48900.0
Le Moyne College,NY,Private NonProfit,53.96,105192.0,2674.0,49194.0,78.29,74.74,82.92,True,1165.0,630.0,620.0,,74.2,840000.0,0.04450261780104712,0.0605833956619297,0.03552729992520568,0.062453253552729994,42200.0,55600.0
Long Island University,NY,Private NonProfit,43.93,147156.0,6000.0,50591.0,44.34,85.00999999999999,76.73,True,1194.0,650.0,640.0,550.0,64.7,773000.0,0.16633333333333333,0.07766666666666666,0.14333333333333334,0.064,41500.0,58400.0
Machzikei Hadath Rabbinical College,NY,Private NonProfit,,58200.0,158.0,17687.0,47.22,94.74,97.06,False,,,,,,,,,,,,
Manhattan College,NY,Private NonProfit,52.26,136764.0,3352.0,57992.0,70.28,77.64999999999999,83.1,False,,,,590.0,83.89999999999999,879000.0,0.028341288782816228,0.07159904534606205,0.034904534606205254,0.06324582338902147,54000.0,70800.0
Manhattan School of Music,NY,Private NonProfit,28.39,85452.0,497.0,70925.0,74.33999999999999,41.56,97.39,True,,,,,34.5,450000.0,,0.060362173038229376,,,23700.0,40700.0
Manhattanville College,NY,Private NonProfit,35.67,103392.0,1373.0,51214.0,63.88,89.81,79.7,True,,,,,70.1,775000.0,0.04734158776402039,0.07428987618353969,0.06263656227239621,0.07574654042243263,39500.0,50700.0
Marist College,NY,Private NonProfit,43.23,117096.0,5210.0,60670.0,84.74000000000001,55.05,88.29,True,,,,,79.60000000000001,846000.0,0.025335892514395393,0.08829174664107485,0.02744721689059501,0.07677543186180422,48200.0,62600.0
Marymount Manhattan College,NY,Private NonProfit,24.65,103080.0,1662.0,59167.0,57.98,88.18,67.14,True,1109.0,620.0,580.0,580.0,60.4,718999.9999999999,0.06979542719614922,0.11672683513838748,0.07160048134777376,0.12454873646209386,34000.0,45500.0
Medaille College,NY,Private NonProfit,28.93,67740.0,1394.0,36840.0,37.31,71.8,54.620000000000005,True,,,,,63.7,762000.0,0.09971305595408896,0.07173601147776183,0.10616929698708752,0.0667144906743185,35400.0,44200.0
Mercy College,NY,Private NonProfit,24.34,113880.0,6409.0,29754.0,48.17,81.96,73.57000000000001,True,1025.0,550.0,560.0,,64.3,700999.9999999999,0.06303635512560461,0.021844281479169916,0.13028553596504916,0.03183023872679045,37800.0,44600.0
Mesivta Torah Vodaath Rabbinical Seminary,NY,Private NonProfit,,24168.0,364.0,20260.0,37.5,90.0,92.31,False,,,,,24.1,,,,,,,
Mesivtha Tifereth Jerusalem of America,NY,Private NonProfit,,46476.0,44.0,16750.0,8.7,84.21,75.0,False,,,,,,,,,,,,
Molloy College,NY,Private NonProfit,27.26,130452.0,3401.0,46531.0,72.86,74.14,87.69,True,1172.0,630.0,620.0,560.0,82.19999999999999,843000.0,0.039694207586004115,0.03498970890914437,0.040870332255219056,0.04851514260511614,55400.0,64100.0
Mount Saint Mary College,NY,Private NonProfit,36.11,106644.0,1780.0,47103.0,60.49,90.17,77.98,True,1080.0,570.0,580.0,,70.3,785000.0,0.056741573033707866,0.07977528089887641,0.06685393258426967,0.08426966292134831,42900.0,51700.0
College of Mount Saint Vincent,NY,Private NonProfit,25.17,107016.0,2235.0,51240.0,62.67,92.68,75.51,True,1002.0,540.0,550.0,490.0,72.39999999999999,828000.0,0.04161073825503356,0.03847874720357942,0.05100671140939597,0.02774049217002237,46200.0,61000.0
Nazareth College,NY,Private NonProfit,41.83,97020.0,2138.0,51405.0,71.22,75.68,84.69,True,,,,,74.0,804000.0000000001,0.045369504209541625,0.0715622076707203,0.03928905519176801,0.07015902712815715,39500.0,45800.0
The New School,NY,Private NonProfit,19.55,143868.0,6339.0,71907.0,69.13,69.1,70.53,True,1269.0,680.0,680.0,,62.0,691999.9999999999,0.07509070831361414,0.0533207130462218,0.08755324183625178,0.06578324656885944,41300.0,55200.0
New York University,NY,Private NonProfit,99.44,185700.0,27276.0,73759.0,87.78,21.09,90.12,True,1458.0,800.0,740.0,730.0,75.6,818999.9999999999,0.03405924622378648,0.06478222613286405,0.03933861269980936,0.05686317641882974,55900.0,78600.0
Niagara University,NY,Private NonProfit,100.0,110736.0,2719.0,47384.0,77.36,92.41,80.47999999999999,True,1118.0,600.0,600.0,,72.8,784000.0000000001,0.05185730047811696,0.07613093048915043,0.04560500183891136,0.07208532548731152,37000.0,45300.0
New York Institute of Technology,NY,Private NonProfit,32.87,146448.0,3414.0,49465.0,50.0,74.68,76.35,False,1190.0,660.0,630.0,,70.0,809000.0000000001,0.14001171646162858,0.09021675454012888,0.09050966608084358,0.06502636203866433,45500.0,68100.0
New York School of Interior Design,NY,Private NonProfit,4.55,,401.0,53522.0,61.53999999999999,67.25,66.67,True,,,,630.0,69.39999999999999,752000.0,0.05236907730673317,0.04738154613466334,0.08478802992518704,0.0399002493765586,40100.0,53300.0
Nyack College,NY,Private NonProfit,35.08,84612.0,1171.0,38589.0,42.92,97.32,57.830000000000005,True,965.0,540.0,535.0,,61.5,708999.9999999999,0.1887275832621691,0.0982066609735269,0.19214346712211786,0.09308283518360376,38500.0,46700.0
Ohr Hameir Theological Seminary,NY,Private NonProfit,,59820.0,92.0,,0.0,100.0,,False,,,,,,,,,,,,
Pace University,NY,Private NonProfit,100.0,149124.0,7710.0,63709.0,58.51,82.87,73.42,True,1163.0,610.0,630.0,,74.2,830000.0,0.052140077821011675,0.052140077821011675,0.06212710765239948,0.0609597924773022,47400.0,66800.0
Paul Smiths College of Arts and Science,NY,Private NonProfit,78.95,63708.0,665.0,47001.0,54.73,67.42,73.19,False,,,,,58.7,679000.0000000001,0.09323308270676692,0.12180451127819548,0.11428571428571428,0.1293233082706767,31100.0,38400.0
Davis College,NY,Private NonProfit,,66672.0,43.0,26841.0,43.75,28.57,,False,,,,,37.5,583000.0,0.5348837209302325,,0.7906976744186046,,21600.0,33400.0
Pratt Institute-Main,NY,Private NonProfit,16.14,135252.0,3101.0,69497.0,71.25,65.94,74.62,True,1245.0,680.0,660.0,610.0,63.3,708000.0,0.054498548855207996,0.07965172524991938,0.06256046436633345,0.0854563044179297,40200.0,48900.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,Private NonProfit,,67608.0,138.0,19450.0,32.14,97.96,83.33,False,,,,,,,,,,,,
Rabbinical College Bobover Yeshiva Bnei Zion,NY,Private NonProfit,33.33,46260.0,379.0,14878.0,89.13,,95.45,False,,,,,18.8,259000.0,0.08970976253298153,,0.0870712401055409,,22900.0,32700.0
Rabbinical Seminary Mkor Chaim,NJ,Private NonProfit,,10668.0,34.0,,0.0,100.0,,False,,,,,,,,,,,,
Rabbinical College of Long Island,NY,Private NonProfit,100.0,60276.0,160.0,17700.0,,80.0,94.74,False,,,,,,,,,,,,
Rabbinical Seminary of America,NY,Private NonProfit,92.86,28584.0,281.0,19100.0,26.790000000000003,98.28,20.62,False,,,,,,,,,,,,
Rensselaer Polytechnic Institute,NY,Private NonProfit,88.2,157344.0,6265.0,73816.0,86.92,57.26,90.93,False,1410.0,780.0,720.0,,88.7,915000.0,0.018355945730247406,0.061133280127693534,0.017877094972067038,0.0616121308858739,66700.0,86000.0
Roberts Wesleyan College,NY,Private NonProfit,95.0,77448.0,1197.0,45599.0,58.98,75.81,82.73,True,1146.0,630.0,620.0,570.0,64.8,748000.0,0.055973266499582286,0.06850459482038429,0.06098579782790309,0.059314954051796154,39100.0,45700.0
Rochester Institute of Technology,NY,Private NonProfit,71.55,126612.0,12489.0,61063.0,71.44,73.86,86.41,False,1341.0,730.0,690.0,630.0,76.0,843000.0,0.04812234766594603,0.06613820161742333,0.04483945872367683,0.06990151333173192,50600.0,67800.0
University of Rochester,NY,Private NonProfit,93.46,154212.0,6299.0,75190.0,85.82,35.43,92.06,True,1429.0,790.0,720.0,,74.2,848000.0,0.022384505477059852,0.05397682171773297,0.024289569772979837,0.04064137164629306,49300.0,74300.0
Russell Sage College,NY,Private NonProfit,86.47,75132.0,1235.0,46287.0,61.84,74.31,77.35,True,,,,,69.3,755999.9999999999,0.09554655870445344,0.06396761133603239,0.11983805668016194,0.05425101214574899,39400.0,47100.0
St Bonaventure University,NY,Private NonProfit,65.83,78900.0,1803.0,50646.0,73.79,76.31,85.98,False,1151.0,618.0,610.0,550.0,70.3,824000.0,0.03216860787576262,0.07709373266777593,0.03383250138657792,0.09095951192457016,37700.0,52700.0
St. Francis College,NY,Private NonProfit,25.8,105996.0,2637.0,32776.0,53.92,84.52,73.41,True,964.0,560.0,470.0,500.0,60.2,747000.0,0.05005688282138794,0.02464922260144103,0.06408797876374668,0.02882062950322336,37700.0,50300.0
St Lawrence University,NY,Private NonProfit,80.60000000000001,122484.0,2256.0,73045.0,79.83,47.260000000000005,88.1,True,1301.0,680.0,680.0,,69.89999999999999,838000.0,0.018617021276595744,0.04920212765957447,0.016843971631205674,0.04565602836879433,43400.0,60100.0
The College of Saint Rose,NY,Private NonProfit,52.6,94716.0,2239.0,48125.0,58.91,81.88,73.44000000000001,True,,,,,68.0,795000.0,0.0611880303707012,0.09289861545332738,0.07056721750781599,0.09200535953550693,36400.0,44800.0
St. Thomas Aquinas College,NY,Private NonProfit,39.01,108060.0,1095.0,47572.0,60.52,86.83999999999999,75.31,False,1036.0,580.0,570.0,510.0,67.2,807000.0,0.062100456621004566,0.13881278538812786,0.045662100456621,0.10228310502283106,36400.0,50500.0
Sarah Lawrence College,NY,Private NonProfit,38.87,122748.0,1290.0,74123.0,72.47,54.63,70.1,True,1333.0,690.0,720.0,,57.3,700999.9999999999,0.03488372093023256,0.07906976744186046,0.04108527131782946,0.08759689922480621,31400.0,48000.0
Sh'or Yoshuv Rabbinical College,NY,Private NonProfit,86.67,59268.0,178.0,,16.669999999999998,100.0,100.0,False,,,,,,,,,,,,
Siena College,NY,Private NonProfit,63.33,106764.0,3266.0,58200.0,80.82000000000001,80.66,89.66,True,,,,,80.80000000000001,883000.0,0.02510716472749541,0.0747091243110839,0.024188609920391915,0.07348438456827924,46000.0,62300.0
Skidmore College,NY,Private NonProfit,82.34,121440.0,2574.0,74140.0,86.19,32.17,87.59,True,1324.0,703.0,700.0,670.0,68.8,789000.0000000001,0.02292152292152292,0.03535353535353535,0.019036519036519036,0.03651903651903652,41900.0,57000.0
St. Joseph's University-New York,NY,Private NonProfit,100.0,109764.0,3879.0,35122.0,70.36,70.67,83.93,True,1120.0,600.0,600.0,540.0,71.6,821999.9999999998,0.055426656354730604,0.06780097963392627,0.05594225315803042,0.060582624387728795,41600.0,53900.0
Saint John Fisher College,NY,Private NonProfit,100.0,104208.0,2679.0,49242.0,71.81,68.41000000000001,89.52,True,1161.0,630.0,610.0,560.0,78.9,839000.0,0.052258305337812616,0.0765210899589399,0.06196341918626353,0.08212019410227697,43400.0,52500.0
St. John's University-New York,NY,Private NonProfit,44.98,148980.0,10350.0,55877.0,64.36,75.07000000000001,83.17,True,1198.0,660.0,640.0,,70.39999999999999,823000.0,0.06975845410628019,0.06144927536231884,0.07024154589371981,0.06434782608695652,48100.0,62400.0
SUNY College of Technology at Canton,NY,Public,64.74,81864.0,3033.0,23026.0,40.91,83.00999999999999,70.26,True,1029.0,570.0,560.0,,51.5,675000.0,0.09528519617540389,0.03989449390042862,0.1312232113419057,0.05341246290801187,31500.0,39600.0
SUNY College of Agriculture and Technology at Cobleskill,NY,Public,66.23,80652.0,2073.0,25633.0,43.21,80.0,76.02,True,1010.0,550.0,560.0,,52.2,687000.0,0.1104679208876025,0.06464061746261457,0.1085383502170767,0.0742884708152436,29700.0,39500.0
Farmingdale State College,NY,Public,32.46,101016.0,9462.0,16856.0,53.2,60.16,82.84,False,1075.0,580.0,570.0,,71.5,800000.0,0.029169308814204185,0.020186007186641302,0.034559289790741916,0.026949904882688648,44800.0,55800.0
SUNY at Albany,NY,Public,59.81999999999999,118848.0,13051.0,26563.0,65.0,57.15,83.04,True,1177.0,630.0,620.0,,72.0,833000.0,0.051260439813041146,0.05524480882690982,0.04850203049574745,0.05049421500268179,41000.0,57600.0
Binghamton University,NY,Public,72.63,120420.0,14300.0,28010.0,81.72,43.03,92.02,True,1376.0,740.0,710.0,670.0,75.4,855000.0,0.03573426573426573,0.044055944055944055,0.025524475524475523,0.04048951048951049,47700.0,68100.0
University at Buffalo,NY,Public,65.45,127968.0,22059.0,26958.0,75.11,66.95,86.94,False,1230.0,670.0,640.0,,74.9,830000.0,0.04079967360261118,0.038261027245115375,0.03381839611949771,0.03291173670610635,46100.0,62100.0
Stony Brook University,NY,Public,63.0,149616.0,17962.0,26270.0,76.28,48.91,90.18,True,1337.0,750.0,690.0,660.0,70.6,832000.0,0.051163567531455297,0.03045317893330364,0.03924952677875515,0.027947889989978845,44000.0,62600.0
SUNY College of Environmental Science and Forestry,NY,Public,80.24,105588.0,1714.0,29680.0,77.2,60.17,86.36,False,1237.0,650.0,650.0,,64.2,783000.0,0.047257876312718786,0.05367561260210035,0.046674445740956826,0.0764294049008168,36000.0,49800.0
SUNY Polytechnic Institute,NY,Public,54.88,114636.0,2097.0,23194.0,53.6,73.3,82.43,False,1177.0,690.0,660.0,,73.6,839000.0,0.09632808774439676,0.04291845493562232,0.060085836909871244,0.030042918454935622,45200.0,55900.0
SUNY Brockport,NY,Public,60.4,91668.0,6239.0,24340.0,65.81,58.10999999999999,75.58,True,1089.0,580.0,580.0,530.0,67.9,797000.0,0.0674787626222151,0.06908158358711332,0.06763904471870492,0.06475396698188812,36200.0,45500.0
SUNY Buffalo State,NY,Public,49.72,95448.0,7207.0,23111.0,40.41,80.07,64.52,True,960.0,530.0,530.0,,63.9,749000.0000000001,0.1033717219370057,0.057860413486887745,0.10309421395865132,0.056056611627584296,33700.0,42200.0
SUNY Cortland,NY,Public,58.95,82512.0,6243.0,25585.0,67.31,52.2,84.76,True,1164.0,610.0,610.0,,70.89999999999999,815000.0,0.03908377382668589,0.06615409258369374,0.03235623898766619,0.06551337497997757,38100.0,49200.0
SUNY at Fredonia,NY,Public,58.81,86232.0,3829.0,23327.0,62.45,72.25,76.88000000000001,True,1112.0,600.0,610.0,,58.9,774000.0000000001,0.055628101331940454,0.07182031862104989,0.055628101331940454,0.10054844606946983,32900.0,44700.0
SUNY College at Geneseo,NY,Public,67.23,92676.0,4820.0,26266.0,78.13,61.36000000000001,84.99,True,1234.0,660.0,650.0,,70.7,841000.0,0.03257261410788382,0.05933609958506224,0.025518672199170124,0.054979253112033194,39400.0,53400.0
State University of New York at New Paltz,NY,Public,53.510000000000005,89292.0,6445.0,25615.0,75.86,62.02,87.01,True,1187.0,630.0,630.0,600.0,64.1,791000.0000000001,0.0460822342901474,0.043910007757951904,0.04453064391000776,0.05678820791311094,36000.0,48700.0
SUNY Oneonta,NY,Public,62.55,82980.0,6178.0,25628.0,75.61,62.95,83.17999999999999,True,1034.0,561.0,560.0,,64.60000000000001,781000.0000000001,0.04014244091939139,0.05924247329232762,0.03399158303658142,0.06345095500161865,35600.0,46700.0
SUNY College at Oswego,NY,Public,67.03,87096.0,6623.0,24970.0,64.83,68.89999999999999,81.34,True,1112.0,590.0,600.0,,64.7,779000.0000000001,0.05375207609844481,0.06824701796768835,0.05360108712064019,0.07428657707987317,35800.0,47100.0
SUNY College at Potsdam,NY,Public,73.82,78048.0,2824.0,23964.0,50.370000000000005,71.66,79.67999999999999,True,,,,,55.60000000000001,710000.0,0.08109065155807366,0.06550991501416431,0.07436260623229461,0.06728045325779036,31100.0,41300.0
