School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Monthly Salary,Student Enrollment Size,RetentionRate_4yr,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Female_Majority,MeanEarningsGenderDiff10
Saint Edward's University,TX,Private NonProfit,49.26,9170.0,3009.0,72.37,61707.0,67.12,91.31,,,,600.0,41200.0,55700.0,True,14600.0
University of St Thomas,TX,Private NonProfit,89.94,7910.0,2330.0,83.33,42652.0,65.92,96.09,,,,580.0,42400.0,59600.0,True,13500.0
Sam Houston State University,TX,Public,80.15,7918.0,18811.0,78.9,22885.0,57.78,92.5,1051.0,550.0,570.0,,39300.0,49700.0,True,18500.0
Schreiner University,TX,Private NonProfit,61.260000000000005,5877.0,1074.0,64.4,41896.0,51.28,96.15,1043.0,570.0,590.0,520.0,35400.0,44300.0,True,9900.0
St. Mary's University,TX,Private NonProfit,66.36999999999999,9661.0,2125.0,74.26,42354.0,59.06,85.42999999999999,1127.0,600.0,620.0,,38900.0,52000.0,True,12100.0
Southern Methodist University,TX,Private NonProfit,68.44,13370.0,6793.0,90.33,76346.0,81.03,52.67,1388.0,740.0,710.0,690.0,68100.0,77900.0,False,17900.0
Southwestern Assemblies of God University,TX,Private NonProfit,49.24,6297.0,1591.0,71.52,34268.0,48.85,88.75999999999999,1012.0,550.0,570.0,,30400.0,38700.0,True,12800.0
Southwestern University,TX,Private NonProfit,77.62,8471.0,1505.0,85.78,57825.0,73.22999999999999,49.370000000000005,1223.0,640.0,660.0,,41500.0,63400.0,True,11600.0
Stephen F Austin State University,TX,Public,70.82000000000001,7867.0,10007.0,76.95,22178.0,53.65,76.11,1073.0,560.0,590.0,,36700.0,46400.0,True,14200.0
Texas State University,TX,Public,78.05,8480.0,33193.0,76.81,23453.0,55.06,84.54,1104.0,580.0,600.0,530.0,40600.0,51100.0,True,14400.0
Southwestern Adventist University,TX,Private NonProfit,41.23,6342.0,719.0,78.5,31865.0,42.68,62.3,1025.0,530.0,570.0,360.0,39000.0,47100.0,True,4600.0
Sul Ross State University,TX,Public,64.71000000000001,6622.0,1784.0,51.66,20332.0,30.49,80.83,960.0,520.0,527.0,430.0,34600.0,41400.0,True,15000.0
Tarleton State University,TX,Public,63.52,7589.0,11893.0,69.01,22730.0,45.75,57.75,1044.0,550.0,570.0,500.0,38200.0,47700.0,True,16600.0
The University of Texas Health Science Center at San Antonio,TX,Public,72.8,9453.0,804.0,,,,,,,,,67500.0,111500.0,True,86400.0
The University of Texas Medical Branch at Galveston,TX,Public,98.5,8936.0,708.0,,,,,,,,,71000.0,76800.0,True,10200.0
Texas A & M University-Kingsville,TX,Public,80.23,9669.0,5114.0,72.14,22645.0,44.71,87.92,1012.0,540.0,550.0,,39500.0,49300.0,False,20700.0
Texas A & M University-College Station,TX,Public,87.21,12231.0,54942.0,94.39,29920.0,82.53,63.27,1300.0,700.0,680.0,610.0,53600.0,67800.0,False,23800.0
The University of Texas at Arlington,TX,Public,63.45,10316.0,34726.0,75.61,23902.0,52.44,87.75,1160.0,630.0,620.0,560.0,43700.0,54000.0,True,13200.0
The University of Texas at Austin,TX,Public,84.17999999999999,13745.0,39624.0,96.65,27397.0,87.56,31.95,1349.0,750.0,720.0,690.0,52200.0,73900.0,True,21200.0
The University of Texas at Dallas,TX,Public,77.14999999999999,12817.0,21186.0,90.14,27120.0,69.15,79.36,1345.0,740.0,710.0,650.0,47800.0,61400.0,False,14400.0
The University of Texas at El Paso,TX,Public,69.56,9235.0,21070.0,77.21000000000001,18291.0,44.43,99.97,,,,,35300.0,43300.0,True,7200.0
The University of Texas at Tyler,TX,Public,73.59,8469.0,6840.0,64.48,20730.0,43.36,91.63,1135.0,600.0,620.0,560.0,42900.0,50500.0,True,16400.0
Texas Christian University,TX,Private NonProfit,99.86,12209.0,9689.0,91.68,68072.0,82.03,48.03,1269.0,660.0,660.0,640.0,50300.0,62600.0,True,19200.0
Texas College,TX,Private NonProfit,86.83999999999999,4610.0,764.0,41.49,21620.0,14.12,,,,,,24600.0,28000.0,False,5100.0
Texas Lutheran University,TX,Private NonProfit,58.67,7385.0,1430.0,69.21000000000001,42208.0,55.34,59.3,1098.0,580.0,590.0,520.0,38600.0,51100.0,True,13400.0
The University of Texas Permian Basin,TX,Public,53.21,8346.0,3646.0,64.79,17323.0,40.59,87.9,1015.0,540.0,570.0,,44800.0,52300.0,True,25500.0
The University of Texas at San Antonio,TX,Public,76.36,9721.0,29169.0,77.53999999999999,18923.0,46.31,83.54,1116.0,600.0,610.0,540.0,38800.0,49600.0,True,12400.0
Texas Southern University,TX,Public,68.94,7907.0,5298.0,50.66,23173.0,18.76,66.36999999999999,975.0,520.0,520.0,430.0,30300.0,37600.0,True,3100.0
Texas Tech University,TX,Public,86.25,9465.0,32412.0,87.48,23191.0,63.42,70.03,1174.0,620.0,620.0,570.0,46800.0,61600.0,False,21900.0
Texas Wesleyan University,TX,Private NonProfit,34.14,8097.0,1403.0,63.72,47135.0,33.660000000000004,46.79,1081.0,580.0,580.0,510.0,38200.0,44400.0,True,9700.0
Texas Woman's University,TX,Public,98.05,8764.0,9297.0,77.37,19418.0,48.14,93.68,1067.0,560.0,580.0,510.0,42800.0,49100.0,True,14700.0
Trinity University,TX,Private NonProfit,79.11,11126.0,2491.0,88.82,60664.0,79.17,33.62,1355.0,710.0,710.0,,48900.0,68000.0,True,17600.0
The University of Texas Health Science Center at Houston,TX,Public,59.21999999999999,10613.0,687.0,,,,,,,,,71100.0,138400.0,True,101600.0
Texas Tech University Health Sciences Center,TX,Public,96.25,8955.0,1393.0,,,,,,,,,76700.0,100600.0,True,79500.0
Wayland Baptist University,TX,Private NonProfit,100.0,5306.0,2803.0,37.61,35240.0,24.56,81.44,1014.0,540.0,550.0,460.0,41300.0,47200.0,True,18900.0
West Texas A & M University,TX,Public,79.86,7965.0,7326.0,81.99,20456.0,44.29,58.25,1046.0,570.0,560.0,,39300.0,46700.0,True,13700.0
Wiley College,TX,Private NonProfit,64.29,4832.0,615.0,70.27,23938.0,31.0,,,,,,26400.0,30700.0,True,3900.0
Brigham Young University,UT,Private NonProfit,71.76,11728.0,33376.0,91.64,18936.0,75.44999999999999,69.25,1335.0,710.0,700.0,660.0,46600.0,71500.0,True,60900.0
Brigham Young University-Hawaii,HI,Private NonProfit,100.0,10126.0,3107.0,64.03999999999999,19641.0,66.83,75.02,1166.0,620.0,630.0,,35600.0,49100.0,True,30500.0
Dixie State University,UT,Public,38.74,7064.0,8812.0,59.47,17802.0,34.56,,,,,,32500.0,41400.0,True,23200.0
Eagle Gate College-Murray,UT,Private ForProfit,32.0,6052.0,241.0,73.68,22097.0,41.94,,,,,,25600.0,31600.0,True,12900.0
Southern Utah University,UT,Public,75.67,7226.0,8356.0,72.33000000000001,19854.0,45.52,75.56,1183.0,600.0,620.0,570.0,34100.0,45500.0,True,31000.0
Utah State University,UT,Public,96.92,9396.0,21087.0,73.32,19886.0,49.830000000000005,91.04,1217.0,660.0,660.0,,37400.0,49600.0,True,34300.0
Utah Valley University,UT,Public,43.6,8339.0,28120.0,67.13,13597.0,31.9,,,,,,38700.0,50700.0,False,32700.0
University of Utah,UT,Public,97.39,10820.0,23645.0,88.66000000000001,20303.0,67.10000000000001,79.4,1236.0,680.0,670.0,620.0,47200.0,63500.0,False,33600.0
Westminster College,UT,Private NonProfit,100.0,8085.0,1415.0,71.28,49060.0,69.08,87.45,1205.0,630.0,650.0,,44600.0,58100.0,True,22800.0
Bennington College,VT,Private NonProfit,48.8,9921.0,632.0,80.35,75972.0,71.2,59.99,,,,,28500.0,38400.0,True,9700.0
Castleton University,VT,Public,100.0,6942.0,1651.0,61.34,24841.0,56.720000000000006,88.31,1036.0,560.0,580.0,510.0,33800.0,40800.0,True,6800.0
Champlain College,VT,Private NonProfit,100.0,8703.0,3389.0,78.5,60478.0,66.03,85.15,,,,600.0,42200.0,54400.0,False,21800.0
Goddard College,VT,Private NonProfit,100.0,3286.0,155.0,83.33,33048.0,37.5,83.87,,,,,29100.0,39700.0,True,
Northern Vermont University,VT,Public,100.0,7047.0,1555.0,53.790000000000006,25051.0,44.080000000000005,75.77000000000001,,,,530.0,28500.0,35600.0,True,3500.0
Middlebury College,VT,Private NonProfit,89.67,12050.0,2571.0,88.75999999999999,74248.0,93.62,22.040000000000003,1444.0,770.0,750.0,760.0,47900.0,71900.0,True,33800.0
Norwich University,VT,Private NonProfit,45.21,7575.0,3182.0,81.58,59627.0,56.67,74.17,,,,,42400.0,57100.0,False,10900.0
Saint Michael's College,VT,Private NonProfit,100.0,8137.0,1501.0,86.22,61892.0,74.52,87.81,,,,,41400.0,57800.0,True,17000.0
Sterling College,VT,Private NonProfit,91.67,4276.0,124.0,70.83,51268.0,15.79,95.65,,,,,18400.0,,True,
University of Vermont,VT,Public,79.96,10558.0,10585.0,85.41,34707.0,75.91,71.32,1276.0,670.0,680.0,650.0,40400.0,55200.0,True,10300.0
Averett University,VA,Private NonProfit,100.0,6022.0,881.0,58.95,47321.0,50.23,69.38,984.0,530.0,560.0,,40300.0,49000.0,False,7600.0
Bluefield University,VA,Private NonProfit,100.0,5620.0,666.0,62.96000000000001,39307.0,35.95,76.02,,,,,39400.0,46000.0,True,12600.0
Bridgewater College,VA,Private NonProfit,81.08,6590.0,1552.0,71.25,51725.0,63.04,76.14,1082.0,580.0,590.0,540.0,34900.0,46600.0,True,9900.0
William & Mary,VA,Public,81.26,11669.0,6217.0,92.91,39595.0,91.25,42.16,1411.0,750.0,740.0,720.0,47400.0,74500.0,True,22500.0
Regent University,VA,Private NonProfit,72.68,8289.0,4231.0,77.12,30136.0,60.89,50.44,1110.0,580.0,640.0,,34800.0,45600.0,True,21900.0
Christopher Newport University,VA,Public,62.02,9102.0,4745.0,87.16000000000001,31733.0,79.85,76.42,,,,600.0,39300.0,52000.0,True,11800.0
Emory & Henry College,VA,Private NonProfit,100.0,7110.0,943.0,75.56,50310.0,54.04,75.41,1066.0,560.0,590.0,520.0,31800.0,45000.0,True,7200.0
Eastern Mennonite University,VA,Private NonProfit,95.15,5909.0,891.0,79.21000000000001,51275.0,60.42,71.82,1129.0,610.0,620.0,,38400.0,44700.0,True,5000.0
Ferrum College,VA,Private NonProfit,100.0,5652.0,962.0,55.77,50084.0,31.790000000000003,75.83,979.0,520.0,540.0,470.0,28100.0,41100.0,False,9400.0
George Mason University,VA,Public,52.51,11579.0,26514.0,86.07000000000001,25717.0,71.59,89.2,1208.0,650.0,650.0,,47000.0,63900.0,False,14600.0
Hampden-Sydney College,VA,Private NonProfit,90.99,8221.0,881.0,78.51,63310.0,71.03,47.010000000000005,1142.0,600.0,620.0,580.0,43900.0,59000.0,False,
Hampton University,VA,Private NonProfit,100.0,8528.0,3058.0,71.53,44252.0,57.38,36.0,,,,400.0,37700.0,50100.0,True,-5100.0
Hollins University,VA,Private NonProfit,60.9,7213.0,686.0,82.16,55893.0,61.59,80.78999999999999,1175.0,600.0,660.0,630.0,27600.0,37900.0,True,
James Madison University,VA,Public,84.88,9246.0,19550.0,89.2,27996.0,82.28,80.49,1207.0,630.0,650.0,,46100.0,63300.0,True,17500.0
Liberty University,VA,Private NonProfit,34.4,5841.0,47432.0,80.78999999999999,40567.0,54.09,50.13,1172.0,610.0,640.0,580.0,35800.0,41400.0,True,15700.0
Longwood University,VA,Public,100.0,7333.0,3525.0,78.52,28821.0,67.25999999999999,87.33999999999999,1052.0,550.0,590.0,,36200.0,45300.0,True,13200.0
University of Lynchburg,VA,Private NonProfit,64.82,7976.0,1801.0,78.2,54119.0,57.23,97.27,,,,540.0,35500.0,48800.0,True,10300.0
Mary Baldwin University,VA,Private NonProfit,23.06,6864.0,1395.0,62.72,43427.0,42.41,87.1,1042.0,540.0,580.0,570.0,30800.0,39500.0,True,
University of Mary Washington,VA,Public,73.02,8039.0,3981.0,79.41,28327.0,65.24,75.49,1195.0,610.0,660.0,600.0,40300.0,56200.0,True,11600.0
Marymount University,VA,Private NonProfit,45.79,8422.0,2011.0,71.1,47495.0,53.71,85.26,1089.0,570.0,600.0,,45000.0,57000.0,True,6900.0
Sentara College of Health Sciences,VA,Private NonProfit,51.56,7615.0,275.0,,,,,,,,,50800.0,53900.0,True,
Norfolk State University,VA,Public,100.0,8393.0,4977.0,67.58999999999999,26439.0,39.39,91.07,935.0,500.0,520.0,430.0,30000.0,38800.0,True,2000.0
Old Dominion University,VA,Public,94.25,8855.0,19391.0,76.38000000000001,25722.0,52.73,95.41,1071.0,570.0,600.0,,38300.0,48700.0,True,12900.0
Radford University,VA,Public,68.28,8295.0,7267.0,74.88,24234.0,56.02,78.68,,,,,37700.0,48000.0,True,13600.0
Randolph-Macon College,VA,Private NonProfit,65.57,8495.0,1551.0,87.47,56509.0,65.57,71.31,1141.0,598.0,620.0,580.0,36800.0,54800.0,True,9100.0
Randolph College,VA,Private NonProfit,100.0,8207.0,496.0,71.33,58880.0,56.02,89.66,1060.0,560.0,600.0,550.0,33700.0,41500.0,True,
Bon Secours Memorial College of Nursing,VA,Private NonProfit,83.33,7889.0,456.0,,,,,,,,,50600.0,57500.0,True,
University of Richmond,VA,Private NonProfit,68.65,12012.0,3304.0,92.91,69606.0,87.96000000000001,30.9,1394.0,750.0,710.0,700.0,51900.0,78900.0,True,23100.0
Roanoke College,VA,Private NonProfit,85.79,7565.0,1899.0,78.55,61545.0,69.75,78.13,1155.0,610.0,630.0,598.0,37800.0,52000.0,True,8000.0
Shenandoah University,VA,Private NonProfit,59.440000000000005,8133.0,2152.0,81.91000000000001,47850.0,60.67,74.38,1123.0,600.0,630.0,540.0,42300.0,52300.0,True,1300.0
Southeastern Free Will Baptist Bible College,NC,Private NonProfit,31.25,4842.0,59.0,64.29,17258.0,47.620000000000005,,,,,,,,False,
Southern Virginia University,VA,Private NonProfit,82.47,5946.0,1056.0,69.13,29875.0,44.86,99.03,1205.0,643.0,688.0,550.0,29900.0,39100.0,False,29100.0
Strayer University-Virginia,VA,Private ForProfit,11.69,7262.0,3801.0,42.86,28284.0,12.5,,,,,,38400.0,53500.0,True,18500.0
Sweet Briar College,VA,Private NonProfit,80.43,7110.0,356.0,78.64,38835.0,31.82,75.94999999999999,1100.0,580.0,630.0,640.0,33300.0,43500.0,True,
University of Virginia's College at Wise,VA,Public,100.0,7840.0,1143.0,70.82000000000001,22795.0,51.8,82.57,1073.0,570.0,600.0,510.0,30000.0,43800.0,True,10600.0
Virginia Polytechnic Institute and State University,VA,Public,98.33,11654.0,29893.0,92.91,27283.0,86.08,65.77,1280.0,690.0,680.0,630.0,50400.0,67100.0,False,14600.0
Virginia Commonwealth University,VA,Public,68.06,10000.0,21334.0,83.11,31983.0,66.10000000000001,90.6,1163.0,610.0,640.0,590.0,37500.0,49700.0,True,7600.0
University of Virginia-Main Campus,VA,Public,94.89,14952.0,17076.0,96.71,34094.0,94.01,22.58,1426.0,770.0,740.0,720.0,56800.0,79400.0,True,24100.0
Virginia Military Institute,VA,Public,100.0,7054.0,1698.0,80.31,32420.0,85.39999999999999,59.88,1180.0,620.0,640.0,,44300.0,65200.0,False,
Virginia State University,VA,Public,65.36,7631.0,3653.0,62.44,23673.0,46.2,96.26,916.0,490.0,510.0,450.0,29000.0,38400.0,True,3200.0
Virginia Union University,VA,Private NonProfit,39.63,5527.0,1140.0,61.11,32082.0,35.63,75.35,851.0,460.0,480.0,,23800.0,34200.0,True,-700.0
Virginia Wesleyan University,VA,Private NonProfit,69.8,8715.0,1261.0,64.22,50408.0,49.75,73.99,1095.0,580.0,610.0,,31400.0,44100.0,True,10500.0
Washington and Lee University,VA,Private NonProfit,77.25,13180.0,1820.0,96.54,73900.0,93.42,24.51,1451.0,760.0,740.0,730.0,58900.0,93300.0,True,29500.0
Central Washington University,WA,Public,61.78,7710.0,10264.0,70.41,24008.0,58.35,85.99,1045.0,570.0,580.0,500.0,38900.0,50100.0,True,14800.0
City University of Seattle,WA,Private NonProfit,9.92,6800.0,855.0,,,,,,,,,48500.0,53400.0,True,20600.0
Cornish College of the Arts,WA,Private NonProfit,37.61,6558.0,481.0,59.09,50370.0,51.88,78.88,,,,,28000.0,33600.0,True,8200.0
Eastern Washington University,WA,Public,76.99000000000001,8781.0,8845.0,70.91,20480.0,53.15,78.94,993.0,530.0,560.0,520.0,37700.0,46700.0,True,12400.0
The Evergreen State College,WA,Public,77.17,7371.0,2053.0,60.63,24371.0,44.87,98.38,1076.0,563.0,620.0,590.0,28400.0,36900.0,True,5600.0
Gonzaga University,WA,Private NonProfit,60.79,9995.0,4836.0,92.22,61761.0,87.97,72.89,1272.0,680.0,670.0,,49400.0,63800.0,True,17800.0
Heritage University,WA,Private NonProfit,20.96,7540.0,794.0,84.44,25478.0,41.32,,,,,,31600.0,36800.0,True,7300.0
Bastyr University,WA,Private NonProfit,34.25,6751.0,94.0,,,,,,,,,35600.0,44500.0,True,
Northwest University,WA,Private NonProfit,26.46,7102.0,821.0,83.16,45095.0,57.74,92.77,1110.0,585.0,620.0,540.0,39900.0,46300.0,True,14000.0
Pacific Lutheran University,WA,Private NonProfit,69.54,8049.0,2509.0,79.86999999999999,56830.0,71.25,86.3,,,,600.0,39200.0,53500.0,True,11800.0
University of Puget Sound,WA,Private NonProfit,83.09,10460.0,1896.0,76.25999999999999,68072.0,77.07000000000001,86.85000000000001,,,,,40200.0,59100.0,True,12400.0
Saint Martin's University,WA,Private NonProfit,52.24,6516.0,1377.0,76.12,52603.0,61.44,94.19,1043.0,560.0,580.0,550.0,41000.0,51600.0,True,12700.0
Seattle Pacific University,WA,Private NonProfit,50.0,8536.0,2694.0,76.66,60834.0,65.49000000000001,90.62,1109.0,570.0,590.0,,40900.0,54200.0,True,18100.0
Seattle University,WA,Private NonProfit,78.25,9733.0,4230.0,82.0,63439.0,72.65,83.23,1249.0,670.0,660.0,630.0,48100.0,63200.0,True,10800.0
Walla Walla University,WA,Private NonProfit,100.0,5006.0,1454.0,77.53999999999999,39354.0,58.52,,,,,570.0,42400.0,50900.0,False,2200.0
Washington State University,WA,Public,78.10000000000001,10282.0,25084.0,80.56,26068.0,58.55,79.95,1123.0,600.0,610.0,550.0,44700.0,56600.0,True,15800.0
University of Washington-Seattle Campus,WA,Public,81.08999999999999,13441.0,31145.0,93.09,26825.0,82.0,55.86,1341.0,753.0,700.0,650.0,50300.0,69600.0,True,18300.0
Western Washington University,WA,Public,69.25,10277.0,14121.0,79.08,24465.0,67.54,93.51,1184.0,620.0,650.0,590.0,37400.0,50600.0,True,16400.0
Whitman College,WA,Private NonProfit,90.15,9760.0,1339.0,72.0,69532.0,85.75,54.13,1360.0,720.0,710.0,700.0,36300.0,59400.0,True,4100.0
Whitworth University,WA,Private NonProfit,95.83,7337.0,2359.0,80.88,60359.0,77.03999999999999,91.01,1171.0,630.0,640.0,,37200.0,48000.0,True,12900.0
Alderson Broaddus University,WV,Private NonProfit,67.95,5914.0,756.0,47.6,42676.0,31.790000000000003,52.76,972.0,520.0,530.0,490.0,39700.0,47000.0,False,9400.0
Appalachian Bible College,WV,Private NonProfit,56.41,2888.0,163.0,82.14,26291.0,44.12,48.74,1023.0,530.0,580.0,550.0,26400.0,33200.0,True,
Bethany College,WV,Private NonProfit,68.17999999999999,5967.0,564.0,74.6,45570.0,43.5,91.84,989.0,540.0,550.0,470.0,32600.0,44200.0,False,11100.0
Bluefield State College,WV,Public,63.21,6380.0,1231.0,59.760000000000005,18685.0,31.78,90.03,992.0,520.0,550.0,,29600.0,31900.0,True,11700.0
University of Charleston,WV,Private NonProfit,50.86000000000001,6704.0,2075.0,66.94,43829.0,46.39,61.48,1079.0,545.0,615.0,,39100.0,46800.0,False,7300.0
Concord University,WV,Public,65.63,6529.0,1452.0,63.93,16824.0,37.65,91.4,972.0,520.0,550.0,510.0,28900.0,35700.0,True,11800.0
Davis & Elkins College,WV,Private NonProfit,55.56,5692.0,702.0,69.31,42233.0,47.85,69.05,,,,,30100.0,40200.0,True,9700.0
Fairmont State University,WV,Public,93.1,6469.0,3298.0,69.27,17639.0,35.24,94.34,1020.0,540.0,570.0,,30500.0,38400.0,True,16800.0
Glenville State University,WV,Public,59.6,5792.0,1227.0,68.31,22507.0,32.26,,,,,480.0,27900.0,38400.0,False,15300.0
Marshall University,WV,Public,76.91,7926.0,7595.0,77.23,19586.0,50.33,89.25,1080.0,555.0,590.0,,32700.0,41700.0,True,11100.0
Shepherd University,WV,Public,62.760000000000005,7180.0,2479.0,73.1,17759.0,45.58,97.7,,,,,34400.0,43000.0,True,9400.0
West Virginia State University,WV,Public,67.78,6274.0,1716.0,60.22,19144.0,30.1,88.5,1008.0,530.0,560.0,480.0,28700.0,33800.0,True,7900.0
West Liberty University,WV,Public,57.53,6868.0,1868.0,73.49,22361.0,52.99,68.44,1039.0,540.0,580.0,520.0,30600.0,39500.0,True,11300.0
West Virginia University Institute of Technology,WV,Public,71.77,7649.0,1168.0,59.75,17464.0,27.69,55.120000000000005,1034.0,560.0,570.0,,39300.0,52700.0,False,10300.0
West Virginia Wesleyan College,WV,Private NonProfit,58.41,5966.0,977.0,71.78,46187.0,55.17999999999999,65.72,1020.0,540.0,550.0,530.0,34000.0,48800.0,True,11600.0
West Virginia University,WV,Public,79.23,10806.0,19669.0,82.04,22680.0,61.83,83.89,1152.0,610.0,620.0,,39300.0,52700.0,True,10300.0
Wheeling University,WV,Private NonProfit,29.21,7106.0,582.0,100.0,41651.0,41.67,76.82,1009.0,540.0,550.0,510.0,41800.0,49600.0,False,7300.0
Alverno College,WI,Private NonProfit,36.95,5907.0,1015.0,71.17999999999999,40724.0,43.16,78.23,,,,615.0,38600.0,40900.0,True,
Bellin College,WI,Private NonProfit,69.77,7645.0,383.0,82.14,30000.0,65.22,95.71,1140.0,,,,54700.0,62100.0,True,
Beloit College,WI,Private NonProfit,82.41000000000001,7035.0,924.0,90.35,63398.0,77.59,58.34,,,,,37200.0,47700.0,True,12600.0
Cardinal Stritch University,WI,Private NonProfit,28.03,6582.0,782.0,70.28999999999999,44172.0,53.48,76.9,1046.0,535.0,565.0,,46400.0,55400.0,True,17700.0
Carroll University,WI,Private NonProfit,36.23,7839.0,2878.0,82.47,45227.0,70.15,71.77,1165.0,623.0,610.0,,40200.0,47000.0,True,7100.0
Carthage College,WI,Private NonProfit,53.33,8353.0,2620.0,79.47,59175.0,62.36000000000001,76.63,1148.0,620.0,610.0,,38900.0,50100.0,True,13400.0
Concordia University-Wisconsin,WI,Private NonProfit,100.0,6737.0,2744.0,81.15,45936.0,60.940000000000005,70.53,1150.0,,,540.0,40400.0,47300.0,True,12000.0
Edgewood College,WI,Private NonProfit,51.32,6362.0,1339.0,78.39,44826.0,65.05,91.2,,,,,41500.0,47600.0,True,9900.0
Lakeland University,WI,Private NonProfit,19.72,6783.0,1594.0,61.46,43694.0,46.01,92.47,,,,,39400.0,45100.0,True,6900.0
Lawrence University,WI,Private NonProfit,85.52,8142.0,1419.0,86.58,62166.0,78.63,68.92,1323.0,710.0,700.0,,32600.0,48700.0,True,13100.0
Maranatha Baptist University,WI,Private NonProfit,54.64,4634.0,589.0,82.69,27793.0,55.56,80.5,1192.0,640.0,680.0,,32400.0,38700.0,True,27400.0
Marian University,WI,Private NonProfit,90.48,5787.0,1284.0,71.21,38372.0,48.39,67.67,1028.0,560.0,560.0,,40700.0,46700.0,True,13600.0
Marquette University,WI,Private NonProfit,60.46,9967.0,7828.0,88.25,59725.0,83.56,82.49,1285.0,680.0,660.0,640.0,54000.0,70700.0,True,17900.0
Milwaukee Institute of Art & Design,WI,Private NonProfit,40.14,5668.0,924.0,70.07,49204.0,51.39,61.95,,,,,28200.0,37500.0,True,6500.0
Milwaukee School of Engineering,WI,Private NonProfit,63.74999999999999,9394.0,2492.0,80.21000000000001,53885.0,69.53,60.09,1294.0,700.0,670.0,,58800.0,71100.0,False,12200.0
Mount Mary University,WI,Private NonProfit,36.0,6548.0,621.0,72.0,44284.0,51.3,53.010000000000005,984.0,540.0,620.0,453.0,37500.0,43000.0,True,
Northland College,WI,Private NonProfit,74.29,8336.0,553.0,66.46,50029.0,56.00000000000001,64.3,1138.0,583.0,600.0,585.0,27500.0,35500.0,True,4700.0
Ripon College,WI,Private NonProfit,95.45,7469.0,796.0,75.57000000000001,56059.0,67.30000000000001,74.06,1095.0,580.0,590.0,,34400.0,51300.0,True,9600.0
Saint Norbert College,WI,Private NonProfit,86.79,8416.0,1859.0,82.09,51383.0,72.57000000000001,84.25,1211.0,610.0,610.0,,39300.0,51300.0,True,14800.0
Viterbo University,WI,Private NonProfit,40.96,6741.0,1723.0,77.39,40825.0,64.13,79.25,1131.0,570.0,600.0,,41300.0,47400.0,True,-1000.0
University of Wisconsin-Whitewater,WI,Public,81.33,8088.0,9900.0,78.55,18252.0,61.98,79.92,1105.0,,,510.0,37500.0,45800.0,False,11200.0
University of Wisconsin-Eau Claire,WI,Public,78.19,7991.0,10093.0,82.35,20174.0,64.60000000000001,84.36,1170.0,,,,40200.0,50300.0,True,9700.0
University of Wisconsin-Green Bay,WI,Public,69.92,6909.0,6657.0,74.36,17509.0,56.61000000000001,89.82,1085.0,,,,36500.0,44500.0,True,10300.0
University of Wisconsin-La Crosse,WI,Public,85.5,7567.0,9375.0,85.96000000000001,17514.0,70.93,75.14999999999999,1185.0,,,,40100.0,52500.0,True,9600.0
Wisconsin Lutheran College,WI,Private NonProfit,88.16000000000001,6720.0,983.0,77.0,43118.0,64.09,95.62,1172.0,600.0,590.0,,37200.0,45300.0,True,22000.0
University of Wisconsin-Oshkosh,WI,Public,68.32000000000001,7648.0,9147.0,71.69,18125.0,55.510000000000005,78.58000000000001,1105.0,,,,37900.0,45600.0,True,8600.0
University of Wisconsin-Parkside,WI,Public,68.4,6980.0,3612.0,72.07000000000001,16320.0,38.65,66.31,1050.0,,,,32900.0,42600.0,True,10500.0
Herzing University-Madison,WI,Private NonProfit,11.0,6199.0,1642.0,75.0,29140.0,41.55,91.91,,,,,30100.0,41600.0,True,14300.0
University of Wisconsin-Stout,WI,Public,72.72999999999999,7508.0,6788.0,73.21,19704.0,60.01,90.1,1135.0,,,,41000.0,48700.0,False,17400.0
University of Wisconsin-Superior,WI,Public,78.29,6649.0,2040.0,64.62,18731.0,43.25,86.13,1085.0,,,,33200.0,39800.0,True,10800.0
University of Wisconsin-Madison,WI,Public,84.7,13363.0,31651.0,95.2,26393.0,88.35,57.25,1364.0,770.0,690.0,690.0,49600.0,68000.0,True,15400.0
University of Wisconsin-Milwaukee,WI,Public,63.55,8973.0,18910.0,75.17,21984.0,45.64,78.69,1105.0,,,,38500.0,48200.0,True,10600.0
University of Wisconsin-Platteville,WI,Public,81.87,7232.0,6757.0,77.45,18670.0,56.18,81.47999999999999,1150.0,,,,41300.0,51200.0,False,18600.0
University of Wisconsin-River Falls,WI,Public,67.06,7888.0,5238.0,77.25,17971.0,58.32000000000001,76.85,1120.0,,,,36700.0,44900.0,True,11500.0
University of Wisconsin-Stevens Point,WI,Public,80.14,7078.0,7258.0,79.32000000000001,18217.0,58.86,86.53999999999999,1105.0,,,,34500.0,43600.0,True,11700.0
University of Wyoming,WY,Public,98.52,9850.0,9140.0,79.53,20258.0,59.16,94.23,1185.0,620.0,620.0,,44200.0,54200.0,True,19700.0
University of Guam,GU,Public,57.69,8151.0,3096.0,75.0,13661.0,37.57,,,,,,25700.0,33300.0,True,4200.0
American University of Puerto Rico,PR,Private NonProfit,53.03,2984.0,278.0,75.0,17887.0,18.84,,,,,,17700.0,24200.0,True,7800.0
