School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Monthly Salary,Student Enrollment Size,RetentionRate_4yr,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Female_Majority,MeanEarningsGenderDiff10
Transylvania University,KY,Private NonProfit,74.78,7628.0,959.0,79.47999999999999,53097.0,73.95,92.12,1267.0,630.0,640.0,,34400.0,50100.0,True,4000.0
Union College,KY,Private NonProfit,100.0,4943.0,927.0,61.8,39439.0,27.73,57.330000000000005,1035.0,,,,28800.0,36400.0,False,9300.0
Western Kentucky University,KY,Public,72.41,7804.0,13086.0,76.79,21084.0,52.31,97.75,1130.0,580.0,600.0,,30800.0,38600.0,True,10000.0
Centenary College of Louisiana,LA,Private NonProfit,70.13000000000001,7092.0,552.0,76.16000000000001,55300.0,55.71,63.690000000000005,1191.0,590.0,600.0,,32900.0,52500.0,True,11500.0
Dillard University,LA,Private NonProfit,67.83,6619.0,1214.0,69.97,33421.0,49.54,65.31,1044.0,540.0,570.0,,27600.0,37900.0,True,200.0
Grambling State University,LA,Public,98.47,5993.0,4511.0,77.08,24332.0,42.11,93.22,942.0,520.0,480.0,460.0,26200.0,32800.0,True,2600.0
Louisiana State University Health Sciences Center-New Orleans,LA,Public,72.97,8412.0,904.0,,,,,,,,,65600.0,99800.0,True,87100.0
Louisiana State University-Alexandria,LA,Public,56.44,6012.0,3208.0,59.93000000000001,14207.0,31.22,63.54,1042.0,540.0,520.0,490.0,33000.0,36300.0,True,12700.0
Louisiana State University and Agricultural & Mechanical College,LA,Public,90.48,10089.0,25203.0,85.95,32724.0,69.56,73.38,1229.0,640.0,660.0,,45000.0,60100.0,True,22000.0
Louisiana State University-Shreveport,LA,Public,65.13,8091.0,2290.0,61.63,19065.0,36.94,82.67999999999999,1133.0,590.0,590.0,,36000.0,41000.0,True,12600.0
Louisiana College,LA,Private NonProfit,63.96,5746.0,868.0,61.18,27669.0,33.62,71.16,1082.0,520.0,600.0,470.0,35400.0,48300.0,False,16600.0
Louisiana Tech University,LA,Public,76.44,7908.0,7923.0,80.78,21927.0,61.42,63.57000000000001,1216.0,630.0,640.0,,38800.0,49200.0,False,21400.0
Loyola University New Orleans,LA,Private NonProfit,60.36,8463.0,3144.0,82.85,54417.0,58.88,72.39,1160.0,600.0,640.0,,36000.0,52300.0,True,7500.0
McNeese State University,LA,Public,100.0,6909.0,5825.0,71.63000000000001,19489.0,43.5,63.3,1136.0,620.0,620.0,,36600.0,45000.0,True,21800.0
University of New Orleans,LA,Public,70.50999999999999,8204.0,5985.0,69.87,20864.0,41.49,82.91,1088.0,610.0,660.0,,35200.0,43500.0,True,10100.0
New Orleans Baptist Theological Seminary,LA,Private NonProfit,100.0,6405.0,839.0,61.11,,9.09,,,,,,,,False,
Nicholls State University,LA,Public,100.0,6437.0,5664.0,75.49,21275.0,45.48,93.29,1104.0,590.0,580.0,510.0,37200.0,43800.0,True,22700.0
University of Louisiana at Monroe,LA,Public,70.61,7378.0,5676.0,74.18,20851.0,56.8,77.98,1118.0,590.0,580.0,550.0,38100.0,46300.0,True,17300.0
Northwestern State University of Louisiana,LA,Public,59.47,6485.0,8181.0,75.59,22940.0,47.49,94.85,1050.0,560.0,570.0,,35700.0,39600.0,True,12100.0
University of Holy Cross,LA,Private NonProfit,46.88,7675.0,549.0,67.21000000000001,23715.0,37.5,52.73,,,,,38700.0,40700.0,True,7500.0
Franciscan Missionaries of Our Lady University,LA,Private NonProfit,100.0,7499.0,944.0,79.66,26751.0,38.2,46.650000000000006,1120.0,,,,46400.0,49400.0,True,19600.0
Saint Joseph Seminary College,LA,Private NonProfit,73.33,3610.0,107.0,84.61999999999999,38070.0,62.5,,,,,,,,False,
Southeastern Louisiana University,LA,Public,82.12,6896.0,11084.0,72.1,21073.0,40.13,97.37,1105.0,,,,34600.0,42800.0,True,17800.0
Southern University and A & M College,LA,Public,93.31,7042.0,5350.0,60.08,23592.0,28.22,43.45,975.0,510.0,533.0,500.0,30800.0,39600.0,True,10200.0
Southern University at New Orleans,LA,Public,65.49000000000001,6169.0,1439.0,41.63,16762.0,18.84,72.0,925.0,,,460.0,26800.0,32100.0,True,6100.0
University of Louisiana at Lafayette,LA,Public,79.36999999999999,8214.0,12972.0,79.43,22948.0,51.17,67.28,1148.0,590.0,620.0,,37200.0,46400.0,True,20400.0
Tulane University of Louisiana,LA,Private NonProfit,66.89,12085.0,8537.0,91.98,75628.0,85.77,11.11,1427.0,770.0,730.0,720.0,48400.0,86300.0,True,25600.0
Xavier University of Louisiana,LA,Private NonProfit,84.48,9272.0,2502.0,77.03999999999999,36391.0,49.74,80.62,1112.0,580.0,570.0,540.0,46700.0,64500.0,True,4700.0
College of the Atlantic,ME,Private NonProfit,100.0,8453.0,364.0,88.57000000000001,54899.0,65.82000000000001,75.8,,,,,20500.0,27800.0,True,
Bates College,ME,Private NonProfit,89.59,11132.0,1876.0,89.75999999999999,73538.0,92.46,14.099999999999998,,,,,46000.0,74300.0,True,20400.0
Bowdoin College,ME,Private NonProfit,89.96,12445.0,1776.0,85.94000000000001,73800.0,94.99,9.16,,,,,57100.0,83300.0,True,21600.0
Colby College,ME,Private NonProfit,95.25,11579.0,2155.0,90.64,73600.0,90.42,10.27,1456.0,780.0,740.0,730.0,50200.0,71000.0,True,25400.0
University of Maine at Augusta,ME,Public,40.26,7339.0,3077.0,61.62,16948.0,18.82,,,,,,26000.0,30600.0,True,7600.0
University of Maine at Farmington,ME,Public,70.24000000000001,7335.0,1509.0,71.8,22802.0,60.0,94.61,,,,,27700.0,37500.0,True,11600.0
University of Maine at Fort Kent,ME,Public,39.74,6687.0,862.0,67.74,18521.0,39.06,99.83,,,,480.0,36000.0,37700.0,True,10600.0
University of Maine at Machias,ME,Public,53.190000000000005,7256.0,390.0,58.24,18704.0,28.18,,,,,,25400.0,29400.0,True,5800.0
University of Maine,ME,Public,70.32000000000001,10256.0,8870.0,77.99000000000001,24581.0,56.46,92.21,,,,578.0,37400.0,48300.0,False,12300.0
Maine Maritime Academy,ME,Public,77.06,12443.0,925.0,77.31,28208.0,74.25,52.14,1085.0,580.0,580.0,530.0,82000.0,107200.0,False,57500.0
University of Maine at Presque Isle,ME,Public,45.83,7499.0,911.0,70.95,17586.0,31.180000000000003,99.0,,,,,27600.0,35300.0,True,10200.0
University of New England,ME,Private NonProfit,54.75,8825.0,2300.0,75.26,56844.0,61.260000000000005,87.26,,,,560.0,41200.0,51000.0,True,9000.0
Maine College of Art & Design,ME,Private NonProfit,26.21,6127.0,376.0,64.41,51962.0,52.1,70.26,,,,,24000.0,32800.0,True,4400.0
Saint Joseph's College of Maine,ME,Private NonProfit,100.0,6365.0,1151.0,73.33,52614.0,58.940000000000005,86.72999999999999,1081.0,568.0,415.0,520.0,42500.0,47000.0,True,7100.0
University of Southern Maine,ME,Public,35.47,9290.0,5018.0,69.66,19582.0,36.05,87.92999999999999,1062.0,570.0,590.0,540.0,35600.0,44400.0,True,8300.0
Thomas College,ME,Private NonProfit,47.95,7004.0,757.0,75.24,40911.0,50.45,,,,,,31700.0,43400.0,False,13300.0
Unity College,ME,Private NonProfit,28.48,5508.0,1188.0,41.620000000000005,42474.0,46.52,99.77,,,,,27800.0,37400.0,True,9800.0
University of Baltimore,MD,Public,61.73,11251.0,1856.0,77.5,24521.0,33.629999999999995,79.93,1018.0,520.0,558.0,530.0,45100.0,63400.0,True,11700.0
Bowie State University,MD,Public,49.67,8851.0,5286.0,76.78,22891.0,43.1,81.21000000000001,936.0,500.0,520.0,470.0,34200.0,48700.0,True,6300.0
Capitol Technology University,MD,Private NonProfit,7.59,7102.0,359.0,80.25999999999999,40538.0,48.08,84.36,,,,,53000.0,68100.0,False,
Washington Adventist University,MD,Private NonProfit,19.77,5812.0,703.0,67.19000000000001,33721.0,42.11,93.95,,,,490.0,46700.0,46300.0,True,-3700.0
Coppin State University,MD,Public,50.62,8241.0,2084.0,64.72,17787.0,30.34,40.2,902.0,480.0,490.0,,31700.0,41800.0,True,3700.0
Frostburg State University,MD,Public,71.35000000000001,7415.0,3749.0,74.42,24650.0,52.77,73.61,1024.0,560.0,570.0,510.0,33800.0,47200.0,True,8600.0
Goucher College,MD,Private NonProfit,37.69,7333.0,1106.0,69.82000000000001,62979.0,66.08000000000001,79.41,,,,,31800.0,55100.0,True,11200.0
Hood College,MD,Private NonProfit,41.88,7821.0,1177.0,74.69,56168.0,60.760000000000005,71.33,,,,,37500.0,49400.0,True,14200.0
Johns Hopkins University,MD,Private NonProfit,97.26,15417.0,5752.0,96.51,74001.0,94.4,11.06,1532.0,800.0,760.0,770.0,68000.0,89300.0,True,13600.0
Loyola University Maryland,MD,Private NonProfit,96.62,8473.0,3813.0,86.68,67196.0,81.13,80.24,,,,,52000.0,78300.0,True,24700.0
University of Maryland Global Campus,MD,Public,5.29,7340.0,44442.0,55.21,19764.0,18.06,,,,,,47700.0,55900.0,False,22800.0
University of Maryland Baltimore,MD,Public,41.33,11624.0,863.0,,,,,,,,,79900.0,114200.0,True,67300.0
University of Maryland-Baltimore County,MD,Public,65.89,10585.0,10838.0,87.0,25997.0,70.28,69.48,1255.0,680.0,670.0,630.0,42900.0,59600.0,False,11600.0
University of Maryland-College Park,MD,Public,79.86,13763.0,30214.0,95.16,27343.0,87.02,50.96000000000001,1391.0,760.0,720.0,,50100.0,70800.0,False,15100.0
Maryland Institute College of Art,MD,Private NonProfit,100.0,8915.0,1327.0,65.99000000000001,66413.0,73.39,89.83,,,,630.0,30200.0,41200.0,True,3300.0
University of Maryland Eastern Shore,MD,Public,71.96000000000001,8706.0,2023.0,72.83,24348.0,40.61,62.03,927.0,500.0,510.0,450.0,29100.0,40400.0,True,4600.0
Morgan State University,MD,Public,75.08,9665.0,6263.0,74.19,23254.0,46.31,73.59,988.0,540.0,530.0,,30300.0,42600.0,True,2600.0
Mount St. Mary's University,MD,Private NonProfit,100.0,7835.0,2009.0,75.44,57867.0,63.13999999999999,80.45,1082.0,580.0,605.0,560.0,42000.0,56600.0,True,13100.0
Ner Israel Rabbinical College,MD,Private NonProfit,100.0,6782.0,305.0,87.1,23250.0,50.0,80.52,,,,,,,False,
Notre Dame of Maryland University,MD,Private NonProfit,52.85,6923.0,751.0,65.12,52667.0,48.6,62.29,,,,,47200.0,56400.0,True,
Salisbury University,MD,Public,70.17,8485.0,7023.0,77.78,25057.0,68.60000000000001,77.62,,,,,40000.0,54200.0,True,9000.0
St. Mary's College of Maryland,MD,Public,72.34,7922.0,1467.0,82.5,30610.0,71.69,79.03,1190.0,620.0,660.0,,38600.0,55200.0,True,7200.0
St. John's College,MD,Private NonProfit,75.94999999999999,5854.0,383.0,73.22999999999999,50001.0,65.52,61.39,,,,,31600.0,42000.0,True,8700.0
Towson University,MD,Public,55.13,7864.0,18629.0,84.58,25697.0,73.1,78.8,1122.0,590.0,610.0,580.0,41900.0,55100.0,True,10300.0
United States Naval Academy,MD,Public,100.0,12560.0,4594.0,97.26,,89.61,9.08,1367.0,740.0,710.0,,,,False,
Stevenson University,MD,Private NonProfit,30.71,7735.0,3008.0,79.62,53066.0,61.83,89.18,,,,550.0,43800.0,54600.0,True,10700.0
Washington College,MD,Private NonProfit,79.14,7910.0,1084.0,78.77,65405.0,71.5,80.28,,,,,40700.0,56500.0,True,14500.0
McDaniel College,MD,Private NonProfit,21.66,6900.0,1804.0,74.61,58638.0,62.5,81.13,,,,,36400.0,54000.0,True,13600.0
Hult International Business School,MA,Private NonProfit,26.27,10114.0,624.0,93.71,62875.0,,45.15,,,,,,,False,
American International College,MA,Private NonProfit,9.5,7477.0,1355.0,69.97,51505.0,43.75,69.38,1015.0,550.0,550.0,480.0,41700.0,50000.0,True,-2900.0
Amherst College,MA,Private NonProfit,93.91,12844.0,1745.0,91.49,76750.0,94.67,11.83,1497.0,790.0,770.0,770.0,61600.0,83300.0,True,24100.0
Anna Maria College,MA,Private NonProfit,22.46,6419.0,1126.0,64.68,52919.0,49.7,86.07000000000001,,,,,38000.0,48100.0,False,19700.0
Assumption University,MA,Private NonProfit,51.01,8433.0,2006.0,83.13000000000001,57238.0,73.2,80.92,,,,,47100.0,61300.0,True,10000.0
Babson College,MA,Private NonProfit,100.0,17640.0,2435.0,92.0,72378.0,94.65,26.97,1361.0,750.0,700.0,660.0,77000.0,113300.0,False,30500.0
Boston Baptist College,MA,Private NonProfit,,4109.0,47.0,62.5,26691.0,50.0,77.78,1050.0,560.0,630.0,500.0,,37500.0,False,
Bay Path University,MA,Private NonProfit,21.27,7230.0,1689.0,69.6,48102.0,59.69,78.31,1074.0,580.0,590.0,,37000.0,44800.0,True,
Bay State College,MA,Private ForProfit,16.16,8572.0,670.0,69.23,38507.0,18.35,34.14,,,,,30600.0,34000.0,True,5900.0
Bentley University,MA,Private NonProfit,66.9,14793.0,4059.0,91.62,71094.0,89.57000000000001,57.82000000000001,1281.0,700.0,660.0,650.0,67000.0,95400.0,False,20000.0
Berklee College of Music,MA,Private NonProfit,38.99,10117.0,5951.0,74.92,66342.0,65.13,51.6,,,,,25700.0,38300.0,False,3300.0
Boston Architectural College,MA,Private NonProfit,10.64,6250.0,293.0,75.0,35044.0,33.33,,,,,,40200.0,50900.0,True,14200.0
Boston College,MA,Private NonProfit,66.31,15608.0,9681.0,92.6,75872.0,91.69,26.38,1433.0,770.0,730.0,730.0,64900.0,92500.0,True,28000.0
Boston University,MA,Private NonProfit,72.55,14614.0,16359.0,92.32,74911.0,89.03,20.09,1419.0,780.0,720.0,690.0,52800.0,75900.0,True,17800.0
Brandeis University,MA,Private NonProfit,71.39999999999999,13299.0,3481.0,89.69,76044.0,89.23,33.4,1424.0,790.0,720.0,710.0,47000.0,69000.0,True,17500.0
Bridgewater State University,MA,Public,100.0,9852.0,8760.0,76.32,23845.0,59.03,82.31,1049.0,560.0,580.0,,37500.0,47900.0,True,12200.0
Cambridge College,MA,Private NonProfit,100.0,7610.0,1071.0,0.0,,20.0,,,,,,36400.0,40000.0,True,8100.0
Clark University,MA,Private NonProfit,99.56,11307.0,2205.0,86.61999999999999,58153.0,74.91,47.13,1271.0,670.0,680.0,,38300.0,54700.0,True,2700.0
Curry College,MA,Private NonProfit,37.580000000000005,10294.0,2164.0,65.22,57260.0,54.94,92.71,1055.0,550.0,570.0,,44800.0,51100.0,True,6100.0
Dean College,MA,Private NonProfit,17.88,6834.0,1166.0,71.03,59018.0,51.580000000000005,70.52000000000001,,,,,28700.0,38100.0,True,7800.0
Eastern Nazarene College,MA,Private NonProfit,33.08,5804.0,541.0,65.64999999999999,41194.0,38.1,64.38000000000001,1030.0,580.0,570.0,540.0,39100.0,46100.0,False,16000.0
Emerson College,MA,Private NonProfit,37.12,10172.0,3702.0,80.32000000000001,72119.0,78.53,41.05,1302.0,690.0,690.0,660.0,38700.0,51200.0,True,4300.0
Emmanuel College,MA,Private NonProfit,54.97,8327.0,1785.0,73.88,58787.0,61.63999999999999,75.52,1202.0,630.0,650.0,,39500.0,54400.0,True,400.0
Endicott College,MA,Private NonProfit,25.74,10658.0,3003.0,83.22,52642.0,78.51,70.39999999999999,,,,,45100.0,56200.0,True,12200.0
Fisher College,MA,Private NonProfit,17.84,5973.0,1179.0,63.06,48411.0,34.92,77.72,938.0,530.0,530.0,,32400.0,39600.0,True,14400.0
Fitchburg State University,MA,Public,53.45,9468.0,3582.0,76.6,22881.0,57.92,87.99,,,,520.0,37700.0,47400.0,True,6600.0
Framingham State University,MA,Public,64.78,9408.0,3384.0,69.13,25810.0,60.650000000000006,78.53,1044.0,560.0,570.0,530.0,38100.0,49000.0,True,12700.0
Gordon College,MA,Private NonProfit,77.48,7272.0,1428.0,84.42,51869.0,72.22,68.27,1159.0,620.0,660.0,620.0,36300.0,47700.0,True,19900.0
Hampshire College,MA,Private NonProfit,82.76,8224.0,517.0,73.68,67079.0,66.05,58.81999999999999,,,,,24900.0,39900.0,True,10400.0
Harvard University,MA,Private NonProfit,86.96000000000001,21143.0,6099.0,75.67,75914.0,97.63,5.01,1520.0,800.0,780.0,790.0,91300.0,139100.0,True,64500.0
Hebrew College,MA,Private NonProfit,22.5,6996.0,0.0,,,,,,,,,,,False,
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,Private NonProfit,26.53,6711.0,42.0,69.23,41282.0,61.53999999999999,57.14,,,,,,,False,
College of the Holy Cross,MA,Private NonProfit,89.42999999999999,11598.0,2962.0,88.78,71448.0,92.76,37.940000000000005,1371.0,720.0,710.0,,55500.0,88600.0,True,29100.0
Lasell University,MA,Private NonProfit,37.44,8324.0,1481.0,80.78999999999999,54730.0,62.48,84.54,1083.0,590.0,590.0,530.0,36400.0,45700.0,True,7900.0
Lesley University,MA,Private NonProfit,22.48,8550.0,1814.0,67.30000000000001,47620.0,60.07,83.81,,,,590.0,33400.0,40500.0,True,6800.0
University of Massachusetts-Lowell,MA,Public,63.98,12226.0,13364.0,83.96000000000001,29174.0,68.73,75.2,1232.0,670.0,650.0,,45700.0,57200.0,False,10900.0
University of Massachusetts-Amherst,MA,Public,80.9,12707.0,23884.0,89.13,31749.0,83.28999999999999,65.32,1307.0,710.0,680.0,,44200.0,57700.0,True,9900.0
University of Massachusetts-Boston,MA,Public,63.1,11324.0,12213.0,75.99000000000001,28910.0,49.44,79.67999999999999,,,,,42600.0,53700.0,True,6900.0
MCPHS University,MA,Private NonProfit,35.02,10249.0,3950.0,81.69,54955.0,70.30999999999999,91.12,1096.0,618.0,590.0,580.0,82200.0,106500.0,True,12900.0
Massachusetts College of Art and Design,MA,Public,99.17,10058.0,1697.0,73.02,29569.0,74.09,70.27,,,,600.0,31200.0,40700.0,True,2600.0
Massachusetts Institute of Technology,MA,Private NonProfit,98.86,19640.0,4360.0,97.64,73160.0,95.58,7.26,1550.0,800.0,780.0,780.0,99600.0,153600.0,False,58200.0
Massachusetts Maritime Academy,MA,Public,65.22,8632.0,1537.0,87.1,28602.0,84.69,92.48,1117.0,595.0,590.0,550.0,75200.0,96000.0,False,
William James College,MA,Private NonProfit,60.63,8967.0,30.0,,,,,,,,,,,True,
Merrimack College,MA,Private NonProfit,50.35,8599.0,4058.0,83.53,59617.0,73.54,81.64,,,,,47000.0,62200.0,True,13300.0
MGH Institute of Health Professions,MA,Private NonProfit,79.86,9240.0,164.0,,,,,,,,,69200.0,,True,
Montserrat College of Art,MA,Private NonProfit,22.08,6621.0,354.0,78.64,52124.0,64.36,,,,,,25000.0,28800.0,True,9700.0
Mount Holyoke College,MA,Private NonProfit,91.77,10865.0,1912.0,81.25,69578.0,84.15,52.470000000000006,1367.0,770.0,730.0,,36800.0,53900.0,True,
The New England Conservatory of Music,MA,Private NonProfit,28.44,6134.0,386.0,82.05,70360.0,70.67,36.27,,,,,34000.0,41200.0,False,5900.0
Nichols College,MA,Private NonProfit,35.370000000000005,7524.0,1250.0,71.85000000000001,52520.0,54.66,80.36999999999999,,,,,40300.0,53500.0,False,7400.0
Massachusetts College of Liberal Arts,MA,Public,65.47,9026.0,1036.0,71.58,24458.0,52.99,87.68,1066.0,600.0,580.0,,30100.0,38300.0,True,9500.0
Northeastern University,MA,Private NonProfit,74.88,13374.0,15130.0,96.79,73196.0,89.83,20.48,1492.0,790.0,750.0,730.0,57800.0,74200.0,True,12300.0
College of Our Lady of the Elms,MA,Private NonProfit,36.16,7202.0,1020.0,79.21000000000001,50266.0,64.17,69.78,1087.0,580.0,590.0,530.0,45500.0,49600.0,True,2500.0
Regis College,MA,Private NonProfit,34.07,7710.0,1236.0,80.19,61605.0,64.11,84.08,,,,,40500.0,56800.0,True,
Saint John's Seminary,MA,Private NonProfit,100.0,3055.0,15.0,,,,,,,,,,,False,
Salem State University,MA,Public,99.02,9415.0,5293.0,73.52,26423.0,59.36,86.75,,,,,39300.0,47100.0,True,7500.0
Simmons University,MA,Private NonProfit,26.53,8055.0,1731.0,84.3,60221.0,79.21000000000001,82.55,1168.0,610.0,640.0,630.0,49700.0,58400.0,True,
Smith College,MA,Private NonProfit,84.64,12062.0,2183.0,77.09,75169.0,86.53,36.52,,,,,37400.0,51100.0,True,
Springfield College,MA,Private NonProfit,100.0,7916.0,2184.0,85.07000000000001,55078.0,72.78,63.41,1239.0,660.0,640.0,,40700.0,48500.0,True,7600.0
University of Massachusetts-Dartmouth,MA,Public,73.94,10774.0,5896.0,71.03,28948.0,51.95,76.18,1094.0,590.0,600.0,550.0,41100.0,51500.0,True,9400.0
Stonehill College,MA,Private NonProfit,63.13999999999999,9577.0,2421.0,85.74000000000001,62253.0,81.91000000000001,68.96,,,,,50800.0,66800.0,True,11200.0
Suffolk University,MA,Private NonProfit,58.37,11885.0,4397.0,72.78,57850.0,60.370000000000005,85.9,1113.0,590.0,613.0,560.0,43700.0,59900.0,True,10800.0
Tufts University,MA,Private NonProfit,64.56,12616.0,6053.0,92.24,76151.0,93.91,16.3,1474.0,780.0,750.0,750.0,56600.0,103300.0,True,26400.0
Wellesley College,MA,Private NonProfit,79.62,12485.0,2260.0,92.65,75198.0,93.74,20.41,1446.0,770.0,750.0,750.0,48600.0,71800.0,True,
Wentworth Institute of Technology,MA,Private NonProfit,100.0,9258.0,4143.0,80.42,52232.0,69.05,93.54,1192.0,650.0,630.0,560.0,54200.0,67300.0,False,15000.0
Western New England University,MA,Private NonProfit,71.67999999999999,9601.0,2551.0,78.25999999999999,52924.0,63.79,89.42999999999999,,,,,46800.0,61300.0,False,11700.0
Westfield State University,MA,Public,49.89,10001.0,4343.0,72.92,24844.0,63.09,92.44,1054.0,560.0,580.0,530.0,37500.0,48900.0,True,15200.0
Wheaton College (Massachusetts),MA,Private NonProfit,67.04,9344.0,1666.0,87.36,70453.0,77.53999999999999,77.09,1282.0,670.0,680.0,,38300.0,55500.0,True,20200.0
Williams College,MA,Private NonProfit,85.37,13189.0,1917.0,90.48,75520.0,95.97,15.12,,,,780.0,51400.0,89800.0,True,24900.0
Worcester Polytechnic Institute,MA,Private NonProfit,87.62,12602.0,4804.0,95.25,69233.0,88.99000000000001,59.05,,,,,66300.0,84600.0,False,14400.0
Worcester State University,MA,Public,50.59,9193.0,4648.0,79.82000000000001,21870.0,58.56,81.03,1097.0,590.0,600.0,540.0,41000.0,52400.0,True,10200.0
Adrian College,MI,Private NonProfit,43.27,6312.0,1749.0,65.74,54621.0,53.91,61.21,1043.0,550.0,570.0,,34000.0,42800.0,False,15600.0
Albion College,MI,Private NonProfit,75.0,7257.0,1497.0,73.49,62041.0,67.7,74.44,1062.0,570.0,590.0,580.0,37600.0,55700.0,True,18300.0
Alma College,MI,Private NonProfit,63.63999999999999,7368.0,1404.0,82.55,55662.0,70.78999999999999,66.73,,,,548.0,36500.0,46500.0,True,9100.0
Andrews University,MI,Private NonProfit,100.0,5178.0,1381.0,85.3,40948.0,60.7,48.78,1205.0,700.0,680.0,600.0,35200.0,47800.0,True,9800.0
Aquinas College,MI,Private NonProfit,47.42,6310.0,1253.0,71.6,43921.0,64.59,70.91,1123.0,600.0,620.0,,32000.0,42400.0,True,9000.0
Baker College,MI,Private NonProfit,11.44,6035.0,5009.0,60.59,19593.0,19.43,53.76,,,,,27600.0,31800.0,True,11800.0
Calvin University,MI,Private NonProfit,99.12,8713.0,3096.0,87.0,50191.0,75.42,73.21,1229.0,670.0,650.0,,38900.0,48700.0,True,18200.0
Central Michigan University,MI,Public,76.37,9955.0,12909.0,80.04,25078.0,63.580000000000005,68.67,1113.0,600.0,610.0,560.0,37600.0,46200.0,True,12200.0
Cleary University,MI,Private NonProfit,8.57,5417.0,509.0,81.52000000000001,35998.0,56.36,65.25999999999999,,,,,46700.0,59500.0,False,26900.0
Concordia University Ann Arbor,MI,Private NonProfit,82.61,5719.0,900.0,68.04,45348.0,41.99,60.96,1105.0,,,,31100.0,40600.0,True,15400.0
College for Creative Studies,MI,Private NonProfit,100.0,10573.0,1392.0,69.69,57085.0,54.74,55.38,,,,,37100.0,50700.0,True,13800.0
Davenport University,MI,Private NonProfit,23.09,6844.0,4508.0,78.57,31321.0,52.18000000000001,92.56,,,,,35100.0,35400.0,True,14200.0
University of Detroit Mercy,MI,Private NonProfit,100.0,9650.0,2424.0,86.19,38440.0,72.92999999999999,79.5,1165.0,640.0,620.0,608.0,47000.0,53700.0,True,12600.0
Eastern Michigan University,MI,Public,98.85,9791.0,13148.0,71.83,24994.0,46.95,75.18,1098.0,590.0,610.0,550.0,35300.0,43900.0,True,13000.0
Ferris State University,MI,Public,69.32000000000001,9582.0,9575.0,78.86999999999999,23106.0,50.05,82.46,1058.0,580.0,580.0,500.0,40300.0,49600.0,True,13900.0
Kettering University,MI,Private NonProfit,100.0,8908.0,1639.0,93.33,58080.0,67.03,74.13,1278.0,700.0,660.0,,66100.0,78500.0,False,4800.0
Cornerstone University,MI,Private NonProfit,100.0,6278.0,1399.0,85.61,35814.0,65.31,86.97,1067.0,470.0,590.0,,37500.0,40800.0,True,17600.0
Grand Valley State University,MI,Public,72.7,9324.0,20265.0,83.14,24280.0,68.53,87.52,,,,,37700.0,47200.0,True,13200.0
Great Lakes Christian College,MI,Private NonProfit,100.0,3535.0,159.0,52.63,26764.0,14.29,,,,,,20700.0,30000.0,False,
Hillsdale College,MI,Private NonProfit,100.0,7244.0,1445.0,96.75,,87.81,36.48,1398.0,723.0,740.0,730.0,,,False,
Hope College,MI,Private NonProfit,67.09,8336.0,2963.0,87.03,48607.0,75.53999999999999,77.83,1219.0,650.0,660.0,,39200.0,50700.0,True,12500.0
Kalamazoo College,MI,Private NonProfit,83.82,8242.0,1445.0,83.04,63808.0,78.99000000000001,74.33,,,,,39600.0,54400.0,True,21500.0
Lake Superior State University,MI,Public,95.15,6762.0,1651.0,73.21,23239.0,50.88,69.5,1050.0,560.0,590.0,520.0,33000.0,42000.0,True,12900.0
Lawrence Technological University,MI,Private NonProfit,40.12,8051.0,1879.0,77.34,49729.0,59.88,82.46,,,,550.0,48100.0,60500.0,False,16900.0
Madonna University,MI,Private NonProfit,29.55,7020.0,2191.0,76.34,35736.0,57.99,68.37,1029.0,550.0,560.0,,40700.0,44400.0,True,7900.0
Rochester University,MI,Private NonProfit,59.650000000000006,6275.0,920.0,60.29,33013.0,41.54,99.43,967.0,530.0,530.0,,35200.0,39000.0,True,13600.0
University of Michigan-Ann Arbor,MI,Public,82.92,11865.0,31189.0,96.26,30926.0,93.44,26.11,1445.0,780.0,740.0,730.0,55900.0,79000.0,True,23000.0
Michigan State University,MI,Public,88.12,11714.0,38413.0,91.04,28626.0,81.26,76.31,1216.0,660.0,640.0,580.0,45200.0,63200.0,True,16900.0
Michigan Technological University,MI,Public,91.04,10694.0,5574.0,85.84,29765.0,72.16,70.36,1269.0,690.0,660.0,630.0,54000.0,66800.0,False,16600.0
University of Michigan-Dearborn,MI,Public,69.69,10606.0,6542.0,82.31,21509.0,54.63,67.51,1211.0,670.0,650.0,590.0,41800.0,56200.0,False,23500.0
University of Michigan-Flint,MI,Public,55.53,9389.0,4725.0,72.39999999999999,21376.0,38.49,77.42,1086.0,600.0,610.0,535.0,36800.0,44500.0,True,9300.0
Northern Michigan University,MI,Public,74.11999999999999,8592.0,6505.0,76.29,23578.0,46.56,66.89,,,,550.0,32000.0,39800.0,True,10900.0
Northwood University,MI,Private NonProfit,100.0,7169.0,2218.0,78.93,41997.0,58.10999999999999,76.8,1093.0,590.0,590.0,,45700.0,54900.0,False,12500.0
Oakland University,MI,Public,53.24,9609.0,14837.0,78.60000000000001,23778.0,56.45,81.10000000000001,1110.0,600.0,610.0,,39700.0,48100.0,True,15700.0
