School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,Completion Rate,Admission Rate (%),Retention Rate,Female_Majority,SAT Average,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Ivy League Plus
Citadel Military College of South Carolina,SC,Public,68.01,106140.0,2828.0,30022.0,71.5,79.95,87.46000000000001,False,1139.0,44700.0,59600.0,0
Claflin University,SC,Private NonProfit,59.42,85644.0,1961.0,33777.0,49.61,65.13,70.15,True,942.0,27200.0,30700.0,0
Clemson University,SC,Public,93.36,124812.0,20796.0,32254.0,84.92,61.94,93.56,False,1327.0,48100.0,58900.0,0
Coker University,SC,Private NonProfit,61.16,77724.0,950.0,42395.0,53.28000000000001,93.06,69.06,True,1008.0,29300.0,37100.0,0
Columbia International University,SC,Private NonProfit,93.88,58980.0,731.0,36979.0,68.27,50.67,68.94,False,1055.0,27900.0,31400.0,0
Columbia College,SC,Private NonProfit,30.19,75072.0,977.0,33178.0,66.18,97.07,59.040000000000006,True,964.0,28500.0,36200.0,0
Converse University,SC,Private NonProfit,95.45,75552.0,737.0,33858.0,51.5,82.44,72.58,True,1067.0,26900.0,34800.0,0
Erskine College,SC,Private NonProfit,100.0,62988.0,809.0,52411.0,51.870000000000005,60.0,74.77000000000001,False,1012.0,33400.0,41500.0,0
Francis Marion University,SC,Public,71.91,90588.0,3025.0,21888.0,44.05,75.25,67.56,True,990.0,32100.0,36900.0,0
Furman University,SC,Private NonProfit,84.21,112752.0,2341.0,67299.0,80.91000000000001,65.25,81.02000000000001,True,1356.0,41400.0,59700.0,0
Lander University,SC,Public,53.05,78036.0,3279.0,24474.0,48.82,57.03,74.66000000000001,True,1015.0,31400.0,38100.0,0
Limestone University,SC,Private NonProfit,100.0,62640.0,1817.0,42137.0,32.76,68.28999999999999,61.66,True,1089.0,34900.0,41600.0,0
Medical University of South Carolina,SC,Public,83.78,119436.0,318.0,,,,,True,,87800.0,111500.0,0
Morris College,SC,Private NonProfit,68.63,63504.0,394.0,27066.0,26.340000000000003,,36.0,True,,19200.0,25600.0,0
Newberry College,SC,Private NonProfit,100.0,73344.0,1251.0,42320.0,52.01,56.59,67.06,False,989.0,32900.0,37600.0,0
North Greenville University,SC,Private NonProfit,76.92,70512.0,1731.0,37771.0,51.46,65.33,76.5,True,1082.0,27800.0,36200.0,0
Presbyterian College,SC,Private NonProfit,100.0,98100.0,988.0,53720.0,63.63999999999999,70.83,72.22,True,1123.0,42400.0,50800.0,0
University of South Carolina Aiken,SC,Public,63.71,85944.0,2975.0,20735.0,41.08,55.88,65.83,True,1062.0,34200.0,40800.0,0
University of South Carolina Beaufort,SC,Public,60.61,88764.0,1898.0,24235.0,34.48,66.94,62.63999999999999,True,1029.0,33800.0,40400.0,0
University of South Carolina-Columbia,SC,Public,72.43,131196.0,27053.0,28602.0,78.01,68.35,89.86,True,1268.0,43900.0,53900.0,0
Coastal Carolina University,SC,Public,100.0,93552.0,9085.0,24313.0,45.99,70.45,73.45,True,1108.0,33500.0,44500.0,0
South Carolina State University,SC,Public,100.0,86796.0,2012.0,30015.0,29.91,94.09,68.8,True,900.0,25000.0,32500.0,0
University of South Carolina-Upstate,SC,Public,55.86,87108.0,4999.0,23660.0,47.23,59.540000000000006,71.85000000000001,True,1005.0,36400.0,41300.0,0
Voorhees College,SC,Private NonProfit,59.260000000000005,60156.0,368.0,26306.0,41.18,,54.6,True,,22700.0,26100.0,0
Winthrop University,SC,Public,60.53,92916.0,4219.0,29266.0,60.81,63.94,69.89999999999999,True,1072.0,31300.0,39800.0,0
Wofford College,SC,Private NonProfit,86.31,99912.0,1760.0,62262.0,80.49,53.0,88.61,True,,43100.0,59800.0,0
Augustana University,SD,Private NonProfit,73.03,80532.0,1710.0,47710.0,72.22,71.38,83.95,True,1220.0,38800.0,49500.0,0
Black Hills State University,SD,Public,58.08,85176.0,2243.0,20937.0,39.26,97.14,64.91,True,1089.0,31300.0,40500.0,0
Dakota State University,SD,Public,77.62,99084.0,2031.0,22365.0,48.51,83.57,71.43,False,1131.0,35400.0,43100.0,0
Dakota Wesleyan University,SD,Private NonProfit,56.18,72792.0,690.0,38617.0,44.29,64.2,69.33,True,1061.0,35600.0,40900.0,0
Mount Marty University,SD,Private NonProfit,44.55,82740.0,656.0,41044.0,52.68000000000001,78.43,75.64999999999999,False,1035.0,34600.0,39400.0,0
National American University-Rapid City,SD,Private ForProfit,0.0,50004.0,1098.0,23721.0,18.75,,,True,,31200.0,39500.0,0
Northern State University,SD,Public,96.0,90468.0,1384.0,21388.0,45.22,78.71000000000001,75.96000000000001,True,1119.0,33400.0,37300.0,0
Presentation College,SD,Private NonProfit,59.650000000000006,64140.0,593.0,35087.0,47.12,93.21,50.72,True,1035.0,38600.0,38100.0,0
South Dakota School of Mines and Technology,SD,Public,89.33,115656.0,2043.0,25078.0,49.92,85.55,78.16,False,1266.0,56400.0,62400.0,0
South Dakota State University,SD,Public,80.25,103836.0,8908.0,22230.0,58.85,88.94,81.0,True,1150.0,41100.0,50200.0,0
University of Sioux Falls,SD,Private NonProfit,100.0,83196.0,1311.0,30472.0,57.56,92.29,79.11,True,,38800.0,44800.0,0
University of South Dakota,SD,Public,70.71,96012.0,5684.0,23016.0,59.98,90.95,80.77,True,1134.0,37100.0,49500.0,0
Austin Peay State University,TN,Public,100.0,96924.0,8195.0,23931.0,48.31,91.15,70.21,True,1104.0,31400.0,38800.0,0
Baptist Health Sciences University,TN,Private NonProfit,100.0,82764.0,870.0,20485.0,43.84,69.3,57.95,True,1082.0,47100.0,56000.0,0
Belmont University,TN,Private NonProfit,48.17,127692.0,6618.0,54595.0,71.00999999999999,83.23,82.38,True,1244.0,37100.0,51500.0,0
Bethel University,TN,Private NonProfit,100.0,40860.0,2461.0,30992.0,34.910000000000004,76.12,61.27,True,998.0,37800.0,43100.0,0
Bryan College-Dayton,TN,Private NonProfit,25.83,73476.0,787.0,38061.0,47.34,,64.25,True,,39500.0,44500.0,0
Carson-Newman University,TN,Private NonProfit,50.42,68316.0,1635.0,40422.0,52.05,79.32000000000001,68.88,True,1107.0,33900.0,41300.0,0
Christian Brothers University,TN,Private NonProfit,96.88,87732.0,1374.0,43939.0,56.7,49.94,81.42,True,1190.0,36600.0,50000.0,0
Cumberland University,TN,Private NonProfit,44.5,68712.0,1947.0,38392.0,53.93,53.76,66.22,True,,37200.0,43000.0,0
Lipscomb University,TN,Private NonProfit,52.01,95280.0,2986.0,49074.0,68.75,61.5,85.71,True,1226.0,37800.0,51500.0,0
East Tennessee State University,TN,Public,70.83,90468.0,10705.0,22323.0,49.63,78.38000000000001,77.88000000000001,True,1167.0,32700.0,40600.0,0
Fisk University,TN,Private NonProfit,70.73,69792.0,879.0,37482.0,50.51,66.46,80.25,True,1122.0,26000.0,36300.0,0
Welch College,TN,Private NonProfit,49.21,54060.0,278.0,34108.0,72.0,,70.0,True,,26200.0,31000.0,0
Freed-Hardeman University,TN,Private NonProfit,97.09,84984.0,1360.0,35099.0,65.59,80.85,81.65,True,1185.0,31500.0,41100.0,0
Johnson University,TN,Private NonProfit,100.0,68184.0,708.0,27168.0,62.77,54.97,79.7,True,1056.0,28200.0,31700.0,0
King University,TN,Private NonProfit,68.49,62808.0,1360.0,42662.0,50.0,60.18,63.85999999999999,True,1097.0,44100.0,50300.0,0
Lane College,TN,Private NonProfit,85.07000000000001,61932.0,1095.0,23551.0,22.76,,54.95,False,,21500.0,27500.0,0
Le Moyne-Owen College,TN,Private NonProfit,43.82,66024.0,654.0,18056.0,15.17,63.8,47.86,True,,23800.0,30200.0,0
Lee University,TN,Private NonProfit,89.22,90204.0,3812.0,31522.0,62.55,83.00999999999999,80.81,True,1163.0,30000.0,37800.0,0
Lincoln Memorial University,TN,Private NonProfit,52.41,83964.0,1612.0,36365.0,52.76,68.53,76.19,True,1118.0,34300.0,41600.0,0
The University of Tennessee Southern,TN,Private NonProfit,100.0,68292.0,709.0,40576.0,32.14,98.34,57.08,True,1047.0,28200.0,36300.0,0
Maryville College,TN,Private NonProfit,100.0,77568.0,997.0,49603.0,45.18,62.11,71.32,True,1159.0,31800.0,44000.0,0
University of Memphis,TN,Public,69.45,104460.0,15444.0,24139.0,51.54,85.2,79.52,True,1132.0,35100.0,43200.0,0
Middle Tennessee State University,TN,Public,75.9,104784.0,18005.0,21241.0,51.15,94.2,78.52,True,1146.0,33600.0,44400.0,0
Rhodes College,TN,Private NonProfit,82.74000000000001,104448.0,1801.0,64249.0,81.66,51.35999999999999,87.42999999999999,True,1345.0,40800.0,64800.0,0
The University of the South,TN,Private NonProfit,84.86,113676.0,1698.0,62647.0,80.25999999999999,56.07,86.53,True,1280.0,38200.0,51700.0,0
Southern Adventist University,TN,Private NonProfit,100.0,58836.0,2296.0,35820.0,52.8,73.96000000000001,81.06,True,1139.0,35400.0,46300.0,0
Tennessee Wesleyan University,TN,Private NonProfit,98.7,63288.0,976.0,33219.0,47.64,60.92,77.23,True,1096.0,34300.0,43700.0,0
The University of Tennessee-Chattanooga,TN,Public,68.72,104400.0,10256.0,23436.0,50.02,83.11,76.71,True,1167.0,33900.0,42600.0,0
The University of Tennessee-Knoxville,TN,Public,87.46000000000001,134040.0,24146.0,32010.0,71.12,78.14999999999999,88.64,True,1294.0,41600.0,56700.0,0
The University of Tennessee-Martin,TN,Public,67.17999999999999,90456.0,5151.0,21200.0,53.67,64.95,73.77,True,1170.0,30800.0,40100.0,0
Tennessee State University,TN,Public,100.0,95352.0,5707.0,22509.0,25.56,,64.25,True,,31200.0,39800.0,0
Tennessee Technological University,TN,Public,100.0,100008.0,8564.0,24458.0,57.02,79.63,77.48,False,1202.0,35400.0,46700.0,0
Trevecca Nazarene University,TN,Private NonProfit,100.0,84228.0,1963.0,34473.0,55.97,62.83,73.98,True,1138.0,40700.0,49000.0,0
Tusculum University,TN,Private NonProfit,73.4,62220.0,1194.0,39440.0,35.89,67.15,66.67,True,1067.0,34400.0,42500.0,0
Union University,TN,Private NonProfit,60.34,89004.0,1959.0,54324.0,65.86,57.53,86.92,True,1242.0,40900.0,49600.0,0
Vanderbilt University,TN,Private NonProfit,80.76,174456.0,7052.0,73148.0,92.75,11.62,96.13,True,1520.0,61900.0,86200.0,0
Abilene Christian University,TX,Private NonProfit,68.46,99888.0,3480.0,51577.0,65.98,63.4,76.5,True,1150.0,38900.0,48900.0,0
Angelo State University,TX,Public,77.64,91200.0,5674.0,19810.0,42.82,78.16,70.93,True,1034.0,36100.0,46300.0,0
Arlington Baptist University,TX,Private NonProfit,27.78,43164.0,158.0,25381.0,20.59,,57.89,False,,26500.0,38000.0,0
The Art Institute of Houston,TX,Private ForProfit,20.0,49560.0,497.0,28348.0,30.0,,52.0,True,,30400.0,39100.0,0
Austin College,TX,Private NonProfit,99.11,90588.0,1283.0,56377.0,70.87,49.28,82.01,True,1220.0,39900.0,52800.0,0
Baylor University,TX,Private NonProfit,72.48,126432.0,14329.0,65222.0,79.34,68.47,90.64,True,,46600.0,58400.0,0
Concordia University Texas,TX,Private NonProfit,100.0,89844.0,1733.0,47251.0,43.42,92.95,65.24,True,1086.0,41200.0,51300.0,0
Texas A & M University-Corpus Christi,TX,Public,70.98,100788.0,8374.0,22459.0,37.26,90.13,57.4,True,1088.0,39100.0,48600.0,0
Dallas Baptist University,TX,Private NonProfit,100.0,97812.0,2736.0,42855.0,55.69,98.58,75.58,True,1117.0,42900.0,49200.0,0
Dallas Christian College,TX,Private NonProfit,42.86,55440.0,192.0,33724.0,21.57,23.630000000000003,35.29,False,,33000.0,45500.0,0
University of Dallas,TX,Private NonProfit,65.9,98592.0,1445.0,58050.0,69.3,53.78,80.63,True,1251.0,37400.0,51400.0,0
East Texas Baptist University,TX,Private NonProfit,100.0,86268.0,1373.0,38749.0,34.71,92.07,60.58,True,,34800.0,43600.0,0
Texas A&M University-Texarkana,TX,Public,54.6,96456.0,1798.0,19447.0,38.04,96.46,64.25,True,1035.0,34800.0,39200.0,0
Texas A & M University-Commerce,TX,Public,100.0,96348.0,8290.0,22575.0,42.99,60.06,57.64,True,1052.0,36000.0,41900.0,0
Miami International University of Art & Design-Art Institute Dallas,TX,Private ForProfit,11.43,72948.0,461.0,31913.0,15.46,,50.0,True,,32500.0,40200.0,0
Hallmark University,TX,Private NonProfit,30.97,60720.0,869.0,,55.26,40.510000000000005,71.43,False,,33500.0,37500.0,0
Hardin-Simmons University,TX,Private NonProfit,57.84,87984.0,1588.0,42530.0,55.46,90.51,64.92999999999999,True,1069.0,40200.0,48300.0,0
Houston Baptist University,TX,Private NonProfit,50.0,84756.0,2727.0,43638.0,47.32,71.50999999999999,71.28,True,1101.0,39400.0,52300.0,0
University of Houston-Clear Lake,TX,Public,98.24,110544.0,6559.0,25567.0,51.98,80.73,76.98,True,1090.0,45500.0,52900.0,0
University of Houston-Downtown,TX,Public,49.86,101928.0,13549.0,20995.0,29.9,92.82,67.34,True,,42500.0,49300.0,0
University of Houston-Victoria,TX,Public,61.42999999999999,107556.0,3388.0,19441.0,19.03,67.06,65.67,True,,43800.0,46200.0,0
University of Houston,TX,Public,81.27,149328.0,38116.0,23361.0,62.150000000000006,62.79,85.95,True,1216.0,47100.0,60600.0,0
Howard Payne University,TX,Private NonProfit,100.0,69072.0,779.0,41336.0,40.0,48.53,50.0,False,,34000.0,40500.0,0
Huston-Tillotson University,TX,Private NonProfit,50.55,66828.0,1045.0,24148.0,31.12,55.96,54.46,True,888.0,29900.0,34200.0,0
University of the Incarnate Word,TX,Private NonProfit,49.64,101748.0,4856.0,45532.0,56.31,96.56,74.95,True,1046.0,41000.0,52500.0,0
Jarvis Christian University,TX,Private NonProfit,46.59,73812.0,719.0,25082.0,17.24,,53.41,True,,22800.0,27500.0,0
Lamar University,TX,Public,78.38000000000001,99396.0,8220.0,20362.0,36.71,82.67999999999999,68.78999999999999,True,1043.0,37200.0,46000.0,0
Texas A & M International University,TX,Public,58.56,104520.0,6552.0,13408.0,45.77,58.93000000000001,74.25,True,995.0,36000.0,46700.0,0
LeTourneau University,TX,Private NonProfit,34.23,74208.0,1699.0,44629.0,56.620000000000005,56.11000000000001,81.01,False,1227.0,47300.0,56800.0,0
Lubbock Christian University,TX,Private NonProfit,51.43,80592.0,1250.0,37198.0,47.73,96.51,68.46,True,1097.0,38700.0,50500.0,0
University of Mary Hardin-Baylor,TX,Private NonProfit,100.0,96408.0,3310.0,42812.0,51.13,90.3,69.39999999999999,True,1105.0,38600.0,48700.0,0
McMurry University,TX,Private NonProfit,98.86,79716.0,1049.0,41764.0,35.27,47.39,65.10000000000001,True,1041.0,36200.0,46400.0,0
Midwestern State University,TX,Public,70.44,96456.0,5056.0,19972.0,44.32,70.96000000000001,65.89,True,1009.0,42400.0,47000.0,0
Wade College,TX,Private ForProfit,32.14,49656.0,180.0,22459.0,40.91,,100.0,True,,29400.0,29800.0,0
University of North Texas,TX,Public,74.15,125112.0,32814.0,23770.0,57.13,83.98,85.24000000000001,True,1152.0,39300.0,49300.0,0
Our Lady of the Lake University,TX,Private NonProfit,42.01,86952.0,1261.0,40753.0,38.1,73.97,65.14999999999999,True,971.0,35500.0,42500.0,0
The University of Texas Rio Grande Valley,TX,Public,83.37,95604.0,26754.0,14250.0,47.260000000000005,82.39,80.75,True,1034.0,34200.0,44200.0,0
Paul Quinn College,TX,Private NonProfit,32.5,56460.0,468.0,19189.0,20.69,61.870000000000005,56.16,True,920.0,26900.0,29800.0,0
Prairie View A & M University,TX,Public,86.44,97296.0,8372.0,25164.0,37.31,76.37,74.1,True,963.0,34300.0,40700.0,0
Rice University,TX,Private NonProfit,83.87,196536.0,4052.0,67102.0,94.19,10.89,96.66,False,1533.0,68300.0,91600.0,0
Saint Edward's University,TX,Private NonProfit,49.26,110040.0,3009.0,61707.0,67.12,91.31,72.37,True,,41200.0,55700.0,0
University of St Thomas,TX,Private NonProfit,89.94,94920.0,2330.0,42652.0,65.92,96.09,83.33,True,,42400.0,59600.0,0
Sam Houston State University,TX,Public,80.15,95016.0,18811.0,22885.0,57.78,92.5,78.9,True,1051.0,39300.0,49700.0,0
Schreiner University,TX,Private NonProfit,61.260000000000005,70524.0,1074.0,41896.0,51.28,96.15,64.4,True,1043.0,35400.0,44300.0,0
St. Mary's University,TX,Private NonProfit,66.36999999999999,115932.0,2125.0,42354.0,59.06,85.42999999999999,74.26,True,1127.0,38900.0,52000.0,0
Southern Methodist University,TX,Private NonProfit,68.44,160440.0,6793.0,76346.0,81.03,52.67,90.33,False,1388.0,68100.0,77900.0,0
Southwestern Assemblies of God University,TX,Private NonProfit,49.24,75564.0,1591.0,34268.0,48.85,88.75999999999999,71.52,True,1012.0,30400.0,38700.0,0
Southwestern University,TX,Private NonProfit,77.62,101652.0,1505.0,57825.0,73.22999999999999,49.370000000000005,85.78,True,1223.0,41500.0,63400.0,0
Stephen F Austin State University,TX,Public,70.82000000000001,94404.0,10007.0,22178.0,53.65,76.11,76.95,True,1073.0,36700.0,46400.0,0
Texas State University,TX,Public,78.05,101760.0,33193.0,23453.0,55.06,84.54,76.81,True,1104.0,40600.0,51100.0,0
Southwestern Adventist University,TX,Private NonProfit,41.23,76104.0,719.0,31865.0,42.68,62.3,78.5,True,1025.0,39000.0,47100.0,0
Sul Ross State University,TX,Public,64.71000000000001,79464.0,1784.0,20332.0,30.49,80.83,51.66,True,960.0,34600.0,41400.0,0
Tarleton State University,TX,Public,63.52,91068.0,11893.0,22730.0,45.75,57.75,69.01,True,1044.0,38200.0,47700.0,0
The University of Texas Health Science Center at San Antonio,TX,Public,72.8,113436.0,804.0,,,,,True,,67500.0,111500.0,0
The University of Texas Medical Branch at Galveston,TX,Public,98.5,107232.0,708.0,,,,,True,,71000.0,76800.0,0
Texas A & M University-Kingsville,TX,Public,80.23,116028.0,5114.0,22645.0,44.71,87.92,72.14,False,1012.0,39500.0,49300.0,0
Texas A & M University-College Station,TX,Public,87.21,146772.0,54942.0,29920.0,82.53,63.27,94.39,False,1300.0,53600.0,67800.0,0
The University of Texas at Arlington,TX,Public,63.45,123792.0,34726.0,23902.0,52.44,87.75,75.61,True,1160.0,43700.0,54000.0,0
The University of Texas at Austin,TX,Public,84.17999999999999,164940.0,39624.0,27397.0,87.56,31.95,96.65,True,1349.0,52200.0,73900.0,0
The University of Texas at Dallas,TX,Public,77.14999999999999,153804.0,21186.0,27120.0,69.15,79.36,90.14,False,1345.0,47800.0,61400.0,0
The University of Texas at El Paso,TX,Public,69.56,110820.0,21070.0,18291.0,44.43,99.97,77.21000000000001,True,,35300.0,43300.0,0
The University of Texas at Tyler,TX,Public,73.59,101628.0,6840.0,20730.0,43.36,91.63,64.48,True,1135.0,42900.0,50500.0,0
Texas Christian University,TX,Private NonProfit,99.86,146508.0,9689.0,68072.0,82.03,48.03,91.68,True,1269.0,50300.0,62600.0,0
Texas College,TX,Private NonProfit,86.83999999999999,55320.0,764.0,21620.0,14.12,,41.49,False,,24600.0,28000.0,0
Texas Lutheran University,TX,Private NonProfit,58.67,88620.0,1430.0,42208.0,55.34,59.3,69.21000000000001,True,1098.0,38600.0,51100.0,0
The University of Texas Permian Basin,TX,Public,53.21,100152.0,3646.0,17323.0,40.59,87.9,64.79,True,1015.0,44800.0,52300.0,0
The University of Texas at San Antonio,TX,Public,76.36,116652.0,29169.0,18923.0,46.31,83.54,77.53999999999999,True,1116.0,38800.0,49600.0,0
Texas Southern University,TX,Public,68.94,94884.0,5298.0,23173.0,18.76,66.36999999999999,50.66,True,975.0,30300.0,37600.0,0
Texas Tech University,TX,Public,86.25,113580.0,32412.0,23191.0,63.42,70.03,87.48,False,1174.0,46800.0,61600.0,0
Texas Wesleyan University,TX,Private NonProfit,34.14,97164.0,1403.0,47135.0,33.660000000000004,46.79,63.72,True,1081.0,38200.0,44400.0,0
Texas Woman's University,TX,Public,98.05,105168.0,9297.0,19418.0,48.14,93.68,77.37,True,1067.0,42800.0,49100.0,0
Trinity University,TX,Private NonProfit,79.11,133512.0,2491.0,60664.0,79.17,33.62,88.82,True,1355.0,48900.0,68000.0,0
The University of Texas Health Science Center at Houston,TX,Public,59.21999999999999,127356.0,687.0,,,,,True,,71100.0,138400.0,0
Texas Tech University Health Sciences Center,TX,Public,96.25,107460.0,1393.0,,,,,True,,76700.0,100600.0,0
Wayland Baptist University,TX,Private NonProfit,100.0,63672.0,2803.0,35240.0,24.56,81.44,37.61,True,1014.0,41300.0,47200.0,0
West Texas A & M University,TX,Public,79.86,95580.0,7326.0,20456.0,44.29,58.25,81.99,True,1046.0,39300.0,46700.0,0
Wiley College,TX,Private NonProfit,64.29,57984.0,615.0,23938.0,31.0,,70.27,True,,26400.0,30700.0,0
Brigham Young University,UT,Private NonProfit,71.76,140736.0,33376.0,18936.0,75.44999999999999,69.25,91.64,True,1335.0,46600.0,71500.0,0
Brigham Young University-Hawaii,HI,Private NonProfit,100.0,121512.0,3107.0,19641.0,66.83,75.02,64.03999999999999,True,1166.0,35600.0,49100.0,0
Dixie State University,UT,Public,38.74,84768.0,8812.0,17802.0,34.56,,59.47,True,,32500.0,41400.0,0
Eagle Gate College-Murray,UT,Private ForProfit,32.0,72624.0,241.0,22097.0,41.94,,73.68,True,,25600.0,31600.0,0
Southern Utah University,UT,Public,75.67,86712.0,8356.0,19854.0,45.52,75.56,72.33000000000001,True,1183.0,34100.0,45500.0,0
Utah State University,UT,Public,96.92,112752.0,21087.0,19886.0,49.830000000000005,91.04,73.32,True,1217.0,37400.0,49600.0,0
Utah Valley University,UT,Public,43.6,100068.0,28120.0,13597.0,31.9,,67.13,False,,38700.0,50700.0,0
University of Utah,UT,Public,97.39,129840.0,23645.0,20303.0,67.10000000000001,79.4,88.66000000000001,False,1236.0,47200.0,63500.0,0
Westminster College,UT,Private NonProfit,100.0,97020.0,1415.0,49060.0,69.08,87.45,71.28,True,1205.0,44600.0,58100.0,0
Bennington College,VT,Private NonProfit,48.8,119052.0,632.0,75972.0,71.2,59.99,80.35,True,,28500.0,38400.0,0
Castleton University,VT,Public,100.0,83304.0,1651.0,24841.0,56.720000000000006,88.31,61.34,True,1036.0,33800.0,40800.0,0
Champlain College,VT,Private NonProfit,100.0,104436.0,3389.0,60478.0,66.03,85.15,78.5,False,,42200.0,54400.0,0
Goddard College,VT,Private NonProfit,100.0,39432.0,155.0,33048.0,37.5,83.87,83.33,True,,29100.0,39700.0,0
Northern Vermont University,VT,Public,100.0,84564.0,1555.0,25051.0,44.080000000000005,75.77000000000001,53.790000000000006,True,,28500.0,35600.0,0
Middlebury College,VT,Private NonProfit,89.67,144600.0,2571.0,74248.0,93.62,22.040000000000003,88.75999999999999,True,1444.0,47900.0,71900.0,0
Norwich University,VT,Private NonProfit,45.21,90900.0,3182.0,59627.0,56.67,74.17,81.58,False,,42400.0,57100.0,0
Saint Michael's College,VT,Private NonProfit,100.0,97644.0,1501.0,61892.0,74.52,87.81,86.22,True,,41400.0,57800.0,0
University of Vermont,VT,Public,79.96,126696.0,10585.0,34707.0,75.91,71.32,85.41,True,1276.0,40400.0,55200.0,0
Averett University,VA,Private NonProfit,100.0,72264.0,881.0,47321.0,50.23,69.38,58.95,False,984.0,40300.0,49000.0,0
Bluefield University,VA,Private NonProfit,100.0,67440.0,666.0,39307.0,35.95,76.02,62.96000000000001,True,,39400.0,46000.0,0
Bridgewater College,VA,Private NonProfit,81.08,79080.0,1552.0,51725.0,63.04,76.14,71.25,True,1082.0,34900.0,46600.0,0
William & Mary,VA,Public,81.26,140028.0,6217.0,39595.0,91.25,42.16,92.91,True,1411.0,47400.0,74500.0,0
Regent University,VA,Private NonProfit,72.68,99468.0,4231.0,30136.0,60.89,50.44,77.12,True,1110.0,34800.0,45600.0,0
Christopher Newport University,VA,Public,62.02,109224.0,4745.0,31733.0,79.85,76.42,87.16000000000001,True,,39300.0,52000.0,0
Emory & Henry College,VA,Private NonProfit,100.0,85320.0,943.0,50310.0,54.04,75.41,75.56,True,1066.0,31800.0,45000.0,0
Eastern Mennonite University,VA,Private NonProfit,95.15,70908.0,891.0,51275.0,60.42,71.82,79.21000000000001,True,1129.0,38400.0,44700.0,0
Ferrum College,VA,Private NonProfit,100.0,67824.0,962.0,50084.0,31.790000000000003,75.83,55.77,False,979.0,28100.0,41100.0,0
George Mason University,VA,Public,52.51,138948.0,26514.0,25717.0,71.59,89.2,86.07000000000001,False,1208.0,47000.0,63900.0,0
Hampden-Sydney College,VA,Private NonProfit,90.99,98652.0,881.0,63310.0,71.03,47.010000000000005,78.51,False,1142.0,43900.0,59000.0,0
Hampton University,VA,Private NonProfit,100.0,102336.0,3058.0,44252.0,57.38,36.0,71.53,True,,37700.0,50100.0,0
Hollins University,VA,Private NonProfit,60.9,86556.0,686.0,55893.0,61.59,80.78999999999999,82.16,True,1175.0,27600.0,37900.0,0
James Madison University,VA,Public,84.88,110952.0,19550.0,27996.0,82.28,80.49,89.2,True,1207.0,46100.0,63300.0,0
Liberty University,VA,Private NonProfit,34.4,70092.0,47432.0,40567.0,54.09,50.13,80.78999999999999,True,1172.0,35800.0,41400.0,0
Longwood University,VA,Public,100.0,87996.0,3525.0,28821.0,67.25999999999999,87.33999999999999,78.52,True,1052.0,36200.0,45300.0,0
University of Lynchburg,VA,Private NonProfit,64.82,95712.0,1801.0,54119.0,57.23,97.27,78.2,True,,35500.0,48800.0,0
Mary Baldwin University,VA,Private NonProfit,23.06,82368.0,1395.0,43427.0,42.41,87.1,62.72,True,1042.0,30800.0,39500.0,0
University of Mary Washington,VA,Public,73.02,96468.0,3981.0,28327.0,65.24,75.49,79.41,True,1195.0,40300.0,56200.0,0
Marymount University,VA,Private NonProfit,45.79,101064.0,2011.0,47495.0,53.71,85.26,71.1,True,1089.0,45000.0,57000.0,0
Sentara College of Health Sciences,VA,Private NonProfit,51.56,91380.0,275.0,,,,,True,,50800.0,53900.0,0
Norfolk State University,VA,Public,100.0,100716.0,4977.0,26439.0,39.39,91.07,67.58999999999999,True,935.0,30000.0,38800.0,0
Old Dominion University,VA,Public,94.25,106260.0,19391.0,25722.0,52.73,95.41,76.38000000000001,True,1071.0,38300.0,48700.0,0
Radford University,VA,Public,68.28,99540.0,7267.0,24234.0,56.02,78.68,74.88,True,,37700.0,48000.0,0
Randolph-Macon College,VA,Private NonProfit,65.57,101940.0,1551.0,56509.0,65.57,71.31,87.47,True,1141.0,36800.0,54800.0,0
Randolph College,VA,Private NonProfit,100.0,98484.0,496.0,58880.0,56.02,89.66,71.33,True,1060.0,33700.0,41500.0,0
Bon Secours Memorial College of Nursing,VA,Private NonProfit,83.33,94668.0,456.0,,,,,True,,50600.0,57500.0,0
University of Richmond,VA,Private NonProfit,68.65,144144.0,3304.0,69606.0,87.96000000000001,30.9,92.91,True,1394.0,51900.0,78900.0,0
Roanoke College,VA,Private NonProfit,85.79,90780.0,1899.0,61545.0,69.75,78.13,78.55,True,1155.0,37800.0,52000.0,0
Shenandoah University,VA,Private NonProfit,59.440000000000005,97596.0,2152.0,47850.0,60.67,74.38,81.91000000000001,True,1123.0,42300.0,52300.0,0
Southern Virginia University,VA,Private NonProfit,82.47,71352.0,1056.0,29875.0,44.86,99.03,69.13,False,1205.0,29900.0,39100.0,0
Strayer University-Virginia,VA,Private ForProfit,11.69,87144.0,3801.0,28284.0,12.5,,42.86,True,,38400.0,53500.0,0
Sweet Briar College,VA,Private NonProfit,80.43,85320.0,356.0,38835.0,31.82,75.94999999999999,78.64,True,1100.0,33300.0,43500.0,0
University of Virginia's College at Wise,VA,Public,100.0,94080.0,1143.0,22795.0,51.8,82.57,70.82000000000001,True,1073.0,30000.0,43800.0,0
Virginia Polytechnic Institute and State University,VA,Public,98.33,139848.0,29893.0,27283.0,86.08,65.77,92.91,False,1280.0,50400.0,67100.0,0
