School Name,Mean Earnings (10 Yrs after Entry)
Eckerd College,46700.0
Stillman College,33700.0
Towson University,55100.0
University of Hawaii at Hilo,41800.0
Academy College,37900.0
Lees-McRae College,34400.0
Uta Mesivta of Kiryas Joel,32600.0
Culver-Stockton College,40100.0
Massachusetts Institute of Technology,153600.0
Oklahoma Wesleyan University,53500.0
Oklahoma State University-Main Campus,55300.0
Martin University,28600.0
Western Washington University,50600.0
University of North Georgia,46200.0
Purdue University-Main Campus,62200.0
Boise Bible College,32700.0
Avila University,49700.0
Wilmington College,41900.0
Strayer University-New Jersey,53500.0
East Stroudsburg University of Pennsylvania,47200.0
College for Creative Studies,50700.0
Lawrence University,48700.0
Capitol Technology University,68100.0
Fitchburg State University,47400.0
Providence College,73400.0
Flagler College,42200.0
Glenville State University,38400.0
Gods Bible School and College,24800.0
The Catholic University of America,60500.0
United States Merchant Marine Academy,98600.0
Wilson College,34000.0
Concordia University-Saint Paul,57100.0
University of Colorado Denver/Anschutz Medical Campus,71200.0
St Olaf College,57300.0
Newberry College,37600.0
Holy Names University,57600.0
Kentucky State University,31300.0
East Texas Baptist University,43600.0
Parker University,62600.0
Murray State University,42300.0
University of Health Sciences and Pharmacy in St. Louis,110600.0
Rollins College,53100.0
Muhlenberg College,65300.0
Fairleigh Dickinson University-Metropolitan Campus,54400.0
Fort Hays State University,42700.0
Clayton  State University,42300.0
South University-Virginia Beach,40200.0
Western Carolina University,41300.0
Davis College,33400.0
Cleveland Institute of Art,41600.0
University of Louisiana at Monroe,46300.0
Pacific Union College,61700.0
Colorado Mesa University,42300.0
The University of the South,51700.0
Southeastern University,37900.0
University of Oregon,51300.0
Kalamazoo College,54400.0
Middle Tennessee State University,44400.0
Rocky Mountain College,47100.0
DeVry University-Virginia,50300.0
Connecticut College,62900.0
University of Vermont,55200.0
The University of West Florida,43400.0
North Park University,45600.0
Loyola University Maryland,78300.0
College of Saint Benedict,57000.0
Thiel College,41700.0
University of Chicago,103000.0
Salisbury University,54200.0
Southern University and A & M College,39600.0
University of Maine at Farmington,37500.0
University of Mount Olive,43700.0
Touro College,41400.0
Mount Mercy University,48400.0
Rockhurst University,57300.0
DeVry University-Florida,50300.0
North Carolina Wesleyan College,41900.0
Livingstone College,26100.0
Bowdoin College,83300.0
Bowling Green State University-Main Campus,45300.0
University of Wisconsin-Parkside,42600.0
Appalachian Bible College,33200.0
Goddard College,39700.0
Birmingham-Southern College,53100.0
Pace University,66800.0
Christian Brothers University,50000.0
Texas A & M International University,46700.0
Stratford University,39900.0
University of Missouri-Columbia,56600.0
Carroll College,49200.0
New Hope Christian College-Eugene,31100.0
St. Francis College,50300.0
Berklee College of Music,38300.0
Anderson University,38400.0
Pfeiffer University,45000.0
Mid-America Christian University,44700.0
Westminster College,49800.0
Mississippi State University,47400.0
Brigham Young University,71500.0
Rocky Mountain College of Art and Design,36700.0
Northeastern University,74200.0
University of Iowa,62000.0
Provo College,26800.0
Neumont College of Computer Science,75100.0
Simpson College,51200.0
DeVry University-Texas,50300.0
Immaculata University,54700.0
Brigham Young University-Hawaii,49100.0
Universidad Teologica del Caribe,22200.0
Liberty University,41400.0
Grinnell College,61000.0
University of Pittsburgh-Johnstown,61200.0
California State University-Dominguez Hills,48500.0
Shepherd University,43000.0
Widener University,59100.0
Chowan University,36200.0
Wesley College,45700.0
Wayne State College,40300.0
Colorado School of Mines,95600.0
Hope International University,40700.0
Embry-Riddle Aeronautical University-Prescott,70300.0
Salem State University,47100.0
St. Andrews University,40100.0
Oklahoma Christian University,43300.0
Mary Baldwin University,39500.0
Montreat College,42500.0
Minneapolis College of Art and Design,43200.0
Seton Hill University,44500.0
Bemidji State University,44000.0
Notre Dame de Namur University,63900.0
The College of Saint Rose,44800.0
University of South Carolina Aiken,40800.0
Washington and Lee University,93300.0
University of Evansville,48800.0
Charter Oak State College,43700.0
Northeastern University Professional Programs,74200.0
Radford University,48000.0
CEM College-San Juan,22300.0
St Lawrence University,60100.0
Saint Anthony College of Nursing,60100.0
Texas A & M University-Commerce,41900.0
University of Virginia-Main Campus,79400.0
Northwestern University,93400.0
University of Phoenix-California,54900.0
Wake Forest University,79600.0
Auburn University at Montgomery,38000.0
Arizona Christian University,34900.0
Wilmington University,46600.0
National American University-Rapid City,39500.0
Lesley University,40500.0
Dickinson College,64100.0
Catawba College,42700.0
Washington Adventist University,46300.0
Regis University,62700.0
South University-Montgomery,40200.0
Huston-Tillotson University,34200.0
The University of Texas at Arlington,54000.0
Claflin University,30700.0
Ithaca College,57600.0
University of Arizona,56000.0
Talladega College,23900.0
Boston Architectural College,50900.0
Utah State University,49600.0
Michigan State University,63200.0
Ferrum College,41100.0
Yale University,124400.0
Cedar Crest College,48700.0
Dordt University,45300.0
Georgia State University,48200.0
Naropa University,27800.0
The University of Texas at Dallas,61400.0
William & Mary,74500.0
Villa Maria College,30000.0
University of Utah,63500.0
Edinboro University of Pennsylvania,38100.0
Yeshiva of Nitra Rabbinical College,32200.0
University of California-Santa Cruz,53800.0
Southern Virginia University,39100.0
University of Central Florida,51200.0
Colorado State University Pueblo,41600.0
Trinity College of Nursing & Health Sciences,50600.0
Fresno Pacific University,45600.0
Baptist Bible College,33300.0
George Fox University,51000.0
National University of Health Sciences,42600.0
McDaniel College,54000.0
Bard College,43700.0
California State University-Stanislaus,48500.0
Mercy College of Health Sciences,48000.0
University of Montevallo,36100.0
William Jewell College,51300.0
Roanoke College,52000.0
University of Phoenix-Nevada,54900.0
SUNY at Fredonia,44700.0
Endicott College,56200.0
Northwest College of Art & Design,32200.0
Cabrini University,49600.0
Northeastern State University,41000.0
California State University-Chico,55400.0
Concordia University-Chicago,42700.0
Langston University,31100.0
The University of Texas Rio Grande Valley,44200.0
Notre Dame College,43900.0
University of California-Davis,68100.0
University of Toledo,52800.0
University of Rochester,74300.0
Trinity International University-Florida,45400.0
University of Kentucky,54000.0
Harding University,47000.0
Manhattanville College,50700.0
Colorado College,49900.0
Cornell University,101200.0
Washington College,56500.0
University of Georgia,59100.0
Georgia Southwestern State University,40100.0
University of Jamestown,49600.0
University of Pittsburgh-Pittsburgh Campus,61200.0
Skidmore College,57000.0
University of Michigan-Dearborn,56200.0
Xavier University of Louisiana,64500.0
Finlandia University,38700.0
Hastings College,47500.0
University of South Carolina-Upstate,41300.0
Neumann University,47200.0
Maryville University of Saint Louis,51100.0
Indiana University-Purdue University-Indianapolis,50700.0
East Central University,42200.0
Duke University,114500.0
Ferris State University,49600.0
Bon Secours Memorial College of Nursing,57500.0
Valdosta State University,41600.0
New Mexico Institute of Mining and Technology,58500.0
Saint Francis University,57400.0
University of Portland,62500.0
Bloomsburg University of Pennsylvania,48100.0
Inter American University of Puerto Rico-Ponce,23500.0
University of California-Irvine,65800.0
SUNY Oneonta,46700.0
Wheaton College,60500.0
New York Institute of Technology,68100.0
Elizabeth City State University,32200.0
Massachusetts College of Art and Design,40700.0
Waynesburg University,51200.0
Case Western Reserve University,89300.0
Lancaster Bible College,37900.0
Southern California Institute of Architecture,44200.0
The Baptist College of Florida,36200.0
University of North Florida,49200.0
South University-Savannah,40200.0
Pacific Rim Christian University,31100.0
Winona State University,48600.0
Oregon Health & Science University,114900.0
SUNY College at Potsdam,41300.0
